Party_ID,Party,Votes
103,KOSOVA DEMOKRATİK TÜRK PARTİSİ,1629
109,INICIATIVA QYTETARE PËR OBILIQ,6522
117,KOSOVA ADALET TÜRK PARTİSİ,949
119,NISMA SOCIALDEMOKRATE,10572
121,ALEANCA PËR ARDHMËRINË E KOSOVËS,49342
127,PARTIA SOCIALDEMOKRATE,7248
144,LËVIZJA VETËVENDOSJE!,170198
147,SRPSKA LISTA,1029
160,LIDHJA DEMOKRATIKE E KOSOVËS,127883
177,PARTIA DEMOKRATIKE E KOSOVËS,88956
182,DEMOKRATËT PËR DRENASIN,10076
187,GI SRPSKA NARODNA SLOGA,838
