Party_ID,Party,Votes
10,LËVIZJA VETËVENDOSJE!,106014
29,SRPSKA LISTA,2363
30,ALTERNATIVA,19152
31,NISMA - NISMA PËR KOSOVËN,10868
34,AKR - ALEANCA KOSOVA E RE,16509
41,GI KLOKOT-VRBOVAC,1042
47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,156577
50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,71133
54,FATMIR  RASHITI,5861
67,GI GRA?ANSKA INICIJATIVA NARODNA SLOGA,818
94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,121324
