Candidate,Gender,Party_ID,Party,Acronym,Votes
SAMET DALIPI,M,9,AAK-PSD KOALICIONI 100% KOSOVË,,1180
SAMI HAJDARAJ,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,1437
SAMI KURTESHI,M,16,LËVIZJA VETËVENDOSJE!,,3644
SAMRA ILIJAZI,F,8,NOVA DEMOKRATSKA STRANKA,,489
SANDRA ĐOKIĆ,F,11,SAMOSTALNA LIBERALNA STRANKA,,232
SANELA MURIĆ,F,14,KOALICIJA VAKAT,,30
SANELA PAJAZITI,F,7,POKRET ZA GORA,,74
SANIJE REXHA,F,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,1036
SARANDA BOGUJEVCI,F,16,LËVIZJA VETËVENDOSJE!,,18436
SARANDA JAKUPI,F,14,KOALICIJA VAKAT,,24
SARANDA MUSLIU,F,24,LIDHJA DEMOKRATIKE E KOSOVËS,,7163
SAŠA SAVIĆ,M,11,SAMOSTALNA LIBERALNA STRANKA,,378
SEAD GORAN,M,13,JEDINSTVENA GORANSKA PARTIJA,,167
SEDAT ISMAJLI,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,1624
SEFER TUDŽARI,M,7,POKRET ZA GORA,,104
ŠEILA REDŽEPAGIĆ,F,8,NOVA DEMOKRATSKA STRANKA,,44
SEJDI HOXHA,M,2,PARTIA DEMOKRATIKE E KOSOVËS,,9629
SEJFIJA ADEMI,M,8,NOVA DEMOKRATSKA STRANKA,,198
ŠEJLA ARIFI,F,8,NOVA DEMOKRATSKA STRANKA,,559
SELDIN JELMAZI,M,23,GRAÐANSKA İNİCİJATİVA GORE,,138
SELIM KRYEZIU,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,4430
SELİM SELİMİ,M,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,273
SELIM SHABANI,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,3381
SELIMA MUSTAFIĆ,F,14,KOALICIJA VAKAT,,132
SELJATIN EMINI,M,18,PARTIA ROME E BASHKUAR E KOSOVËS,,20
SELMA MURIĆ,F,14,KOALICIJA VAKAT,,54
SELVIJE HALIMI,F,2,PARTIA DEMOKRATIKE E KOSOVËS,,3530
ŠEMO ODOVIĆ,M,8,NOVA DEMOKRATSKA STRANKA,,72
SEMRO VUJIĆ,F,14,KOALICIJA VAKAT,,160
ŠEMSA AJRADINI,F,23,GRAÐANSKA İNİCİJATİVA GORE,,78
SENAD DACIĆ,M,8,NOVA DEMOKRATSKA STRANKA,,294
SENADA ETEMI,F,8,NOVA DEMOKRATSKA STRANKA,,388
SENCAR KARAMUÇO,M,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,1957
SENDIJANA REXHAJ,F,1,PARTIA LIBERALE EGJIPTIANE,,165
SERVET AHMETI,M,23,GRAÐANSKA İNİCİJATİVA GORE,,54
SEVDAIL ROBELLI,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,1720
SEVDIE ALSHIQI,F,24,LIDHJA DEMOKRATIKE E KOSOVËS,,2920
SEVDIJE LAMA,F,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,407
SEVGJAN GASHI,F,1,PARTIA LIBERALE EGJIPTIANE,,94
SEVIL KISERI,M,8,NOVA DEMOKRATSKA STRANKA,,59
SHAQIR TOTAJ,M,2,PARTIA DEMOKRATIKE E KOSOVËS,,7949
SHEFKI GASHI,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,2647
SHEFKI SALIHU,M,2,PARTIA DEMOKRATIKE E KOSOVËS,,979
SHEFQET OSMANI,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,4093
SHEMSI SYLA,M,16,LËVIZJA VETËVENDOSJE!,,4336
SHENOLL ÇYLANXHI,M,20,KOSOVAKI NEVI ROMANI PARTIA,,31
SHERIF BAJRAMI,M,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,150
SHERIF HASANI,M,19,PARTIA EUROATLANTIKE E KOSOVËS,,48
SHKELZEN HAJDINI,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,8771
SHKELZEN KOPRIVA,M,18,PARTIA ROME E BASHKUAR E KOSOVËS,,11
SHKËMB MANAJ,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,11457
SHKENDIJE LOKAJ,F,24,LIDHJA DEMOKRATIKE E KOSOVËS,,2689
SHKODRAN IMERAJ,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,428
SHKUMBIN DEMALIAJ,M,9,AAK-PSD KOALICIONI 100% KOSOVË,,6794
SHKUMBIN GASHI,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,7434
SHKUMBIN OSMANI,M,9,AAK-PSD KOALICIONI 100% KOSOVË,,360
SHKURTE BERISHA,F,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,118
SHKURTE HARADINAJ,F,15,FJALA,,240
SHPEJTIM BAJRAMI,M,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,5
SHPEJTIM BULLIQI,M,16,LËVIZJA VETËVENDOSJE!,,10178
SHPEND AHMETI,M,9,AAK-PSD KOALICIONI 100% KOSOVË,,6015
SHPËTIM ZHEGROVA,M,2,PARTIA DEMOKRATIKE E KOSOVËS,,6995
SHPRESA BEKA,F,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,24
SHQIPE ISUFI,F,16,LËVIZJA VETËVENDOSJE!,,3757
SHQIPE KASTRATI,F,9,AAK-PSD KOALICIONI 100% KOSOVË,,588
SHQIPE KUPINA,F,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,2984
SHQIPE PANTINA,F,9,AAK-PSD KOALICIONI 100% KOSOVË,,2135
SHQIPE RAMAJ,F,24,LIDHJA DEMOKRATIKE E KOSOVËS,,4532
SHQIPTAR DEMAÇI,M,2,PARTIA DEMOKRATIKE E KOSOVËS,,6735
SHUKRI QUNI,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,2300
SHUKRIJE BYTYQI,F,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,3271
SHUMZIM BUJUPI,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,597
SHYKRIJE GASHI,F,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,9
SHYQIRI BYTYQI,M,9,AAK-PSD KOALICIONI 100% KOSOVË,,2318
SHYQRI MEMA,M,9,AAK-PSD KOALICIONI 100% KOSOVË,,1447
SKENDER AVDYLI,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,579
SKENDER BIKLIÇI,M,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,129
SKENDER BOSHNJAKU,M,19,PARTIA EUROATLANTIKE E KOSOVËS,,27
SKENDER REÇICA,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,3602
SLADJANA RADOVIĆ,F,5,PARTIJA KOSOVSKIH SRBA,,93
SLAVIŠA PETKOVIĆ,M,10,SLOBODA,,248
SLAVKO SIMIĆ,M,25,SRPSKA LISTA,,13562
SLOBODAN PETROVIĆ,M,11,SAMOSTALNA LIBERALNA STRANKA,,1213
SMAIL DEMAJ,M,1,PARTIA LIBERALE EGJIPTIANE,,292
SMAJL ZIKOLLAJ,M,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,129
SOFIE BUNJAKU,F,15,FJALA,,101
SONITA BERISHA,F,1,PARTIA LIBERALE EGJIPTIANE,,39
SRDJAN JOVANOVIC,M,11,SAMOSTALNA LIBERALNA STRANKA,,334
SRDJAN MAKSIMOVIĆ,M,11,SAMOSTALNA LIBERALNA STRANKA,,135
SUAD MUSOLLAJ,M,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,147
SUANITA VRAGOVIQ,F,18,PARTIA ROME E BASHKUAR E KOSOVËS,,47
SUHAT ADEMI,M,1,PARTIA LIBERALE EGJIPTIANE,,650
SUNAJ PRIZRENI,F,18,PARTIA ROME E BASHKUAR E KOSOVËS,,13
SUZANA GJERGJI,F,2,PARTIA DEMOKRATIKE E KOSOVËS,,1947
SUZANA MILUNOVIĆ,F,5,PARTIJA KOSOVSKIH SRBA,,104
SUZANA MURIQI,F,24,LIDHJA DEMOKRATIKE E KOSOVËS,,4407
SUZANA SEJDIJAJ,F,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,384
SVETISLAV JOKIĆ,M,25,SRPSKA LISTA,,832
SYLEJMAN ÇERKEZI,M,16,LËVIZJA VETËVENDOSJE!,,5463
SYLEJMAN MEHOLLI,M,16,LËVIZJA VETËVENDOSJE!,,4769
TAHIRE ADEMI,F,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,9
TASIM HALABAKU,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,320
TAULANT KRYEZIU,M,16,LËVIZJA VETËVENDOSJE!,,6968
TEFIK GASHI,M,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,58
TEUTA FAZLIU,F,16,LËVIZJA VETËVENDOSJE!,,1291
TEUTA HAXHIU,F,9,AAK-PSD KOALICIONI 100% KOSOVË,,5874
TIME KADRIJAJ,F,9,AAK-PSD KOALICIONI 100% KOSOVË,,8122
TINKA KURTI,F,16,LËVIZJA VETËVENDOSJE!,,7655
TUANETA REXHA,F,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,44
TÜBERKAN KRUEZİ,M,15,FJALA,,60
TYRKAN MENEKSHE,F,18,PARTIA ROME E BASHKUAR E KOSOVËS,,22
UKË BERISHA,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,4099
URAN ISMAILI,M,2,PARTIA DEMOKRATIKE E KOSOVËS,,28188
URATA TAHIRI,F,2,PARTIA DEMOKRATIKE E KOSOVËS,,1308
UROŠ VASOVIC,M,5,PARTIJA KOSOVSKIH SRBA,,249
USMEN BALDŽI,M,14,KOALICIJA VAKAT,,981
UZAIR HAMZA,M,14,KOALICIJA VAKAT,,582
VALDETE BAJRAMI,F,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,2280
VALDETE IDRIZI,F,2,PARTIA DEMOKRATIKE E KOSOVËS,,6152
VALDRIN AHMETI,M,16,LËVIZJA VETËVENDOSJE!,,3480
VALDRIN LLUKA,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,2867
VALENTINA BAJRAMI,F,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,712
VALENTINA BUNJAKU-REXHEPI,F,24,LIDHJA DEMOKRATIKE E KOSOVËS,,7098
VALON GRABOVCI,M,2,PARTIA DEMOKRATIKE E KOSOVËS,,4803
VALON MURATI,M,2,PARTIA DEMOKRATIKE E KOSOVËS,,7241
VALON MURTEZAJ,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,6814
VALON RAMADANI,M,16,LËVIZJA VETËVENDOSJE!,,12256
VASMIJA KAMBERI,F,23,GRAÐANSKA İNİCİJATİVA GORE,,118
VEBI ALA,M,1,PARTIA LIBERALE EGJIPTIANE,,216
VEHBI GOXHULI,M,19,PARTIA EUROATLANTIKE E KOSOVËS,,27
VEHBI IMERI,M,9,AAK-PSD KOALICIONI 100% KOSOVË,,1415
VENERA LLUNJI,F,16,LËVIZJA VETËVENDOSJE!,,2458
VERICA ĆERANIĆ,F,25,SRPSKA LISTA,,16183
VESEL KRASNIQI,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,6005
VESEL MAKOLLI,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,1254
VESEL NEZIRI,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,471
VETON ADEMI,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,5033
VETON BERISHA,M,1,PARTIA LIBERALE EGJIPTIANE,,3153
VIDINA RADOJEVIĆ,F,5,PARTIJA KOSOVSKIH SRBA,,207
VINETU GANIQ,M,8,NOVA DEMOKRATSKA STRANKA,,19
VINKA RADOSAVLJEVIĆ,F,25,SRPSKA LISTA,,4291
VIOLETA DEMA,F,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,492
VIOLETA HANIQI,F,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,674
VISAR HOTI,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,7299
VISAR KORENICA,M,16,LËVIZJA VETËVENDOSJE!,,4529
VISAR YMERI,M,9,AAK-PSD KOALICIONI 100% KOSOVË,,5356
VJOSA OSMANI SADRIU,F,24,LIDHJA DEMOKRATIKE E KOSOVËS,,176016
VLERA GJAKOVA,F,16,LËVIZJA VETËVENDOSJE!,,2495
VLORA DUMOSHI,F,24,LIDHJA DEMOKRATIKE E KOSOVËS,,5909
VLORA GOJANI,F,16,LËVIZJA VETËVENDOSJE!,,2883
VLORA JASHANICA,F,9,AAK-PSD KOALICIONI 100% KOSOVË,,529
VLORA LIMANI-HAJNUNI,F,24,LIDHJA DEMOKRATIKE E KOSOVËS,,8848
VLORA MEMINI,F,19,PARTIA EUROATLANTIKE E KOSOVËS,,106
XHAFER GASHI,M,9,AAK-PSD KOALICIONI 100% KOSOVË,,4896
XHAFER ISMAILI,M,19,PARTIA EUROATLANTIKE E KOSOVËS,,209
XHAFER PLAKIQI,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,1258
XHAVIT DALLOSHI,M,15,FJALA,,119
XHAVIT HALITI,M,2,PARTIA DEMOKRATIKE E KOSOVËS,,8301
XHAVIT REXHAJ,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,6264
XHAVIT UKA,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,7549
XHAVIT ZARIQI,M,9,AAK-PSD KOALICIONI 100% KOSOVË,,3187
XHEJLANE JASHARI,F,18,PARTIA ROME E BASHKUAR E KOSOVËS,,4
XHELAL HALITI,M,16,LËVIZJA VETËVENDOSJE!,,2324
XHELAL SVEÇLA,M,16,LËVIZJA VETËVENDOSJE!,,6621
XHEMAJL HASANI,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,431
XHEMAJL HAZIZI,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,1241
XHEMAJL JASHARI,M,18,PARTIA ROME E BASHKUAR E KOSOVËS,,22
XHEMILE GASHI,F,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,7
XHEVAHIRE IZMAKU,F,2,PARTIA DEMOKRATIKE E KOSOVËS,,6085
XHEVAHIRE SHABANI,F,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,27
XHEVAT SALLAHI,M,16,LËVIZJA VETËVENDOSJE!,,2579
XHEVDET ÇUNI,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,4276
XHEVDET KRASNIQI,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,340
XHEVDET MALOKU,M,15,FJALA,,385
XHEVDET RAMA,M,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,16
XHEVDET SMAKIQI,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,1328
XHEVRIJE KONJUSHA,F,19,PARTIA EUROATLANTIKE E KOSOVËS,,50
XHYLIJE IBRAHIMI,F,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,592
XUN ÇETTA,M,19,PARTIA EUROATLANTIKE E KOSOVËS,,36
YLL BOGAJ,M,9,AAK-PSD KOALICIONI 100% KOSOVË,,3625
YLL ISUFI,M,19,PARTIA EUROATLANTIKE E KOSOVËS,,81
YLL RUGOVA,M,16,LËVIZJA VETËVENDOSJE!,,4316
YLLZA HOTI,F,16,LËVIZJA VETËVENDOSJE!,,14702
YMER ROGOVA,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,366
YMRAN FUSHA,F,2,PARTIA DEMOKRATIKE E KOSOVËS,,3487
ZAFIR BERISHA,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,3516
ZAIM IBRAHIMOVIC,M,14,KOALICIJA VAKAT,,30
ZANA KRASNIQ SARAÇI,F,8,NOVA DEMOKRATSKA STRANKA,,40
ZARIFA ALIJA,F,13,JEDINSTVENA GORANSKA PARTIJA,,44
ZEF MORINA,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,2794
ZEHRA JUSUFI,F,14,KOALICIJA VAKAT,,98
ZEJNIJE VELIU,F,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,353
ZEK BERISHA,M,18,PARTIA ROME E BASHKUAR E KOSOVËS,,46
ZEKË SINANAJ,M,16,LËVIZJA VETËVENDOSJE!,,3785
ZENEL HAJDARAJ,M,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,7
ZERINA MALJICI,F,8,NOVA DEMOKRATSKA STRANKA,,129
ZIJADIN MEMINI,M,19,PARTIA EUROATLANTIKE E KOSOVËS,,182
ZIJAJDIN VRAGOVIQ,M,18,PARTIA ROME E BASHKUAR E KOSOVËS,,39
ZIKRETA ALITI,F,8,NOVA DEMOKRATSKA STRANKA,,736
ZINETA SKENDERI,F,8,NOVA DEMOKRATSKA STRANKA,,73
ZOJA LLESHI BERISHA,F,9,AAK-PSD KOALICIONI 100% KOSOVË,,3141
ZONJUSHE TOSKA,F,18,PARTIA ROME E BASHKUAR E KOSOVËS,,118
ZORAN MOJSILOVIĆ,M,25,SRPSKA LISTA,,14314
ZUHRA ALI,F,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,107
ZÜMRÜT BUCKO,F,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,641
