id,Candidate,Gender,Party_ID,Party,Acronym,Votes,Municipality
1,ALBERT KINOLLI,M,18,PARTIA ROME E BASHKUAR E KOSOVËS,,4,Deçan
1,ALBIANA RADONIQI,F,19,PARTIA EUROATLANTIKE E KOSOVËS,,0,Deçan
1,ALBIN GASHI,M,16,LËVIZJA VETËVENDOSJE!,,9,Deçan
1,ALBIN KURTI,M,16,LËVIZJA VETËVENDOSJE!,,1006,Deçan
1,ALBERT SERMAXHAJ,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,4,Deçan
1,ALBAN HOTI,M,19,PARTIA EUROATLANTIKE E KOSOVËS,,1,Deçan
1,ALBAN HYSENI,M,16,LËVIZJA VETËVENDOSJE!,,2,Deçan
1,ALBAN KRASNIQI,M,19,PARTIA EUROATLANTIKE E KOSOVËS,,5,Deçan
1,ALBANA BYTYQI,F,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,0,Deçan
1,ALBANA GASHI,F,16,LËVIZJA VETËVENDOSJE!,,7,Deçan
1,ALBANE RAISHTAJ,F,1,PARTIA LIBERALE EGJIPTIANE,,1,Deçan
1,ALBENA RESHITAJ,F,9,AAK-PSD KOALICIONI 100% KOSOVË,,242,Deçan
1,ALBERINA SEFERAJ,F,1,PARTIA LIBERALE EGJIPTIANE,,4,Deçan
1,ANTON QUNI,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,851,Deçan
1,ARBAN ABRASHI,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,172,Deçan
1,ARBANE HAJDARAJ,F,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,2,Deçan
1,ARBEN BISLIMI,M,2,PARTIA DEMOKRATIKE E KOSOVËS,,14,Deçan
1,ARBEN GASHI,M,24,LIDHJA DEMOKRATIKE E KOSOVËS,,231,Deçan
1,ALBIONE HALIMAJ,F,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,1,Deçan
1,ALBULENA BALAJ HALIMAJ,F,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,2,Deçan
1,ALBULENA HAXHIU,F,16,LËVIZJA VETËVENDOSJE!,,374,Deçan
1,ALDA ŠUKURICA,F,8,NOVA DEMOKRATSKA STRANKA,,0,Deçan
1,ALDIJANA ARIFI,F,14,KOALICIJA VAKAT,,0,Deçan
1,ALEKSANDAR ČANOVIĆ,M,5,PARTIJA KOSOVSKIH SRBA,,0,Deçan
1,ALEKSANDAR JABLANOVIĆ,M,5,PARTIJA KOSOVSKIH SRBA,,2,Deçan
1,ALEN AZARI,M,8,NOVA DEMOKRATSKA STRANKA,,0,Deçan
1,ALI ADEMI,M,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,0,Deçan
1,ALI BERISHA,M,9,AAK-PSD KOALICIONI 100% KOSOVË,,618,Deçan
1,ALI HALIMI,M,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,2,Deçan
1,ALI ISMAJLI,M,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,0,Deçan
1,ALI LAJÇI,M,16,LËVIZJA VETËVENDOSJE!,,47,Deçan
1,ALMA LAMÇJA,F,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,1,Deçan
1,ALMA RAMADANI,F,7,POKRET ZA GORA,,0,Deçan
1,ALMEDINA MUSLIJA,F,14,KOALICIJA VAKAT,,0,Deçan
1,ALMEDINA SALIHI,F,8,NOVA DEMOKRATSKA STRANKA,,0,Deçan
1,ALMIR VELIJI,M,14,KOALICIJA VAKAT,,1,Deçan
1,ALMIRA BAJRAMI,F,13,JEDINSTVENA GORANSKA PARTIJA,,0,Deçan
1,ALMIRA HAJRADINI,F,13,JEDINSTVENA GORANSKA PARTIJA,,0,Deçan
1,ALONDRA GASHI,F,1,PARTIA LIBERALE EGJIPTIANE,,0,Deçan
1,ALSEN DURAKI,M,8,NOVA DEMOKRATSKA STRANKA,,0,Deçan
1,ALUSH SHALA,M,9,AAK-PSD KOALICIONI 100% KOSOVË,,25,Deçan
