id,Candidate,Gender,Party_ID,Party,Acronym,Votes,Municipality
36,BELKISE BERISHA XHEMAJLI,F,19,FJALA,,0,Partesh
36,BENJAMIN AJDARI,M,14,PARTIA LIBERALE EGJIPTIANE,,0,Partesh
36,BERAT DAJAKU,M,19,FJALA,,0,Partesh
36,BERAT MAKOLLI,M,19,FJALA,,0,Partesh
36,BESA BAFTIU,F,25,Lëvizja VETËVENDOSJE!,,1,Partesh
36,BESA BERISHA,F,9,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,0,Partesh
36,BESA GAXHERRI,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,1,Partesh
36,BESA ZOGAJ GASHI,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,1,Partesh
36,BESART JASHARI,M,9,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,0,Partesh
36,BESIM BERISHA,M,14,PARTIA LIBERALE EGJIPTIANE,,0,Partesh
36,BESIM SHYTI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,0,Partesh
36,BESIME JETULLAHU,F,19,FJALA,,0,Partesh
36,BESNIK KRASNIQI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,0,Partesh
36,BESNIK TAHIRI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,2,Partesh
36,BILALL SHERIFI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,1,Partesh
