Candidate,Gender,Party_ID,Party,Acronym,Votes
JALDEZA MUTISHI,F,15,KOSOVAKI  NEVI  ROMANI  PARTIA,,25
JASEMA MIFTARI,F,20,KOALICIJA VAKAT,,87
JASHAR ÇUKIQ,M,26,PARTIA ROME E BASHKUAR E KOSOVËS,,159
JASMINA DEDIĆ,F,12,GRAĐANSKA INICIJATIVA SRPSKA LISTA,,11872
JASMINA KRASNIQI,F,24,KOALICIJA SDA,,106
JASMINA VASIĆ,F,8,PROGRESIVNA DEMOKRATSKA STRANKA,,302
JASMINA ŽIVKOVIĆ,F,12,GRAĐANSKA INICIJATIVA SRPSKA LISTA,,13446
JEHONA BEHRAMI,F,19,FJALA,,146
JEHONA SHYTI,F,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,6160
JELENA BONTIĆ,F,12,GRAĐANSKA INICIJATIVA SRPSKA LISTA,,13341
JETMIRE VRENEZI,F,25,Lëvizja VETËVENDOSJE!,,1208
JETON EMINI,M,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,399
JETON JASHARI,M,15,KOSOVAKI  NEVI  ROMANI  PARTIA,,38
JETON SVIRCA,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,1687
JETON UJKANI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,1407
JOLLXHI SHALA,M,15,KOSOVAKI  NEVI  ROMANI  PARTIA,,355
JUSUF ULAJ,M,25,Lëvizja VETËVENDOSJE!,,2489
KADIR HÜSEYIN,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,1704
KADRI KASTRATI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,5727
KADRI VESELI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,129947
KALTRINA MORINA,F,24,KOALICIJA SDA,,220
KASTRIOT JAHAJ,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,2792
KATARINA ADJANČIĆ,F,11,SAMOSTALNA LIBERALNA STRANKA,,280
KENAN JASHARI,M,26,PARTIA ROME E BASHKUAR E KOSOVËS,,41
KIMETE BYTYÇI,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,4312
KOLOSALE ÇITAKU,F,18,PARTIA DEMOKRATIKE E UNITETIT,,74
KORAB SEJDIU,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,8602
KRENARE BELLACËRKA,F,10,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,74
KRENARE KOQI,F,25,Lëvizja VETËVENDOSJE!,,3329
KRENARE SPAHIU OSMANI,F,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,416
KUJTIM BERISHA,M,19,FJALA,,80
KUJTIM PAÇAK,M,15,KOSOVAKI  NEVI  ROMANI  PARTIA,,357
KUJTIM SHALA,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,17744
KUJTIM SHALA,M,25,Lëvizja VETËVENDOSJE!,,5106
KUMRIJE BAJRAMI,F,10,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,134
KURTAN KAJTAZI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,7395
LABINOT TAHIRI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,15540
LABINOTË DEMI-MURTEZI,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,5306
LAHI BRAHIMAJ,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,8121
LAURESË KUKAJ,F,18,PARTIA DEMOKRATIKE E UNITETIT,,13
LAZËR NRECAJ,M,25,Lëvizja VETËVENDOSJE!,,932
LEONARD SHALA,M,25,Lëvizja VETËVENDOSJE!,,2250
LEONORA BUNJAKU,F,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,6496
LEONORA SHABANI-BAJRAKTARI,F,25,Lëvizja VETËVENDOSJE!,,2366
LEUTRIM SHALA,M,19,FJALA,,162
LEVENT BUŞ,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,1635
LEVENT HYDAVERDI,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,217
LIBURN ALIU,M,25,Lëvizja VETËVENDOSJE!,,10834
LIDON PAJAZITI,M,20,KOALICIJA VAKAT,,520
LIMAN ZEQIRI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,4876
LIMON RAMADANI,M,9,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,112
LINDA SELMANI,F,1,JEDINSTVENA GORANSKA PARTIJA,,49
LIRIDON HALILI,M,19,FJALA,,83
LIRIJE KAJTAZI,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,7904
LIRIJONË DULI,F,25,Lëvizja VETËVENDOSJE!,,1685
LJILJANA STOJANOVIĆ,F,21,GI. ZA PROSPERITET KOSOVA,,15
LUAN HOXHA,M,25,Lëvizja VETËVENDOSJE!,,801
LUAN SHLLAKU,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,1618
LULJETA VESELAJ GUTAJ,F,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,6963
LULZIM BERISHA,M,18,PARTIA DEMOKRATIKE E UNITETIT,,20
LULZIM ISLAMI,M,19,FJALA,,95
LULZIM KABASHI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,7067
LUMIR ABDIXHIKU,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,28991
LUTFI BILALLI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,2020
LUTFI ZHARKU,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,12348
MAGBULE SHKODRA,F,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,5517
MAHİR YAGCİLAR,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,2928
MAJDA NEZIRI,F,22,NOVA DEMOKRATSKA STRANKA,,62
MALA SHALA,M,18,PARTIA DEMOKRATIKE E UNITETIT,,36
MALIĆ SKENDERI,M,22,NOVA DEMOKRATSKA STRANKA,,19
MALINA IMERI,F,20,KOALICIJA VAKAT,,75
MANE MYRTAJ,F,14,PARTIA LIBERALE EGJIPTIANE,,35
MANUELLA KONI,F,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,1330
MANUSH ISMAJLI,F,9,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,19
MARIGONA KRASNIQI,F,19,FJALA,,283
MARIGONA RRUSTEMAJ,F,19,FJALA,,78
MARKO MARKOVIĆ,M,8,PROGRESIVNA DEMOKRATSKA STRANKA,,397
MASAR SHALA,M,19,FJALA,,67
MEDIJA RAMA,F,22,NOVA DEMOKRATSKA STRANKA,,178
MEHMED ĆEMAN,M,25,Lëvizja VETËVENDOSJE!,,594
MEHMET OSMANI,M,18,PARTIA DEMOKRATIKE E UNITETIT,,9
MEJDIN OMERI,M,20,KOALICIJA VAKAT,,186
MEJREME UKA,F,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,1393
MELDA GASHI,F,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,306
MELDINA ALIJA,F,22,NOVA DEMOKRATSKA STRANKA,,83
MELIHATE TËRMKOLLI,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,4638
MELISA AZIZOVIĆ,F,22,NOVA DEMOKRATSKA STRANKA,,462
MELITA KALLABA,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,1659
MEMIŠ BIRDAINI,M,20,KOALICIJA VAKAT,,741
MEMLI KRASNIQI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,19076
MENTOR GRAJÇEVCI,M,19,FJALA,,108
MENTOR PAQARIZI,M,19,FJALA,,60
MERDŽAN OSMANI,M,22,NOVA DEMOKRATSKA STRANKA,,492
MERDŽAN RAMADANI,M,1,JEDINSTVENA GORANSKA PARTIJA,,75
MERGIM LUSHTAKU,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,19750
MERIDON DEMAJ,M,19,FJALA,,29
MERIMA SHABANI,F,15,KOSOVAKI  NEVI  ROMANI  PARTIA,,12
MEVLJUDA OSMANI,F,1,JEDINSTVENA GORANSKA PARTIJA,,79
MEXHIDE MJAKU- TOPALLI,F,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,7774
MIHRET SALKOVIĆ,M,22,NOVA DEMOKRATSKA STRANKA,,80
MILAIM ZEKA,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,12082
MILAN MARINKOVIĆ,M,21,GI. ZA PROSPERITET KOSOVA,,8
MILAN STOJANOVIĆ,M,11,SAMOSTALNA LIBERALNA STRANKA,,638
MILAZIM ALSHIQI,M,19,FJALA,,118
MILAZIM HALITI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,4854
MILAZIM SHALA,M,14,PARTIA LIBERALE EGJIPTIANE,,14
MILEVA LJUBIĆ,F,13,NAPREDNA SNAGA KOSOVA,,49
MILJANA NIKOLIĆ,F,12,GRAĐANSKA INICIJATIVA SRPSKA LISTA,,13650
MILKA VULETIĆ,F,17,PARTIJA KOSOVSKIH SRBA-AKTIVNA GRAĐANSKA INICIJATIVA,,184
MILORAD DANIĆ,M,21,GI. ZA PROSPERITET KOSOVA,,86
MILOŠ DJORDJEVIĆ,M,11,SAMOSTALNA LIBERALNA STRANKA,,35
MILOŠ PEROVIĆ,M,12,GRAĐANSKA INICIJATIVA SRPSKA LISTA,,11129
MIMOZA IBISHI,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,2776
MIMOZA KUSARI LILA,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,20550
MIRADIJE BEKOLLI,F,18,PARTIA DEMOKRATIKE E UNITETIT,,32
MIRALEM JAKUPI,M,22,NOVA DEMOKRATSKA STRANKA,,89
MIRANDA SHERIFI,F,19,FJALA,,20
MIRDITA GASHI,F,19,FJALA,,36
MIRJANA JEVTIĆ,F,17,PARTIJA KOSOVSKIH SRBA-AKTIVNA GRAĐANSKA INICIJATIVA,,1361
MIRJETA GECAJ,F,14,PARTIA LIBERALE EGJIPTIANE,,31
MIRJETA KALLUDRA,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,5677
MIRKO POPOVIĆ,M,11,SAMOSTALNA LIBERALNA STRANKA,,391
MIRLINDA HOTI,F,14,PARTIA LIBERALE EGJIPTIANE,,55
MIRLINDA SOPI,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,2975
MIRLINDË GASHI,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,3256
MIROSLAV RISTIĆ,M,11,SAMOSTALNA LIBERALNA STRANKA,,165
MIROSLAV ŽIVKOVIC,M,17,PARTIJA KOSOVSKIH SRBA-AKTIVNA GRAĐANSKA INICIJATIVA,,115
MIRSAD SHKRETA,M,25,Lëvizja VETËVENDOSJE!,,3387
MIRSIJE BEKERI,F,18,PARTIA DEMOKRATIKE E UNITETIT,,3
MLADEN STANKOVIC,M,11,SAMOSTALNA LIBERALNA STRANKA,,779
MOAMER ALAKSA,M,19,FJALA,,161
MUAMER JAKUPI,M,19,FJALA,,185
MUFERA SRBICA ŞINIK,F,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,2580
MUHAMET BERISHA,M,14,PARTIA LIBERALE EGJIPTIANE,,30
MUHAMET BOJNIKU,M,19,FJALA,,58
MUHAMET LATIFI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,5304
MUHAMET MUSTAFA,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,4603
MUHARREM IBRAHIMI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,3746
MUHARREM KUÇI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,2651
MUHARREM MUSLIU,M,19,FJALA,,151
MUHARREM NITAJ,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,8982
MUHARREM PRIZRENI,M,10,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,66
MUHARREM XHEMAJLI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,5474
MUHMIN AMETI,M,22,NOVA DEMOKRATSKA STRANKA,,67
MUNEZER KUKA,M,1,JEDINSTVENA GORANSKA PARTIJA,,274
MÜRSEL MAZREK,M,23,KOSOVA TÜRK ADALET PARTISI,,429
MURSELJ HALJILJI,M,5,GRAĐANSKA INICIJATIVA GORE,,301
MUSA HALILAJ,M,19,FJALA,,244
MUSA KRASNIQI,M,19,FJALA,,387
MUSA MUSTAFA,M,14,PARTIA LIBERALE EGJIPTIANE,,59
MUSTAFA AJDARI,M,22,NOVA DEMOKRATSKA STRANKA,,31
MUSTAFË MYRTAJ,M,14,PARTIA LIBERALE EGJIPTIANE,,715
MYTAHER HASKUKA,M,25,Lëvizja VETËVENDOSJE!,,7433
MYZEJENE SELMANI,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,1781
NADA BRKLJAČ,F,11,SAMOSTALNA LIBERALNA STRANKA,,58
NAIM BAZAJ,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,6482
NAIM FETAHU,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,7047
NAIM SAHITI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,3911
NAIT HASANI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,9578
NASER KONGJELI,M,14,PARTIA LIBERALE EGJIPTIANE,,53
NASER META,M,22,NOVA DEMOKRATSKA STRANKA,,434
NASER OSMANI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,7350
NASER RUGOVA,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,7515
NASIR RRAHMANI,M,19,FJALA,,92
NAZLIE BALA,F,25,Lëvizja VETËVENDOSJE!,,3939
NAZMIJE RAMADANI,F,9,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,14
NAZMIJE SOPJANI,F,19,FJALA,,29
NEBAHATE KRASNIQI,F,19,FJALA,,75
NEBOJŠA JAKOVLJEVIĆ,M,11,SAMOSTALNA LIBERALNA STRANKA,,461
NEBOJŠA RAŠIĆ,M,8,PROGRESIVNA DEMOKRATSKA STRANKA,,189
NEBOJŠA RAŠIĆ,M,11,SAMOSTALNA LIBERALNA STRANKA,,280
NEDŽAD MUMINOVIĆ,M,24,KOALICIJA SDA,,25
NEDŽAD UGLJANIN,M,20,KOALICIJA VAKAT,,117
NEHAT BERISHA,M,19,FJALA,,38
NEHAT EMRULLAHU,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,857
NENAD RAŠIĆ,M,8,PROGRESIVNA DEMOKRATSKA STRANKA,,1244
NERMINA ALITI,F,22,NOVA DEMOKRATSKA STRANKA,,181
NESHAD ASLLANI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,1444
NEVZAD ISUFI,M,25,Lëvizja VETËVENDOSJE!,,4261
NEXHAT KRYEZIU,M,25,Lëvizja VETËVENDOSJE!,,3976
NEXHAT RAMADANI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,5075
NEXHMEDIN BALIJA,M,18,PARTIA DEMOKRATIKE E UNITETIT,,21
NEXHMEDIN RAMADANI,M,19,FJALA,,1566
NEZIR ÇOÇAJ,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,10321
NIHAT HABIBOVIQ,M,24,KOALICIJA SDA,,23
NIJAZI KRYEZIU,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,5922
NINOSLAV ALEKSIĆ,M,13,NAPREDNA SNAGA KOSOVA,,56
NJOMZA EMINI,F,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,1821
NORA ALSHIQI,F,19,FJALA,,46
NUHIJA TAIROVCI,M,20,KOALICIJA VAKAT,,438
NUMAN BALIĆ,M,24,KOALICIJA SDA,,974
NUREDIN BEKA,M,19,FJALA,,369
NUREDIN IBISHI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,3265
NUSRET HOXHA,M,1,JEDINSTVENA GORANSKA PARTIJA,,114
NYSTRET PRETENI,M,19,FJALA,,250
OMER DACIĆ,M,20,KOALICIJA VAKAT,,208
ORAN LOPAR,M,16,KOSOVA DEMOKRATİK TÜRK PARTİSİ,,2364
ORUČ KARADOLAMI,M,22,NOVA DEMOKRATSKA STRANKA,,311
OSMAN CUCOVIĆ,M,20,KOALICIJA VAKAT,,294
PAL LEKAJ,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,10282
PËRPARIM LUBISHTANI,M,19,FJALA,,91
PRANVERA GASHI,F,19,FJALA,,189
QAZIM GUSHANI,M,15,KOSOVAKI  NEVI  ROMANI  PARTIA,,60
QAZIM RAHMANI,M,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,528
QELO NEZIRI,M,14,PARTIA LIBERALE EGJIPTIANE,,151
QENDRESA HELSHANI,F,18,PARTIA DEMOKRATIKE E UNITETIT,,17
QËNDRON KASTRATI,M,25,Lëvizja VETËVENDOSJE!,,6947
RADISAV UGRINOVIĆ,M,21,GI. ZA PROSPERITET KOSOVA,,14
RAFET KOJIĆ,M,24,KOALICIJA SDA,,37
RAFET KRASNIQI,M,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,89
RAFET RAMA,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,8821
RAFIT KURTIŠI,M,20,KOALICIJA VAKAT,,268
RAHIM BAJRAMI,M,22,NOVA DEMOKRATSKA STRANKA,,99
RAHIME BEHRAMI,F,19,FJALA,,35
RAMADAN BEQIRI,M,25,Lëvizja VETËVENDOSJE!,,851
RAMADAN KADRIU,M,19,FJALA,,41
RAMADAN REXHEPI,M,14,PARTIA LIBERALE EGJIPTIANE,,15
RAMADAN ZEKA,M,19,FJALA,,59
RAMČE KASI,M,20,KOALICIJA VAKAT,,128
RAMEL ALJIMI,M,22,NOVA DEMOKRATSKA STRANKA,,215
RAMIZ KELMENDI,M,6,LIDHJA DEMOKRATIKE E KOSOVËS ALEANCA KOSOVA E RE,,10457
RAMIZ ZIZAKU,M,10,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,114
RAMUSH AGUSHI,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,8165
RAMUSH HARADINAJ,M,2,Partia Demokratike e Kosovës Aleanca për Ardhmërinë e Kosovës Nisma për Kosovën Partia e Drejtësisë Lëvizja për Bashkim Partia Shqiptare Demokristiane e Kosovës Partia Konservatore e Kosovës Alternativa Demokratike e Kosovës Republikanët e Kosovës Partia e Ballit Partia Socialdemokrate Balli Kombëtar i Kosovës,,102127
RASHIT GASHI,M,25,Lëvizja VETËVENDOSJE!,,1599
RASIM DEMIRI,M,20,KOALICIJA VAKAT,,2775
RASIM KRASNIQ,M,26,PARTIA ROME E BASHKUAR E KOSOVËS,,149
