id,Polling Center,Polling Station,Candidate,Party_ID,Party,Acronym,Votes,Municipality
11,1104B,1104B/08D,MEHMET MEHMETI,30,ALTERNATIVA,,1,Mitrovicë
11,1104B,1104B/07R,MEHMET MEHMETI,30,ALTERNATIVA,,0,Mitrovicë
11,1104B,1104B/03R,VALDETE IDRIZI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,142,Mitrovicë
11,1104B,1104B/06R,QAZIM SHALA,31,NISMA - NISMA PËR KOSOVËN,,6,Mitrovicë
11,1104B,1104B/08D,FISNIK GJINAJ,56,FISNIK GJINAJ,,6,Mitrovicë
11,1104B,1104B/06R,FISNIK GJINAJ,56,FISNIK GJINAJ,,2,Mitrovicë
11,1104B,1104B/06R,SAFET KAMBERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,110,Mitrovicë
11,1104B,1104B/02R,FISNIK GJINAJ,56,FISNIK GJINAJ,,4,Mitrovicë
11,1104B,1104B/02R,ESAT PECI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,5,Mitrovicë
11,1104B,1104B/06R,MEHMET MEHMETI,30,ALTERNATIVA,,3,Mitrovicë
11,1104B,1104B/04R,FISNIK GJINAJ,56,FISNIK GJINAJ,,8,Mitrovicë
11,1104B,1104B/04R,VALDETE IDRIZI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,85,Mitrovicë
11,1104B,1104B/01R,VALDETE IDRIZI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,107,Mitrovicë
11,1104B,1104B/07R,VALDETE IDRIZI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,99,Mitrovicë
11,1104B,1104B/02R,NYSTRET PRETENI,46,FJALA,,5,Mitrovicë
11,1104B,1104B/06R,NYSTRET PRETENI,46,FJALA,,5,Mitrovicë
11,1104B,1104B/07R,FISNIK GJINAJ,56,FISNIK GJINAJ,,1,Mitrovicë
11,1104B,1104B/08D,ESAT PECI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,12,Mitrovicë
11,1104B,1104B/04R,ESAT PECI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,5,Mitrovicë
11,1104B,1104B/03R,FISNIK GJINAJ,56,FISNIK GJINAJ,,1,Mitrovicë
11,1104B,1104B/02R,AGIM BAHTIRI,34,AKR - ALEANCA KOSOVA E RE,,71,Mitrovicë
11,1104B,1104B/03R,QAZIM SHALA,31,NISMA - NISMA PËR KOSOVËN,,1,Mitrovicë
11,1104B,1104B/07R,SAFET KAMBERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,78,Mitrovicë
11,1104B,1104B/08D,FEHMI FERATI,10,LËVIZJA VETËVENDOSJE!,,48,Mitrovicë
11,1104B,1104B/02R,SAFET KAMBERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,89,Mitrovicë
11,1104B,1104B/07R,NYSTRET PRETENI,46,FJALA,,2,Mitrovicë
11,1104B,1104B/02R,BASRI BRAHIMI,14,BASRI BRAHIMI,,3,Mitrovicë
11,1104B,1104B/01R,FISNIK GJINAJ,56,FISNIK GJINAJ,,1,Mitrovicë
11,1104B,1104B/03R,ESAT PECI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,4,Mitrovicë
11,1104B,1104B/02R,QAZIM SHALA,31,NISMA - NISMA PËR KOSOVËN,,4,Mitrovicë
11,1104B,1104B/04R,BASRI BRAHIMI,14,BASRI BRAHIMI,,3,Mitrovicë
11,1104B,1104B/07R,AGIM BAHTIRI,34,AKR - ALEANCA KOSOVA E RE,,82,Mitrovicë
11,1104B,1104B/07R,QAZIM SHALA,31,NISMA - NISMA PËR KOSOVËN,,3,Mitrovicë
11,1104B,1104B/08D,SAFET KAMBERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,62,Mitrovicë
11,1104B,1104B/03R,AGIM BAHTIRI,34,AKR - ALEANCA KOSOVA E RE,,99,Mitrovicë
11,1104B,1104B/01R,SAFET KAMBERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,82,Mitrovicë
11,1104B,1104B/04R,AGIM BAHTIRI,34,AKR - ALEANCA KOSOVA E RE,,86,Mitrovicë
11,1104B,1104B/07R,ESAT PECI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,3,Mitrovicë
11,1104B,1104B/02R,MEHMET MEHMETI,30,ALTERNATIVA,,2,Mitrovicë
11,1104B,1104B/08D,AGIM BAHTIRI,34,AKR - ALEANCA KOSOVA E RE,,67,Mitrovicë
11,1104B,1104B/08D,QAZIM SHALA,31,NISMA - NISMA PËR KOSOVËN,,4,Mitrovicë
11,1104B,1104B/08D,NYSTRET PRETENI,46,FJALA,,1,Mitrovicë
11,1104B,1104B/03R,SAFET KAMBERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,81,Mitrovicë
11,1104B,1104B/04R,SAFET KAMBERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,92,Mitrovicë
11,1104B,1104B/01R,ESAT PECI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,10,Mitrovicë
11,1104B,1104B/04R,MEHMET MEHMETI,30,ALTERNATIVA,,4,Mitrovicë
11,1104B,1104B/06R,BASRI BRAHIMI,14,BASRI BRAHIMI,,7,Mitrovicë
11,1104B,1104B/03R,NYSTRET PRETENI,46,FJALA,,0,Mitrovicë
11,1104B,1104B/05R,AGIM BAHTIRI,34,AKR - ALEANCA KOSOVA E RE,,117,Mitrovicë
11,1104B,1104B/05R,VALDETE IDRIZI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,115,Mitrovicë
11,1104B,1104B/05R,QAZIM SHALA,31,NISMA - NISMA PËR KOSOVËN,,3,Mitrovicë
11,1104B,1104B/04R,NYSTRET PRETENI,46,FJALA,,2,Mitrovicë
11,1104B,1104B/06R,FEHMI FERATI,10,LËVIZJA VETËVENDOSJE!,,60,Mitrovicë
11,1104B,1104B/05R,FISNIK GJINAJ,56,FISNIK GJINAJ,,6,Mitrovicë
11,1104B,1104B/04R,QAZIM SHALA,31,NISMA - NISMA PËR KOSOVËN,,5,Mitrovicë
11,1104B,1104B/05R,FEHMI FERATI,10,LËVIZJA VETËVENDOSJE!,,79,Mitrovicë
11,1104B,1104B/01R,QAZIM SHALA,31,NISMA - NISMA PËR KOSOVËN,,1,Mitrovicë
11,1104B,1104B/01R,NYSTRET PRETENI,46,FJALA,,10,Mitrovicë
11,1104B,1104B/05R,ESAT PECI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,3,Mitrovicë
11,1104B,1104B/01R,AGIM BAHTIRI,34,AKR - ALEANCA KOSOVA E RE,,81,Mitrovicë
11,1104B,1104B/05R,NYSTRET PRETENI,46,FJALA,,6,Mitrovicë
11,1104B,1104B/05R,BASRI BRAHIMI,14,BASRI BRAHIMI,,3,Mitrovicë
11,1104B,1104B/05R,SAFET KAMBERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,74,Mitrovicë
11,1104B,1104B/01R,MEHMET MEHMETI,30,ALTERNATIVA,,1,Mitrovicë
11,1104B,1104B/01R,BASRI BRAHIMI,14,BASRI BRAHIMI,,9,Mitrovicë
11,1104B,1104B/08D,VALDETE IDRIZI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,119,Mitrovicë
11,1104B,1104B/05R,MEHMET MEHMETI,30,ALTERNATIVA,,13,Mitrovicë
11,1104B,1104B/01R,FEHMI FERATI,10,LËVIZJA VETËVENDOSJE!,,81,Mitrovicë
11,1105B,1105B/03R,BASRI BRAHIMI,14,BASRI BRAHIMI,,2,Mitrovicë
11,1105B,1105B/04R,BASRI BRAHIMI,14,BASRI BRAHIMI,,3,Mitrovicë
11,1105B,1105B/02R,MEHMET MEHMETI,30,ALTERNATIVA,,3,Mitrovicë
11,1105B,1105B/03R,FEHMI FERATI,10,LËVIZJA VETËVENDOSJE!,,76,Mitrovicë
11,1105B,1105B/06D,VALDETE IDRIZI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,71,Mitrovicë
11,1105B,1105B/02R,FISNIK GJINAJ,56,FISNIK GJINAJ,,0,Mitrovicë
11,1105B,1105B/02R,AGIM BAHTIRI,34,AKR - ALEANCA KOSOVA E RE,,79,Mitrovicë
11,1105B,1105B/02R,BASRI BRAHIMI,14,BASRI BRAHIMI,,0,Mitrovicë
11,1105B,1105B/06D,FISNIK GJINAJ,56,FISNIK GJINAJ,,2,Mitrovicë
11,1105B,1105B/04R,FEHMI FERATI,10,LËVIZJA VETËVENDOSJE!,,42,Mitrovicë
11,1105B,1105B/04R,MEHMET MEHMETI,30,ALTERNATIVA,,1,Mitrovicë
11,1105B,1105B/06D,BASRI BRAHIMI,14,BASRI BRAHIMI,,3,Mitrovicë
11,1105B,1105B/01R,VALDETE IDRIZI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,149,Mitrovicë
11,1105B,1105B/02R,VALDETE IDRIZI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,135,Mitrovicë
11,1105B,1105B/04R,QAZIM SHALA,31,NISMA - NISMA PËR KOSOVËN,,6,Mitrovicë
11,1105B,1105B/02R,NYSTRET PRETENI,46,FJALA,,2,Mitrovicë
11,1105B,1105B/04R,SAFET KAMBERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,46,Mitrovicë
11,1105B,1105B/06D,ESAT PECI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,8,Mitrovicë
11,1105B,1105B/02R,ESAT PECI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,2,Mitrovicë
11,1105B,1105B/06D,NYSTRET PRETENI,46,FJALA,,0,Mitrovicë
11,1105B,1105B/06D,MEHMET MEHMETI,30,ALTERNATIVA,,1,Mitrovicë
11,1105B,1105B/01R,FISNIK GJINAJ,56,FISNIK GJINAJ,,0,Mitrovicë
11,1105B,1105B/06D,SAFET KAMBERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,32,Mitrovicë
11,1105B,1105B/02R,FEHMI FERATI,10,LËVIZJA VETËVENDOSJE!,,68,Mitrovicë
11,1105B,1105B/03R,MEHMET MEHMETI,30,ALTERNATIVA,,0,Mitrovicë
11,1105B,1105B/05R,FISNIK GJINAJ,56,FISNIK GJINAJ,,0,Mitrovicë
11,1105B,1105B/05R,ESAT PECI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,6,Mitrovicë
11,1105B,1105B/03R,VALDETE IDRIZI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,110,Mitrovicë
11,1105B,1105B/06D,AGIM BAHTIRI,34,AKR - ALEANCA KOSOVA E RE,,85,Mitrovicë
11,1105B,1105B/02R,QAZIM SHALA,31,NISMA - NISMA PËR KOSOVËN,,1,Mitrovicë
11,1105B,1105B/05R,AGIM BAHTIRI,34,AKR - ALEANCA KOSOVA E RE,,87,Mitrovicë
11,1105B,1105B/03R,FISNIK GJINAJ,56,FISNIK GJINAJ,,0,Mitrovicë
11,1105B,1105B/01R,SAFET KAMBERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,37,Mitrovicë
11,1105B,1105B/04R,AGIM BAHTIRI,34,AKR - ALEANCA KOSOVA E RE,,116,Mitrovicë
11,1105B,1105B/06D,FEHMI FERATI,10,LËVIZJA VETËVENDOSJE!,,43,Mitrovicë
11,1105B,1105B/03R,QAZIM SHALA,31,NISMA - NISMA PËR KOSOVËN,,3,Mitrovicë
11,1105B,1105B/02R,SAFET KAMBERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,41,Mitrovicë
11,1105B,1105B/06D,QAZIM SHALA,31,NISMA - NISMA PËR KOSOVËN,,2,Mitrovicë
11,1105B,1105B/03R,SAFET KAMBERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,55,Mitrovicë
11,1105B,1105B/05R,BASRI BRAHIMI,14,BASRI BRAHIMI,,2,Mitrovicë
11,1105B,1105B/01R,BASRI BRAHIMI,14,BASRI BRAHIMI,,3,Mitrovicë
11,1105B,1105B/01R,ESAT PECI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,3,Mitrovicë
11,1105B,1105B/05R,SAFET KAMBERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,59,Mitrovicë
11,1105B,1105B/05R,VALDETE IDRIZI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,116,Mitrovicë
11,1105B,1105B/05R,QAZIM SHALA,31,NISMA - NISMA PËR KOSOVËN,,7,Mitrovicë
11,1105B,1105B/03R,ESAT PECI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,4,Mitrovicë
11,1105B,1105B/04R,VALDETE IDRIZI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,123,Mitrovicë
11,1105B,1105B/03R,NYSTRET PRETENI,46,FJALA,,2,Mitrovicë
11,1105B,1105B/01R,NYSTRET PRETENI,46,FJALA,,0,Mitrovicë
11,1105B,1105B/04R,NYSTRET PRETENI,46,FJALA,,0,Mitrovicë
11,1105B,1105B/05R,NYSTRET PRETENI,46,FJALA,,0,Mitrovicë
11,1105B,1105B/04R,FISNIK GJINAJ,56,FISNIK GJINAJ,,0,Mitrovicë
11,1105B,1105B/03R,AGIM BAHTIRI,34,AKR - ALEANCA KOSOVA E RE,,92,Mitrovicë
11,1105B,1105B/01R,FEHMI FERATI,10,LËVIZJA VETËVENDOSJE!,,41,Mitrovicë
11,1105B,1105B/01R,MEHMET MEHMETI,30,ALTERNATIVA,,1,Mitrovicë
11,1105B,1105B/01R,AGIM BAHTIRI,34,AKR - ALEANCA KOSOVA E RE,,66,Mitrovicë
11,1105B,1105B/01R,QAZIM SHALA,31,NISMA - NISMA PËR KOSOVËN,,6,Mitrovicë
11,1105B,1105B/05R,MEHMET MEHMETI,30,ALTERNATIVA,,1,Mitrovicë
11,1105B,1105B/04R,ESAT PECI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,13,Mitrovicë
11,1105B,1105B/05R,FEHMI FERATI,10,LËVIZJA VETËVENDOSJE!,,73,Mitrovicë
11,1106B,1106B/01D,BASRI BRAHIMI,14,BASRI BRAHIMI,,3,Mitrovicë
11,1106B,1106B/01D,VALDETE IDRIZI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,91,Mitrovicë
11,1106B,1106B/01D,MEHMET MEHMETI,30,ALTERNATIVA,,2,Mitrovicë
11,1106B,1106B/01D,FEHMI FERATI,10,LËVIZJA VETËVENDOSJE!,,57,Mitrovicë
11,1106B,1106B/01D,SAFET KAMBERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,74,Mitrovicë
11,1106B,1106B/01D,AGIM BAHTIRI,34,AKR - ALEANCA KOSOVA E RE,,161,Mitrovicë
11,1106B,1106B/01D,FISNIK GJINAJ,56,FISNIK GJINAJ,,4,Mitrovicë
11,1106B,1106B/01D,NYSTRET PRETENI,46,FJALA,,1,Mitrovicë
11,1106B,1106B/01D,ESAT PECI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,29,Mitrovicë
11,1106B,1106B/01D,QAZIM SHALA,31,NISMA - NISMA PËR KOSOVËN,,4,Mitrovicë
11,1109B,1109B/02R,QAZIM SHALA,31,NISMA - NISMA PËR KOSOVËN,,3,Mitrovicë
11,1109B,1109B/04D,BASRI BRAHIMI,14,BASRI BRAHIMI,,6,Mitrovicë
11,1109B,1109B/04D,QAZIM SHALA,31,NISMA - NISMA PËR KOSOVËN,,2,Mitrovicë
11,1109B,1109B/04D,MEHMET MEHMETI,30,ALTERNATIVA,,1,Mitrovicë
11,1109B,1109B/03R,ESAT PECI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,4,Mitrovicë
11,1109B,1109B/02R,FEHMI FERATI,10,LËVIZJA VETËVENDOSJE!,,49,Mitrovicë
