id,Polling Center,Candidate,Party_ID,Party,Acronym,Votes,Municipality
14,1415D,RAMUSH MEHMETI,34,AKR - ALEANCA KOSOVA E RE,,16,Novobërdë
14,1415D,SVETISLAV IVANOVIĆ,29,SRPSKA LISTA,,944,Novobërdë
14,1416D,AVDULLA GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,0,Novobërdë
14,1416D,BAJRUSH YMERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,4,Novobërdë
14,1416D,FADIL GËRBESHI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,0,Novobërdë
14,1416D,RAMUSH MEHMETI,34,AKR - ALEANCA KOSOVA E RE,,0,Novobërdë
14,1416D,SVETISLAV IVANOVIĆ,29,SRPSKA LISTA,,43,Novobërdë
14,1417D,AVDULLA GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,0,Novobërdë
14,1417D,BAJRUSH YMERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,5,Novobërdë
14,1417D,FADIL GËRBESHI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,0,Novobërdë
14,1417D,RAMUSH MEHMETI,34,AKR - ALEANCA KOSOVA E RE,,0,Novobërdë
14,1417D,SVETISLAV IVANOVIĆ,29,SRPSKA LISTA,,65,Novobërdë
14,1418D,AVDULLA GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,0,Novobërdë
14,1418D,BAJRUSH YMERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,2,Novobërdë
14,1418D,FADIL GËRBESHI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,0,Novobërdë
14,1418D,RAMUSH MEHMETI,34,AKR - ALEANCA KOSOVA E RE,,1,Novobërdë
14,1418D,SVETISLAV IVANOVIĆ,29,SRPSKA LISTA,,159,Novobërdë
14,1419D,AVDULLA GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,3,Novobërdë
14,1419D,BAJRUSH YMERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,32,Novobërdë
14,1419D,FADIL GËRBESHI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,13,Novobërdë
14,1419D,RAMUSH MEHMETI,34,AKR - ALEANCA KOSOVA E RE,,1,Novobërdë
14,1419D,SVETISLAV IVANOVIĆ,29,SRPSKA LISTA,,0,Novobërdë
14,1420D,AVDULLA GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,3,Novobërdë
14,1420D,BAJRUSH YMERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,77,Novobërdë
14,1420D,FADIL GËRBESHI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,5,Novobërdë
14,1420D,RAMUSH MEHMETI,34,AKR - ALEANCA KOSOVA E RE,,22,Novobërdë
14,1420D,SVETISLAV IVANOVIĆ,29,SRPSKA LISTA,,37,Novobërdë
14,BM014,AVDULLA GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,0,Novobërdë
14,BM014,BAJRUSH YMERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,10,Novobërdë
14,BM014,FADIL GËRBESHI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,0,Novobërdë
14,BM014,RAMUSH MEHMETI,34,AKR - ALEANCA KOSOVA E RE,,0,Novobërdë
14,BM014,SVETISLAV IVANOVIĆ,29,SRPSKA LISTA,,96,Novobërdë
14,CB114,AVDULLA GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,0,Novobërdë
14,CB114,BAJRUSH YMERI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,6,Novobërdë
14,CB114,FADIL GËRBESHI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,1,Novobërdë
14,CB114,RAMUSH MEHMETI,34,AKR - ALEANCA KOSOVA E RE,,0,Novobërdë
14,CB114,SVETISLAV IVANOVIĆ,29,SRPSKA LISTA,,22,Novobërdë
15,1501E,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,274,Obiliq
15,1501E,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,1005,Obiliq
15,1501E,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,49,Obiliq
15,1501E,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,495,Obiliq
15,1501E,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,101,Obiliq
15,1501E,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,1871,Obiliq
15,1502E,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,111,Obiliq
15,1502E,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,325,Obiliq
15,1502E,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,15,Obiliq
15,1502E,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,168,Obiliq
15,1502E,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,6,Obiliq
15,1502E,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,547,Obiliq
15,1503E,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,75,Obiliq
15,1503E,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,227,Obiliq
15,1503E,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,18,Obiliq
15,1503E,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,135,Obiliq
15,1503E,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,11,Obiliq
15,1503E,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,395,Obiliq
15,1504E,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,51,Obiliq
15,1504E,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,114,Obiliq
15,1504E,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,2,Obiliq
15,1504E,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,43,Obiliq
15,1504E,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,7,Obiliq
15,1504E,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,213,Obiliq
15,1505E,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,44,Obiliq
15,1505E,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,241,Obiliq
15,1505E,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,53,Obiliq
15,1505E,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,56,Obiliq
15,1505E,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,10,Obiliq
15,1505E,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,238,Obiliq
15,1507E,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,13,Obiliq
15,1507E,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,51,Obiliq
15,1507E,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,12,Obiliq
15,1507E,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,115,Obiliq
15,1507E,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,7,Obiliq
15,1507E,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,115,Obiliq
15,1508E,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,26,Obiliq
15,1508E,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,229,Obiliq
15,1508E,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,9,Obiliq
15,1508E,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,55,Obiliq
15,1508E,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,2,Obiliq
15,1508E,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,148,Obiliq
15,1509E,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,3,Obiliq
15,1509E,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,33,Obiliq
15,1509E,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,1,Obiliq
15,1509E,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,11,Obiliq
15,1509E,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,2,Obiliq
15,1509E,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,66,Obiliq
15,1510E,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,127,Obiliq
15,1510E,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,192,Obiliq
15,1510E,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,2,Obiliq
15,1510E,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,22,Obiliq
15,1510E,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,5,Obiliq
15,1510E,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,342,Obiliq
15,1511E,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,2,Obiliq
15,1511E,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,29,Obiliq
15,1511E,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,5,Obiliq
15,1511E,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,28,Obiliq
15,1511E,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,5,Obiliq
15,1511E,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,31,Obiliq
15,1512E,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,11,Obiliq
15,1512E,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,268,Obiliq
15,1512E,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,21,Obiliq
15,1512E,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,67,Obiliq
15,1512E,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,33,Obiliq
15,1512E,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,282,Obiliq
15,1513E,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,52,Obiliq
15,1513E,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,98,Obiliq
15,1513E,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,13,Obiliq
15,1513E,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,49,Obiliq
15,1513E,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,6,Obiliq
15,1513E,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,364,Obiliq
15,1514E,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,0,Obiliq
15,1514E,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,19,Obiliq
15,1514E,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,4,Obiliq
15,1514E,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,1,Obiliq
15,1514E,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,1,Obiliq
15,1514E,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,13,Obiliq
15,1515E,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,2,Obiliq
15,1515E,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,0,Obiliq
15,1515E,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,0,Obiliq
15,1515E,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,1,Obiliq
15,1515E,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,0,Obiliq
15,1515E,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,2,Obiliq
15,1519E,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,35,Obiliq
15,1519E,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,125,Obiliq
15,1519E,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,1,Obiliq
15,1519E,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,24,Obiliq
15,1519E,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,7,Obiliq
15,1519E,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,535,Obiliq
15,1520E,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,66,Obiliq
15,1520E,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,216,Obiliq
15,1520E,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,15,Obiliq
15,1520E,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,21,Obiliq
15,1520E,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,17,Obiliq
15,1520E,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,453,Obiliq
15,1521E,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,30,Obiliq
15,1521E,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,51,Obiliq
15,1521E,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,10,Obiliq
15,1521E,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,164,Obiliq
15,1521E,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,9,Obiliq
15,1521E,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,189,Obiliq
15,BM015,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,13,Obiliq
15,BM015,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,3,Obiliq
15,BM015,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,0,Obiliq
15,BM015,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,0,Obiliq
15,BM015,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,0,Obiliq
15,BM015,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,0,Obiliq
15,CB115,AZIZ BICI,10,LËVIZJA VETËVENDOSJE!,,10,Obiliq
15,CB115,MEHMET KRASNIQI,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,18,Obiliq
15,CB115,MEXHID KRASNIQI,31,NISMA - NISMA PËR KOSOVËN,,4,Obiliq
15,CB115,NYSRET KELMENDI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,11,Obiliq
15,CB115,SHEMSEDIN HASHANI,34,AKR - ALEANCA KOSOVA E RE,,2,Obiliq
15,CB115,XHAFER GASHI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,33,Obiliq
16,1601A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,19,Rahovec
16,1601A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,257,Rahovec
16,1601A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,814,Rahovec
16,1601A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,511,Rahovec
16,1601A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,585,Rahovec
16,1602A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,8,Rahovec
16,1602A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,106,Rahovec
16,1602A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,383,Rahovec
16,1602A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,298,Rahovec
16,1602A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,289,Rahovec
16,1602X,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,7,Rahovec
16,1602X,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,84,Rahovec
16,1602X,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,275,Rahovec
16,1602X,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,216,Rahovec
16,1602X,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,221,Rahovec
16,1603A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,3,Rahovec
16,1603A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,70,Rahovec
16,1603A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,71,Rahovec
16,1603A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,92,Rahovec
16,1603A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,27,Rahovec
16,1604A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,0,Rahovec
16,1604A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,43,Rahovec
16,1604A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,61,Rahovec
16,1604A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,105,Rahovec
16,1604A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,32,Rahovec
16,1605A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,1,Rahovec
16,1605A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,7,Rahovec
16,1605A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,187,Rahovec
16,1605A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,28,Rahovec
16,1605A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,11,Rahovec
16,1606A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,1,Rahovec
16,1606A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,138,Rahovec
16,1606A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,98,Rahovec
16,1606A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,110,Rahovec
16,1606A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,13,Rahovec
16,1607A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,0,Rahovec
16,1607A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,105,Rahovec
16,1607A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,190,Rahovec
16,1607A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,137,Rahovec
16,1607A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,26,Rahovec
16,1608A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,139,Rahovec
16,1608A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,384,Rahovec
16,1608A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,492,Rahovec
16,1608A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,603,Rahovec
16,1608A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,151,Rahovec
16,1609A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,4,Rahovec
16,1609A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,212,Rahovec
16,1609A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,327,Rahovec
16,1609A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,234,Rahovec
16,1609A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,124,Rahovec
16,1610A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,11,Rahovec
16,1610A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,735,Rahovec
16,1610A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,262,Rahovec
16,1610A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,181,Rahovec
16,1610A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,57,Rahovec
16,1611A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,0,Rahovec
16,1611A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,56,Rahovec
16,1611A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,179,Rahovec
16,1611A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,116,Rahovec
16,1611A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,29,Rahovec
16,1612A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,8,Rahovec
16,1612A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,313,Rahovec
16,1612A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,186,Rahovec
16,1612A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,1123,Rahovec
16,1612A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,79,Rahovec
16,1619A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,2,Rahovec
16,1619A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,13,Rahovec
16,1619A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,23,Rahovec
16,1619A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,11,Rahovec
16,1619A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,10,Rahovec
16,1620A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,5,Rahovec
16,1620A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,19,Rahovec
16,1620A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,37,Rahovec
16,1620A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,120,Rahovec
16,1620A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,14,Rahovec
16,1621A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,5,Rahovec
16,1621A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,120,Rahovec
16,1621A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,244,Rahovec
16,1621A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,413,Rahovec
16,1621A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,141,Rahovec
16,1622A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,6,Rahovec
16,1622A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,180,Rahovec
16,1622A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,150,Rahovec
16,1622A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,271,Rahovec
16,1622A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,156,Rahovec
16,1623A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,0,Rahovec
16,1623A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,116,Rahovec
16,1623A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,150,Rahovec
16,1623A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,250,Rahovec
16,1623A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,51,Rahovec
16,1624A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,8,Rahovec
16,1624A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,297,Rahovec
16,1624A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,266,Rahovec
16,1624A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,399,Rahovec
16,1624A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,126,Rahovec
16,1625A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,1,Rahovec
16,1625A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,132,Rahovec
16,1625A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,171,Rahovec
16,1625A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,405,Rahovec
16,1625A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,43,Rahovec
16,1626A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,32,Rahovec
16,1626A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,188,Rahovec
16,1626A,IDRIZ VEHAPI,94,PDK - PARTIA DEMOKRATIKE E KOSOVËS,,866,Rahovec
16,1626A,SMAJL LATIFI,50,AAK - ALEANCA PËR ARDHMËRINË E KOSOVËS,,563,Rahovec
16,1626A,VISAR KORENICA,10,LËVIZJA VETËVENDOSJE!,,836,Rahovec
16,1627A,BESNIK HOTI,31,NISMA - NISMA PËR KOSOVËN,,6,Rahovec
16,1627A,IBRAHIM KRYEZIU,47,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,,173,Rahovec
