id,Polling Center,Polling Station,Party_ID,Party,Votes,Municipality
10,1006D,1006D/01D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,96,Kamenicë
10,1001X,1001X/05D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,128,Kamenicë
10,1030D,1030D/03D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,128,Kamenicë
10,1024D,1024D/02R,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,264,Kamenicë
10,1005D,1005D/02D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,82,Kamenicë
10,1016D,1016D/01D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,21,Kamenicë
10,1002D,1002D/01R,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,214,Kamenicë
10,1024D,1024D/01R,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,197,Kamenicë
10,1016D,1016D/01D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,177,Kamenicë
10,1005D,1005D/02D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,299,Kamenicë
10,1001X,1001X/04R,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,179,Kamenicë
10,1005D,1005D/01R,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,148,Kamenicë
10,1009D,1009D/03R,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,133,Kamenicë
10,1024D,1024D/03R,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,243,Kamenicë
10,1009D,1009D/02R,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,265,Kamenicë
10,1006D,1006D/01D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,91,Kamenicë
10,1023D,1023D/01D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,260,Kamenicë
10,1030D,1030D/02R,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,159,Kamenicë
10,1029D,1029D/02D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,25,Kamenicë
10,1010D,1010D/01D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,127,Kamenicë
10,1017D,1017D/01R,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,52,Kamenicë
10,1004D,1004D/01D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,191,Kamenicë
10,1026D,1026D/02R,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,98,Kamenicë
10,1001X,1001X/03R,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,252,Kamenicë
10,1008D,1008D/02D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,136,Kamenicë
10,1030D,1030D/03D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,201,Kamenicë
10,1013D,1013D/01D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,55,Kamenicë
10,1031D,1031D/01D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,177,Kamenicë
10,1001X,1001X/03R,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,149,Kamenicë
10,1004D,1004D/01D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,86,Kamenicë
