id,Polling Center,Party_ID,Party,Votes,Municipality
10,1001D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,923,Kamenicë
10,1001D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,1281,Kamenicë
10,1001X,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,727,Kamenicë
10,1001X,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,991,Kamenicë
10,1002D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,545,Kamenicë
10,1002D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,417,Kamenicë
10,1003D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,55,Kamenicë
10,1003D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,205,Kamenicë
10,1004D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,86,Kamenicë
10,1004D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,191,Kamenicë
10,1005D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,230,Kamenicë
10,1005D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,660,Kamenicë
10,1006D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,91,Kamenicë
10,1006D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,96,Kamenicë
10,1007D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,51,Kamenicë
10,1007D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,101,Kamenicë
10,1008D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,339,Kamenicë
10,1008D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,353,Kamenicë
10,1009D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,805,Kamenicë
10,1009D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,633,Kamenicë
10,1010D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,66,Kamenicë
10,1010D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,127,Kamenicë
10,1013D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,25,Kamenicë
10,1013D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,55,Kamenicë
10,1015D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,86,Kamenicë
10,1015D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,215,Kamenicë
10,1016D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,21,Kamenicë
10,1016D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,177,Kamenicë
10,1017D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,81,Kamenicë
10,1017D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,151,Kamenicë
10,1022D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,490,Kamenicë
10,1022D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,121,Kamenicë
10,1023D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,122,Kamenicë
10,1023D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,260,Kamenicë
10,1024D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,688,Kamenicë
10,1024D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,848,Kamenicë
10,1025D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,311,Kamenicë
10,1025D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,165,Kamenicë
10,1026D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,310,Kamenicë
10,1026D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,599,Kamenicë
10,1027D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,95,Kamenicë
10,1027D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,83,Kamenicë
10,1028D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,94,Kamenicë
10,1028D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,97,Kamenicë
10,1029D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,47,Kamenicë
10,1029D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,535,Kamenicë
10,1030D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,418,Kamenicë
10,1030D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,567,Kamenicë
10,1031D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,177,Kamenicë
10,1031D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,116,Kamenicë
10,1032D,78,LDK - LIDHJA DEMOKRATIKE E KOSOVËS,630,Kamenicë
10,1032D,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,145,Kamenicë
11,1102B,89,AKR - ALEANCA KOSOVA E RE,1518,Mitrovicë
11,1102B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,1705,Mitrovicë
11,1102X,89,AKR - ALEANCA KOSOVA E RE,1884,Mitrovicë
11,1102X,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,1859,Mitrovicë
11,1103B,89,AKR - ALEANCA KOSOVA E RE,905,Mitrovicë
11,1103B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,901,Mitrovicë
11,1103X,89,AKR - ALEANCA KOSOVA E RE,678,Mitrovicë
11,1103X,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,438,Mitrovicë
11,1104B,89,AKR - ALEANCA KOSOVA E RE,1441,Mitrovicë
11,1104B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,1427,Mitrovicë
11,1105B,89,AKR - ALEANCA KOSOVA E RE,964,Mitrovicë
11,1105B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,908,Mitrovicë
11,1109B,89,AKR - ALEANCA KOSOVA E RE,393,Mitrovicë
11,1109B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,460,Mitrovicë
11,1111B,89,AKR - ALEANCA KOSOVA E RE,735,Mitrovicë
11,1111B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,637,Mitrovicë
11,1112B,89,AKR - ALEANCA KOSOVA E RE,696,Mitrovicë
11,1112B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,451,Mitrovicë
11,1113B,89,AKR - ALEANCA KOSOVA E RE,223,Mitrovicë
11,1113B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,163,Mitrovicë
11,1114B,89,AKR - ALEANCA KOSOVA E RE,565,Mitrovicë
11,1114B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,149,Mitrovicë
11,1115B,89,AKR - ALEANCA KOSOVA E RE,210,Mitrovicë
11,1115B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,240,Mitrovicë
11,1116B,89,AKR - ALEANCA KOSOVA E RE,434,Mitrovicë
11,1116B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,228,Mitrovicë
11,1117B,89,AKR - ALEANCA KOSOVA E RE,274,Mitrovicë
11,1117B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,202,Mitrovicë
11,1118B,89,AKR - ALEANCA KOSOVA E RE,74,Mitrovicë
11,1118B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,71,Mitrovicë
11,1119B,89,AKR - ALEANCA KOSOVA E RE,0,Mitrovicë
11,1119B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,2,Mitrovicë
11,1120B,89,AKR - ALEANCA KOSOVA E RE,93,Mitrovicë
11,1120B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,70,Mitrovicë
11,1121B,89,AKR - ALEANCA KOSOVA E RE,202,Mitrovicë
11,1121B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,226,Mitrovicë
11,1122B,89,AKR - ALEANCA KOSOVA E RE,345,Mitrovicë
11,1122B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,193,Mitrovicë
11,1123B,89,AKR - ALEANCA KOSOVA E RE,5,Mitrovicë
11,1123B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,37,Mitrovicë
11,1124B,89,AKR - ALEANCA KOSOVA E RE,1,Mitrovicë
11,1124B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,35,Mitrovicë
11,1125B,89,AKR - ALEANCA KOSOVA E RE,38,Mitrovicë
11,1125B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,44,Mitrovicë
11,1126B,89,AKR - ALEANCA KOSOVA E RE,23,Mitrovicë
11,1126B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,42,Mitrovicë
11,1127B,89,AKR - ALEANCA KOSOVA E RE,69,Mitrovicë
11,1127B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,93,Mitrovicë
11,1128B,89,AKR - ALEANCA KOSOVA E RE,144,Mitrovicë
11,1128B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,154,Mitrovicë
11,1129B,89,AKR - ALEANCA KOSOVA E RE,110,Mitrovicë
11,1129B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,285,Mitrovicë
11,1130B,89,AKR - ALEANCA KOSOVA E RE,64,Mitrovicë
11,1130B,99,PDK - PARTIA DEMOKRATIKE E KOSOVËS,57,Mitrovicë
11,1132B,89,AKR - ALEANCA KOSOVA E RE,90,Mitrovicë
