id,Party_ID,Party,Votes,Municipality
15,55,POKRET ZA GORA,3,Obiliq
15,56,SAMOSTALNA LIBERALNA STRANKA,5,Obiliq
15,57,KOSOVA DEMOKRATIK TÜRK PARTISI,12,Obiliq
15,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,3041,Obiliq
15,31,PARTIA LIBERALE EGJIPTIANE,37,Obiliq
15,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,67,Obiliq
15,46,NOVA DEMOKRATSKA STRANKA,4,Obiliq
15,34,PARTIA ROME E BASHKUAR E KOSOVËS,29,Obiliq
15,35,LËVIZJA VETËVENDOSJE!,1157,Obiliq
15,36,KOALICIJA VAKAT,11,Obiliq
15,37,PARTIA E FORTË,14,Obiliq
15,38,SRPSKA LISTA,732,Obiliq
15,39,POKRET ZA DEMOKRATSKI PROSPERITET,19,Obiliq
15,40,ALEANCA KOSOVA E RE,342,Obiliq
15,41,SOCIJALDEMOKRATIJA,3,Obiliq
15,42,KOSOVAKI NEVI ROMANI PARTIA,9,Obiliq
15,43,BOŠNJAČKA JEDINSTVENA LISTA,2,Obiliq
15,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,1225,Obiliq
15,45,HASAN GASHI,11,Obiliq
15,50,STRANKA DEMOKRATSKE AKCIJE,2,Obiliq
15,47,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,5,Obiliq
15,48,KOALICIJA ZA GORA,2,Obiliq
15,49,PARTIA E ASHKALINJEVE PER INTEGRIM,11,Obiliq
16,31,PARTIA LIBERALE EGJIPTIANE,31,Rahovec
16,35,LËVIZJA VETËVENDOSJE!,1892,Rahovec
16,36,KOALICIJA VAKAT,55,Rahovec
16,37,PARTIA E FORTË,33,Rahovec
16,38,SRPSKA LISTA,286,Rahovec
16,39,POKRET ZA DEMOKRATSKI PROSPERITET,17,Rahovec
16,40,ALEANCA KOSOVA E RE,600,Rahovec
16,41,SOCIJALDEMOKRATIJA,8,Rahovec
16,42,KOSOVAKI NEVI ROMANI PARTIA,19,Rahovec
16,43,BOŠNJAČKA JEDINSTVENA LISTA,5,Rahovec
16,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,3077,Rahovec
16,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,78,Rahovec
16,33,PROGRESIVNA DEMOKRATSKA STRANKA,97,Rahovec
16,34,PARTIA ROME E BASHKUAR E KOSOVËS,4,Rahovec
16,48,KOALICIJA ZA GORA,13,Rahovec
16,49,PARTIA E ASHKALINJEVE PER INTEGRIM,9,Rahovec
16,50,STRANKA DEMOKRATSKE AKCIJE,5,Rahovec
16,51,CENTAR DEMOKRATSKE UNIJE,5,Rahovec
16,52,KOSOVA TÜRK ADALET PARTISI,9,Rahovec
16,53,BOŠNJAČKA STRANKA DEMOKRATSKE AKCIJE KOSOVA,8,Rahovec
16,54,LIDHJA DEMOKRATIKE E KOSOVËS,5295,Rahovec
16,55,POKRET ZA GORA,8,Rahovec
16,56,SAMOSTALNA LIBERALNA STRANKA,13,Rahovec
16,57,KOSOVA DEMOKRATIK TÜRK PARTISI,17,Rahovec
16,45,HASAN GASHI,25,Rahovec
16,46,NOVA DEMOKRATSKA STRANKA,13,Rahovec
16,47,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,50,Rahovec
16,60,LËVIZJA GRUPIMI TRADICIONAL SHQIPTAR,2,Rahovec
16,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,8287,Rahovec
16,59,NISMA PËR KOSOVËN,691,Rahovec
17,33,PROGRESIVNA DEMOKRATSKA STRANKA,44,Pejë
17,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,75,Pejë
17,37,PARTIA E FORTË,66,Pejë
17,34,PARTIA ROME E BASHKUAR E KOSOVËS,36,Pejë
17,35,LËVIZJA VETËVENDOSJE!,6208,Pejë
17,36,KOALICIJA VAKAT,470,Pejë
17,41,SOCIJALDEMOKRATIJA,26,Pejë
17,38,SRPSKA LISTA,244,Pejë
17,39,POKRET ZA DEMOKRATSKI PROSPERITET,21,Pejë
17,40,ALEANCA KOSOVA E RE,882,Pejë
17,31,PARTIA LIBERALE EGJIPTIANE,475,Pejë
17,45,HASAN GASHI,112,Pejë
17,46,NOVA DEMOKRATSKA STRANKA,19,Pejë
17,47,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,474,Pejë
17,48,KOALICIJA ZA GORA,33,Pejë
17,49,PARTIA E ASHKALINJEVE PER INTEGRIM,5,Pejë
17,50,STRANKA DEMOKRATSKE AKCIJE,453,Pejë
17,51,CENTAR DEMOKRATSKE UNIJE,11,Pejë
17,52,KOSOVA TÜRK ADALET PARTISI,11,Pejë
17,53,BOŠNJAČKA STRANKA DEMOKRATSKE AKCIJE KOSOVA,43,Pejë
17,54,LIDHJA DEMOKRATIKE E KOSOVËS,11817,Pejë
17,42,KOSOVAKI NEVI ROMANI PARTIA,6,Pejë
17,43,BOŠNJAČKA JEDINSTVENA LISTA,196,Pejë
17,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,8584,Pejë
17,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,8623,Pejë
17,59,NISMA PËR KOSOVËN,445,Pejë
17,60,LËVIZJA GRUPIMI TRADICIONAL SHQIPTAR,5,Pejë
17,56,SAMOSTALNA LIBERALNA STRANKA,15,Pejë
17,57,KOSOVA DEMOKRATIK TÜRK PARTISI,34,Pejë
17,55,POKRET ZA GORA,22,Pejë
18,47,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,6,Podujevë
18,45,HASAN GASHI,43,Podujevë
18,46,NOVA DEMOKRATSKA STRANKA,4,Podujevë
18,51,CENTAR DEMOKRATSKE UNIJE,12,Podujevë
18,48,KOALICIJA ZA GORA,7,Podujevë
18,49,PARTIA E ASHKALINJEVE PER INTEGRIM,95,Podujevë
18,50,STRANKA DEMOKRATSKE AKCIJE,5,Podujevë
18,42,KOSOVAKI NEVI ROMANI PARTIA,1,Podujevë
18,43,BOŠNJAČKA JEDINSTVENA LISTA,1,Podujevë
18,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,2242,Podujevë
18,31,PARTIA LIBERALE EGJIPTIANE,21,Podujevë
18,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,107,Podujevë
18,33,PROGRESIVNA DEMOKRATSKA STRANKA,5,Podujevë
18,34,PARTIA ROME E BASHKUAR E KOSOVËS,14,Podujevë
18,35,LËVIZJA VETËVENDOSJE!,4573,Podujevë
18,36,KOALICIJA VAKAT,37,Podujevë
18,37,PARTIA E FORTË,24,Podujevë
18,38,SRPSKA LISTA,3,Podujevë
18,39,POKRET ZA DEMOKRATSKI PROSPERITET,8,Podujevë
18,40,ALEANCA KOSOVA E RE,974,Podujevë
18,41,SOCIJALDEMOKRATIJA,7,Podujevë
18,54,LIDHJA DEMOKRATIKE E KOSOVËS,14752,Podujevë
18,55,POKRET ZA GORA,13,Podujevë
18,56,SAMOSTALNA LIBERALNA STRANKA,6,Podujevë
18,57,KOSOVA DEMOKRATIK TÜRK PARTISI,24,Podujevë
18,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,10874,Podujevë
18,59,NISMA PËR KOSOVËN,805,Podujevë
18,60,LËVIZJA GRUPIMI TRADICIONAL SHQIPTAR,63,Podujevë
18,52,KOSOVA TÜRK ADALET PARTISI,5,Podujevë
18,53,BOŠNJAČKA STRANKA DEMOKRATSKE AKCIJE KOSOVA,15,Podujevë
19,33,PROGRESIVNA DEMOKRATSKA STRANKA,75,Prishtinë
19,34,PARTIA ROME E BASHKUAR E KOSOVËS,43,Prishtinë
19,59,NISMA PËR KOSOVËN,2659,Prishtinë
19,60,LËVIZJA GRUPIMI TRADICIONAL SHQIPTAR,34,Prishtinë
19,52,KOSOVA TÜRK ADALET PARTISI,189,Prishtinë
19,53,BOŠNJAČKA STRANKA DEMOKRATSKE AKCIJE KOSOVA,68,Prishtinë
19,54,LIDHJA DEMOKRATIKE E KOSOVËS,30300,Prishtinë
19,55,POKRET ZA GORA,55,Prishtinë
19,56,SAMOSTALNA LIBERALNA STRANKA,22,Prishtinë
19,57,KOSOVA DEMOKRATIK TÜRK PARTISI,479,Prishtinë
19,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,16471,Prishtinë
19,31,PARTIA LIBERALE EGJIPTIANE,47,Prishtinë
