Candidate,Gender,Party_ID,Party,Acronym,Votes
ERZEN VALA,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,626
ESADA REDŽEPI,F,118,Srpski Demokratski Savez,SDS,117
ESMIR KASI,M,133,Naša Inicijativa,NAŠA,987
EVGJENI THAÇI DRAGUSHA,F,134,Partia Demokratike e Kosovës,PDK,6383
FADIL BEKA,M,134,Partia Demokratike e Kosovës,PDK,6584
FADIL GASHI,M,124,Romani Iniciyativa,RI,1246
FADIL GASHI,M,132,Lidhja Demokratike e Kosovës,LDK,2450
FADIL HALILI,M,132,Lidhja Demokratike e Kosovës,LDK,2297
FADIL NURA,M,134,Partia Demokratike e Kosovës,PDK,9270
FADIL OSMANI,M,121,Nisma Socialdemokrate,NISMA,589
FAHREDIN SPAHIJA,M,132,Lidhja Demokratike e Kosovës,LDK,1736
FAIK TOFAJ,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,1035
FARUK ALIJAJ,M,136,Partia Liberale Egjiptiane,PLE,123
FARUK BAJRAMI,M,131,Nova Demokratska Stranka,NDS,100
FARUK NEZIRI,M,111,Iniciativa e Re Demokratike e Kosovës,IRDK,113
FARUK NURA,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,552
FATBARDHA EMINI HALABAKU,F,132,Lidhja Demokratike e Kosovës,LDK,3941
FATIME JASIQI,F,121,Nisma Socialdemokrate,NISMA,198
FATIME LIKA,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,636
FATIME LLUKACI,F,136,Partia Liberale Egjiptiane,PLE,163
FATIME OSMANI,F,130,Partia e Ashkalinjëve për Integrim,PAI,4
FATIR BERZATI,M,122,Koalicija Zajeno,KZ,112
FATLINDA RADI,F,111,Iniciativa e Re Demokratike e Kosovës,IRDK,166
FATLUME JAHA,F,132,Lidhja Demokratike e Kosovës,LDK,4583
FATMIR BËRBATOVCI,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,1702
FATMIR DUGOLLI,M,134,Partia Demokratike e Kosovës,PDK,2404
FATMIR GASHI,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,758
FATMIR HASANI,M,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,97
FATMIR HUMOLLI,M,127,Lëvizja VETËVENDOSJE!,LV,10426
FATMIR ISKA,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,2691
FATMIR KRYEZIU,M,111,Iniciativa e Re Demokratike e Kosovës,IRDK,65
FATMIR LIMAJ,M,121,Nisma Socialdemokrate,NISMA,17703
FATMIRE HASANI,F,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,14
FATMIRE KOLLÇAKU,F,127,Lëvizja VETËVENDOSJE!,LV,9789
FATON ABDULLAHU,M,134,Partia Demokratike e Kosovës,PDK,6196
FATON BEKA,M,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,39
FATON BISLIMI,M,132,Lidhja Demokratike e Kosovës,LDK,7287
FATON JAKUPI,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,1887
FATON MAROLLI,M,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,189
FATON PECI,M,127,Lëvizja VETËVENDOSJE!,LV,25284
FATON THAÇI,M,121,Nisma Socialdemokrate,NISMA,2445
FATOS BERISHA,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,2931
FAZLI HOXHA,M,121,Nisma Socialdemokrate,NISMA,496
FAZLI STOLLAJ,M,111,Iniciativa e Re Demokratike e Kosovës,IRDK,869
FEHIM SALI,M,122,Koalicija Zajeno,KZ,125
FEHMI CENA,M,132,Lidhja Demokratike e Kosovës,LDK,1714
FEHMI HYSENAJ,M,121,Nisma Socialdemokrate,NISMA,536
FEIM SALIHU,M,132,Lidhja Demokratike e Kosovës,LDK,3238
FEJSAL HALILOVIC,M,137,Jedinstvena Goranska Partija,JGP,307
FERAT SHALA,M,134,Partia Demokratike e Kosovës,PDK,14206
FERDI REDŽEPI,M,133,Naša Inicijativa,NAŠA,292
FERIZ SHALA,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,471
FETAH RUDI,M,132,Lidhja Demokratike e Kosovës,LDK,3855
FIDAN ALIJAJ,M,111,Iniciativa e Re Demokratike e Kosovës,IRDK,139
FİDAN JILTA,F,112,Kosova Demokratik Türk Partisi,KDTP,2515
FIDAN REKALIU,M,132,Lidhja Demokratike e Kosovës,LDK,3374
FİKRET MORİNA,M,112,Kosova Demokratik Türk Partisi,KDTP,1801
FIKRETA RADONČIĆ,F,125,Socialdemokratska Unija,SDU,644
FİKRİM DAMKA,M,112,Kosova Demokratik Türk Partisi,KDTP,3783
FIKRIM SAITI,M,131,Nova Demokratska Stranka,NDS,164
FILLORETA BERISHA,F,132,Lidhja Demokratike e Kosovës,LDK,3051
FITIM BERISHA,M,121,Nisma Socialdemokrate,NISMA,60
FITIM HAVOLLI,M,132,Lidhja Demokratike e Kosovës,LDK,1973
FITIM HAZIRI,M,127,Lëvizja VETËVENDOSJE!,LV,15960
FITIM SELIMI,M,134,Partia Demokratike e Kosovës,PDK,4368
FITIM UKA,M,127,Lëvizja VETËVENDOSJE!,LV,12178
FITORE PACOLLI DALIPI,F,127,Lëvizja VETËVENDOSJE!,LV,8797
FITORE RUSHITI,F,121,Nisma Socialdemokrate,NISMA,254
FJOLLA UJKANI,F,127,Lëvizja VETËVENDOSJE!,LV,11368
FLAMUR BYTYQI,M,138,FJALA,FJALA,45
FLAMUR GODENI,M,121,Nisma Socialdemokrate,NISMA,164
FLAMUR SEFAJ,M,132,Lidhja Demokratike e Kosovës,LDK,3635
FLORA BAJRAMI,F,116,Lëvizja për Bashkëveprim,LpB,44
FLORENT RUFATI,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,287
FLORENT UKAJ,M,132,Lidhja Demokratike e Kosovës,LDK,6613
FLORENTINA GJERGJAJ,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,4317
FLORENTINA MORINAJ,F,136,Partia Liberale Egjiptiane,PLE,18
FLORETË ZEJNULLAHU,F,134,Partia Demokratike e Kosovës,PDK,6472
FLORIAN DUSHI,M,132,Lidhja Demokratike e Kosovës,LDK,3014
FLORIANA LEKU SADIKU,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,586
FLORIDA BAJRAKTARI,F,134,Partia Demokratike e Kosovës,PDK,2384
FLORIDA KADRIU,F,121,Nisma Socialdemokrate,NISMA,89
FLORIM BAJRAMI,M,130,Partia e Ashkalinjëve për Integrim,PAI,182
FLORIM ISUFI,M,120,Partia Balliste,PB,55
FLORIM KRYEZIU,M,134,Partia Demokratike e Kosovës,PDK,3498
FLUTURA BEKA KAMBERAJ,F,132,Lidhja Demokratike e Kosovës,LDK,2281
FLUTURA HOTI,F,134,Partia Demokratike e Kosovës,PDK,1245
FRASHËR BRAHIMAJ,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,971
FRASHER DEMAJ,M,132,Lidhja Demokratike e Kosovës,LDK,4472
FRIDON LALA,M,111,Iniciativa e Re Demokratike e Kosovës,IRDK,1098
FURKAN ERGÜLER,M,112,Kosova Demokratik Türk Partisi,KDTP,959
GAMZE TROSHUPA,F,114,Yenilikçi Türk Hareket Partisi,YTHP,383
GANI ELSHANI,M,130,Partia e Ashkalinjëve për Integrim,PAI,174
GANI KRASNIQI,M,127,Lëvizja VETËVENDOSJE!,LV,14274
GANI NEZIRI,M,134,Partia Demokratike e Kosovës,PDK,4161
GANIMETE ISMAJLI,F,132,Lidhja Demokratike e Kosovës,LDK,1575
GANIMETE MUSLIU,F,134,Partia Demokratike e Kosovës,PDK,9847
GARIP SAHITI,M,134,Partia Demokratike e Kosovës,PDK,1016
GAZMEN SALIJEVIĆ,M,124,Romani Iniciyativa,RI,176
GAZMEND BYTYÇI,M,134,Partia Demokratike e Kosovës,PDK,6416
GAZMEND GJYSHINCA,M,127,Lëvizja VETËVENDOSJE!,LV,16049
GAZMEND SYLA,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,5443
GEGË LLESHI,M,127,Lëvizja VETËVENDOSJE!,LV,3205
GENTIANA ISUFI,F,136,Partia Liberale Egjiptiane,PLE,24
GËZIM DERVISHAJ,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,1498
GËZIM GASHI,M,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,86
GËZIM KELMENDI,M,138,FJALA,FJALA,933
GËZIM KRASNIQI,M,134,Partia Demokratike e Kosovës,PDK,4119
GJEJLANË ÇUKIQ,F,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,124
GJYZEL SHALIJANI,F,117,Partia Rome e Bashkuar e Kosovës,PREBK,161
GLAUK KONJUFCA,M,127,Lëvizja VETËVENDOSJE!,LV,200646
GONE SINANAJ,F,130,Partia e Ashkalinjëve për Integrim,PAI,26
GRAMOS AGUSHOLLI,M,127,Lëvizja VETËVENDOSJE!,LV,6740
GRESA BYTYQI KELMENDI,F,127,Lëvizja VETËVENDOSJE!,LV,5334
GRESA POZHEGU,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,1198
GRESË BARALIU,F,134,Partia Demokratike e Kosovës,PDK,2392
GRETA DACI,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,891
GYLSHEN CACA,F,117,Partia Rome e Bashkuar e Kosovës,PREBK,85
GYLSHEN LLAPASHTİCA,F,114,Yenilikçi Türk Hareket Partisi,YTHP,113
GYLXHAN QUKANI,F,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,8
GYNER VESHALL,M,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,174
HABIB GASHI,M,130,Partia e Ashkalinjëve për Integrim,PAI,59
HABIB HAJDINI,M,117,Partia Rome e Bashkuar e Kosovës,PREBK,75
HAFIZE HAJDINI,F,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,473
HAJDAR BEQA,M,134,Partia Demokratike e Kosovës,PDK,9828
HAJDAR SUTAJ,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,5417
HAJDIN BERISHA,M,121,Nisma Socialdemokrate,NISMA,2554
HAJREDIN BERISHA,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,682
HAJRIJE SAHITI HAJRAJ,F,138,FJALA,FJALA,108
HAJRUDIN HODŽA,M,122,Koalicija Zajeno,KZ,129
HAJRULLA ÇEKO,M,127,Lëvizja VETËVENDOSJE!,LV,17674
HAKI ABAZI,M,127,Lëvizja VETËVENDOSJE!,LV,7587
HAKI ABAZI,M,136,Partia Liberale Egjiptiane,PLE,35
HAKI MORINA,M,134,Partia Demokratike e Kosovës,PDK,4193
HAKİ RAŞTANA,M,112,Kosova Demokratik Türk Partisi,KDTP,486
HALDIS IDRIZI,M,125,Socialdemokratska Unija,SDU,140
HALIL HALILI,M,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,60
HALIL THAÇI,M,127,Lëvizja VETËVENDOSJE!,LV,5921
HAMDI BYTYÇI,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,4025
HAMIDA ŠEMSOVIĆ,F,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,22
HAMIDE KRASNIQI,F,121,Nisma Socialdemokrate,NISMA,308
HANA HOXHA,F,138,FJALA,FJALA,446
HANIFE TEPEKU,F,116,Lëvizja për Bashkëveprim,LpB,12
HARIS MURATI,M,125,Socialdemokratska Unija,SDU,147
HASAN QYQALLA,M,132,Lidhja Demokratike e Kosovës,LDK,599
HASIM HASANI,M,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,54
HASIM SHTËRBANI,M,138,FJALA,FJALA,559
HATIM BAXHAKU,M,132,Lidhja Demokratike e Kosovës,LDK,3678
HATIXHE AVDO,F,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,123
HATIXHE ĐORĐEVIĆ,F,124,Romani Iniciyativa,RI,138
HATIXHE HOXHA,F,127,Lëvizja VETËVENDOSJE!,LV,3003
HAVË FAZLIJAJ,F,136,Partia Liberale Egjiptiane,PLE,20
HAXHI AVDYLI,M,127,Lëvizja VETËVENDOSJE!,LV,26681
HAXHI PODRIMÇAKU,M,120,Partia Balliste,PB,51
HAXHI SEJDIU,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,1829
HAXHI SHALA,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,5017
HAZAR HUDUTI,M,125,Socialdemokratska Unija,SDU,259
HAZIZ NIMANI,M,116,Lëvizja për Bashkëveprim,LpB,97
HEKURAN MURATI,M,127,Lëvizja VETËVENDOSJE!,LV,41172
HESET SAHITI,M,121,Nisma Socialdemokrate,NISMA,685
HEVZI XHELILI,M,134,Partia Demokratike e Kosovës,PDK,1898
HIDAJETE KAJTAZI,F,138,FJALA,FJALA,52
HIMER KARADOLAMI,M,133,Naša Inicijativa,NAŠA,66
HISEN BERISHA,M,134,Partia Demokratike e Kosovës,PDK,9168
HUSEJIN MISLIMI,M,133,Naša Inicijativa,NAŠA,50
HYDAJET HYSENI KALOSHI,M,127,Lëvizja VETËVENDOSJE!,LV,6339
HYKMETE BAJRAMI,F,132,Lidhja Demokratike e Kosovës,LDK,12401
HYRIJE XHEMAJLAJ THAQI,F,134,Partia Demokratike e Kosovës,PDK,3768
HYSAMEDIN FERAJ,M,127,Lëvizja VETËVENDOSJE!,LV,5540
HYSEN DURMISHI,M,127,Lëvizja VETËVENDOSJE!,LV,5223
HYSNI AHMETI,M,121,Nisma Socialdemokrate,NISMA,269
HYSNI ÇAKMAKU,M,138,FJALA,FJALA,41
HYSNI ÇYLANGJI,M,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,423
HYSNI FETAJ,M,136,Partia Liberale Egjiptiane,PLE,104
HYSNI GËRGURI,M,132,Lidhja Demokratike e Kosovës,LDK,2491
HYSNI HASANI,M,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,101
HYSNI MEHANI,M,127,Lëvizja VETËVENDOSJE!,LV,3664
HYSNIJE BERISHA,F,111,Iniciativa e Re Demokratike e Kosovës,IRDK,425
HYZER RIZANI,M,134,Partia Demokratike e Kosovës,PDK,5413
IBRAHIM CEKA,M,134,Partia Demokratike e Kosovës,PDK,4134
IBRAHIM KADRI,M,130,Partia e Ashkalinjëve për Integrim,PAI,127
IBRAHIM KRYEZIU,M,132,Lidhja Demokratike e Kosovës,LDK,2185
IBRAHIM MAKOLLI,M,132,Lidhja Demokratike e Kosovës,LDK,4315
IBRAHIM QERIMI,M,116,Lëvizja për Bashkëveprim,LpB,25
IBRAHIM SYLA,M,132,Lidhja Demokratike e Kosovës,LDK,755
IDRIZ BERISHA,M,130,Partia e Ashkalinjëve për Integrim,PAI,17
IGOR SIMIĆ,M,119,Srpska Lista,SL,19263
ILDA KRAMA,F,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,37
ILHAN RAMA,M,131,Nova Demokratska Stranka,NDS,228
ILIR FERATI,M,132,Lidhja Demokratike e Kosovës,LDK,5924
ILIR HASANI,M,132,Lidhja Demokratike e Kosovës,LDK,1466
ILIR KAPITI,M,127,Lëvizja VETËVENDOSJE!,LV,4986
ILIR KOSOVA,M,111,Iniciativa e Re Demokratike e Kosovës,IRDK,93
ILIR KURTISHI,M,134,Partia Demokratike e Kosovës,PDK,7823
ILIR TAHIRI,M,134,Partia Demokratike e Kosovës,PDK,4224
ILKER CAN IBRAHIMI,M,114,Yenilikçi Türk Hareket Partisi,YTHP,130
ILMI TAHIRI,M,121,Nisma Socialdemokrate,NISMA,103
IMER ADEMOVIĆ,M,133,Naša Inicijativa,NAŠA,301
IMET RRAHMANI,M,132,Lidhja Demokratike e Kosovës,LDK,4699
IMRI ILAZI,M,134,Partia Demokratike e Kosovës,PDK,6756
IRMA ADROVIĆ,F,131,Nova Demokratska Stranka,NDS,130
ISA HAJDARI,M,134,Partia Demokratike e Kosovës,PDK,5497
ISA HAJRIZI,M,134,Partia Demokratike e Kosovës,PDK,3575
ISA MALA,M,136,Partia Liberale Egjiptiane,PLE,74
ISA MUSLIJI,M,121,Nisma Socialdemokrate,NISMA,750
ISA PODRIMAJ,M,132,Lidhja Demokratike e Kosovës,LDK,577
ISA SHABANI,M,132,Lidhja Demokratike e Kosovës,LDK,1205
ISAK ISENI,M,116,Lëvizja për Bashkëveprim,LpB,28
ISAK SHABANI,M,134,Partia Demokratike e Kosovës,PDK,8729
IŞIK KAJTAZI,F,112,Kosova Demokratik Türk Partisi,KDTP,382
ISLAM PACOLLI,M,132,Lidhja Demokratike e Kosovës,LDK,5042
ISMAIL KASUMI,M,132,Lidhja Demokratike e Kosovës,LDK,510
ISMET MJAKI,M,132,Lidhja Demokratike e Kosovës,LDK,1946
ISMET SHAMOLLI,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,970
ISMET TUTAJ,M,116,Lëvizja për Bashkëveprim,LpB,33
ISUF BERISHA,M,136,Partia Liberale Egjiptiane,PLE,171
ISUF DUBOVA,M,130,Partia e Ashkalinjëve për Integrim,PAI,21
IVAN TODOSIJEVIĆ,M,119,Srpska Lista,SL,17980
IZET VELIJA,M,113,Koalicija VAKAT,VAKAT,723
IZJAIM HALITI,M,116,Lëvizja për Bashkëveprim,LpB,157
IZMIR FAZLJI,M,133,Naša Inicijativa,NAŠA,66
JAHJA KOKAJ,M,127,Lëvizja VETËVENDOSJE!,LV,6485
JASHAR GASHI,M,136,Partia Liberale Egjiptiane,PLE,538
JASMIN ELEZI,M,125,Socialdemokratska Unija,SDU,275
JASMINA DEDIĆ,F,119,Srpska Lista,SL,13793
JASMINA SAITI,F,133,Naša Inicijativa,NAŠA,65
JASMINA ZDRAVKOVIĆ,F,118,Srpski Demokratski Savez,SDS,116
JEHONA FERIZI MIFTARI,F,127,Lëvizja VETËVENDOSJE!,LV,2595
JEHONA RRAFSHI,F,121,Nisma Socialdemokrate,NISMA,1150
JEHONË MEHMETUKAJ,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,1429
JENUZ BERISHA,M,121,Nisma Socialdemokrate,NISMA,116
JETA STATOVCI,F,127,Lëvizja VETËVENDOSJE!,LV,9408
JETLIR ZYBERAJ,M,132,Lidhja Demokratike e Kosovës,LDK,3567
JETMIRE SKERAJ,F,134,Partia Demokratike e Kosovës,PDK,1287
JETMIRE VRENEZI,F,127,Lëvizja VETËVENDOSJE!,LV,11346
JETON BIQKAJ,M,132,Lidhja Demokratike e Kosovës,LDK,2510
JETON EMINI,M,116,Lëvizja për Bashkëveprim,LpB,801
JETON JASHARI,M,117,Partia Rome e Bashkuar e Kosovës,PREBK,27
JETON LAJQI,M,127,Lëvizja VETËVENDOSJE!,LV,2751
JETON MEKOLLI,M,130,Partia e Ashkalinjëve për Integrim,PAI,89
JETON RRAHMANI,M,111,Iniciativa e Re Demokratike e Kosovës,IRDK,95
JOLLXHI SHALA,M,126,Kosovaki Nevi Romani Partia,KNRP,363
JONA ARIFI,F,134,Partia Demokratike e Kosovës,PDK,1944
JUSUF HODŽA,M,113,Koalicija VAKAT,VAKAT,517
KADIR HÜSEYIN,M,112,Kosova Demokratik Türk Partisi,KDTP,939
KADRI BALAJ,M,121,Nisma Socialdemokrate,NISMA,287
KADRI GËRVALLA,M,121,Nisma Socialdemokrate,NISMA,534
KADRI KRYEZIU,M,134,Partia Demokratike e Kosovës,PDK,3516
KADRI LIMANI,M,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,100
KAJTAZ GASHI,M,121,Nisma Socialdemokrate,NISMA,1111
KALTRINA MORINA,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,769
KALTRINË DEMIRI,F,132,Lidhja Demokratike e Kosovës,LDK,3326
KASTRIOT BERISHA,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,2108
KASTRIOT KRASNIQI,M,134,Partia Demokratike e Kosovës,PDK,4260
KASTRIOT SYLEJMANI,M,121,Nisma Socialdemokrate,NISMA,518
KENADA AVDIJI,F,121,Nisma Socialdemokrate,NISMA,158
KENDIZA LALA,F,117,Partia Rome e Bashkuar e Kosovës,PREBK,57
KIMETA BAJRAMI,F,113,Koalicija VAKAT,VAKAT,268
KOSOVARE MURSELI,F,134,Partia Demokratike e Kosovës,PDK,6004
KRESHNIK BEQIRI,M,111,Iniciativa e Re Demokratike e Kosovës,IRDK,117
KRISTINA GASHI BYTYÇI,F,134,Partia Demokratike e Kosovës,PDK,5625
KSENIJA BOŽOVIĆ,F,119,Srpska Lista,SL,870
KUJTIM GASHI,M,134,Partia Demokratike e Kosovës,PDK,8654
KUJTIM MUSTAFA,M,117,Partia Rome e Bashkuar e Kosovës,PREBK,30
KUJTIM SHALA,M,132,Lidhja Demokratike e Kosovës,LDK,32703
KURTAN KAJTAZI,M,134,Partia Demokratike e Kosovës,PDK,5703
KURTISH HALLABAKU,M,117,Partia Rome e Bashkuar e Kosovës,PREBK,119
LABINOTË DEMI-MURTEZI,F,127,Lëvizja VETËVENDOSJE!,LV,19982
LAHI BRAHIMAJ,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,6288
LAVDIE GASHI,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,1014
LAVDIM BAJRAMI,M,130,Partia e Ashkalinjëve për Integrim,PAI,122
LEART BATUSHA,M,121,Nisma Socialdemokrate,NISMA,566
LEJLA GASHI,F,121,Nisma Socialdemokrate,NISMA,336
LEJLA VESHALLI,F,117,Partia Rome e Bashkuar e Kosovës,PREBK,30
LEONARD LLOLLUNI,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,1565
LEONORA SVARÇA,F,127,Lëvizja VETËVENDOSJE!,LV,4198
LEVENT BUŞ,M,112,Kosova Demokratik Türk Partisi,KDTP,1692
LIBURN ALIU,M,127,Lëvizja VETËVENDOSJE!,LV,22520
LIDON PAJAZITI,M,113,Koalicija VAKAT,VAKAT,870
LINDITA BELLAJA,F,132,Lidhja Demokratike e Kosovës,LDK,541
LIRI BERISHA,F,116,Lëvizja për Bashkëveprim,LpB,31
LIRI LOSHI,M,127,Lëvizja VETËVENDOSJE!,LV,3495
LIRIDONA MUSTAFA,F,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,16
LIRIJE KAJTAZI,F,132,Lidhja Demokratike e Kosovës,LDK,5446
LIRIJE PAQKOLLI,F,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,29
LJUBINKO KARADŽIĆ,M,119,Srpska Lista,SL,13808
LUAN ALIU,M,127,Lëvizja VETËVENDOSJE!,LV,9345
LULJETA SHABAJ,F,111,Iniciativa e Re Demokratike e Kosovës,IRDK,227
LULJETA VESELAJ GUTAJ,F,134,Partia Demokratike e Kosovës,PDK,4196
LULJETE BERISHA,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,909
LULZIM ABAZI,M,134,Partia Demokratike e Kosovës,PDK,3170
LULZIM DERRI,M,136,Partia Liberale Egjiptiane,PLE,41
LULZIM MORINA,M,117,Partia Rome e Bashkuar e Kosovës,PREBK,29
LUMIR ABDIXHIKU,M,132,Lidhja Demokratike e Kosovës,LDK,25267
LUMNIJE MIKULLOVCI,F,127,Lëvizja VETËVENDOSJE!,LV,1410
LUMTURIJE BYTYQI HASANI,F,134,Partia Demokratike e Kosovës,PDK,2012
LUMTURIJE KURTISHAJ,F,121,Nisma Socialdemokrate,NISMA,1493
LUMTURIJE MORINA,F,126,Kosovaki Nevi Romani Partia,KNRP,166
LUTFI GASHI,M,121,Nisma Socialdemokrate,NISMA,206
MAHMUT MORINA,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,2004
MAJDA ODŽINI,F,133,Naša Inicijativa,NAŠA,157
MAJLIND SADRIU,M,116,Lëvizja për Bashkëveprim,LpB,42
MAKSUT GASHI,M,117,Partia Rome e Bashkuar e Kosovës,PREBK,10
MALSORE ZOGU PODRIMÇAKU,F,120,Partia Balliste,PB,57
MANUSH SHAMOLLI,M,121,Nisma Socialdemokrate,NISMA,1128
MARIGONA GECI,F,132,Lidhja Demokratike e Kosovës,LDK,6672
MARIGONE KERELLAJ,F,136,Partia Liberale Egjiptiane,PLE,35
MARQE SELMANAJ,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,2210
MEDINA MAJIQI,F,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,17
MEFAIL BAJQINOVCI,M,127,Lëvizja VETËVENDOSJE!,LV,18794
MEHDI THAQI,M,121,Nisma Socialdemokrate,NISMA,764
MEJREME BERISHA,F,130,Partia e Ashkalinjëve për Integrim,PAI,7
MELIS SHAMLI,F,112,Kosova Demokratik Türk Partisi,KDTP,280
MELISA AZIZOVIĆ,F,131,Nova Demokratska Stranka,NDS,415
MELISA SHABANAJ,F,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,122
MELIZA HARADINAJ STUBLLA,F,135,Aleanca për Ardhmërinë e Kosovës,AAK,4347
MEMED VELIJI,M,131,Nova Demokratska Stranka,NDS,224
MEMIŠ BIRDAINI,M,113,Koalicija VAKAT,VAKAT,527
MEMLI KRASNIQI,M,134,Partia Demokratike e Kosovës,PDK,15912
MENDUH ABAZI,M,134,Partia Demokratike e Kosovës,PDK,4571
MENSUR GASHI,M,131,Nova Demokratska Stranka,NDS,107
MENSUR SELIMAJ,M,135,Aleanca për Ardhmërinë e Kosovës,AAK,2773
MENTOR ARIFAJ,M,127,Lëvizja VETËVENDOSJE!,LV,4129
MENTOR JAHJA,M,116,Lëvizja për Bashkëveprim,LpB,111
MENTOR TËRSHNJAKU,M,121,Nisma Socialdemokrate,NISMA,468
MERAL AYGÜN,F,112,Kosova Demokratik Türk Partisi,KDTP,613
MERDŽAN OSMANI,M,131,Nova Demokratska Stranka,NDS,529
MERGIM LUSHTAKU,M,134,Partia Demokratike e Kosovës,PDK,16295
MERHUNISA BRENOLI,F,113,Koalicija VAKAT,VAKAT,295
MERITA BEQIRI,F,116,Lëvizja për Bashkëveprim,LpB,15
MERITA DERVISHI,F,121,Nisma Socialdemokrate,NISMA,466
MERSIHA ADROVIĆ,F,113,Koalicija VAKAT,VAKAT,517
MERSIN KAZAZI,M,112,Kosova Demokratik Türk Partisi,KDTP,444
MERVAN REXHEPI,M,121,Nisma Socialdemokrate,NISMA,457
MERVE MORİNA,F,114,Yenilikçi Türk Hareket Partisi,YTHP,339
MEVLUDIN KRASNIQI,M,121,Nisma Socialdemokrate,NISMA,1989
MEVLUDIN MAZREKU,M,134,Partia Demokratike e Kosovës,PDK,2516
MEXHIDE MJAKU TOPALLI,F,134,Partia Demokratike e Kosovës,PDK,5544
MIHAILO ŠĆEPANOVIĆ,M,118,Srpski Demokratski Savez,SDS,120
MIHANE BEKTESHI,F,134,Partia Demokratike e Kosovës,PDK,3999
MILAIM JASHARI,M,117,Partia Rome e Bashkuar e Kosovës,PREBK,15
MILAN DABIĆ,M,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,846
MILAN JOKSIMOVIĆ,M,119,Srpska Lista,SL,2334
MILAN KOSTIĆ,M,119,Srpska Lista,SL,6777
MILAZIM SALIJAJ,M,127,Lëvizja VETËVENDOSJE!,LV,8488
MILAZIM SHAKOLLI,M,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,134
MILAZIM SHALA,M,136,Partia Liberale Egjiptiane,PLE,10
MILJANA NIKOLIĆ,F,119,Srpska Lista,SL,18348
MILOŠ PEROVIĆ,M,119,Srpska Lista,SL,14390
MIMOZA KADRIU QERIMI,F,121,Nisma Socialdemokrate,NISMA,992
MIMOZA KUSARI LILA,F,127,Lëvizja VETËVENDOSJE!,LV,53618
MIMOZA SHAHINI,F,132,Lidhja Demokratike e Kosovës,LDK,2507
MIMOZA SHALA,F,127,Lëvizja VETËVENDOSJE!,LV,5004
MIRELA BEŠKOVIĆ,F,125,Socialdemokratska Unija,SDU,112
MIRJETA GASHI,F,138,FJALA,FJALA,45
