id,Party_ID,Party,Acronym,Votes,Municipality
23,132,Lidhja Demokratike e Kosovës,LDK,265,Shtërpcë
23,133,Naša Inicijativa,NAŠA,0,Shtërpcë
23,134,Partia Demokratike e Kosovës,PDK,450,Shtërpcë
23,135,Aleanca për Ardhmërinë e Kosovës,AAK,37,Shtërpcë
23,136,Partia Liberale Egjiptiane,PLE,0,Shtërpcë
23,137,Jedinstvena Goranska Partija,JGP,7,Shtërpcë
23,138,FJALA,FJALA,7,Shtërpcë
23,124,Romani Iniciyativa,RI,1,Shtërpcë
23,125,Socialdemokratska Unija,SDU,0,Shtërpcë
23,126,Kosovaki Nevi Romani Partia,KNRP,2,Shtërpcë
23,127,Lëvizja VETËVENDOSJE!,LV,946,Shtërpcë
23,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,344,Shtërpcë
23,116,Lëvizja për Bashkëveprim,LpB,11,Shtërpcë
23,117,Partia Rome e Bashkuar e Kosovës,PREBK,5,Shtërpcë
23,118,Srpski Demokratski Savez,SDS,34,Shtërpcë
23,119,Srpska Lista,SL,4031,Shtërpcë
23,120,Partia Balliste,PB,5,Shtërpcë
23,121,Nisma Socialdemokrate,NISMA,125,Shtërpcë
23,122,Koalicija Zajeno,KZ,7,Shtërpcë
23,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,3,Shtërpcë
23,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,1,Shtërpcë
23,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Shtërpcë
24,113,Koalicija VAKAT,VAKAT,23,Suharekë
24,114,Yenilikçi Türk Hareket Partisi,YTHP,4,Suharekë
24,111,Iniciativa e Re Demokratike e Kosovës,IRDK,30,Suharekë
24,112,Kosova Demokratik Türk Partisi,KDTP,25,Suharekë
24,116,Lëvizja për Bashkëveprim,LpB,31,Suharekë
24,117,Partia Rome e Bashkuar e Kosovës,PREBK,29,Suharekë
24,118,Srpski Demokratski Savez,SDS,0,Suharekë
24,119,Srpska Lista,SL,1,Suharekë
24,120,Partia Balliste,PB,4,Suharekë
24,121,Nisma Socialdemokrate,NISMA,1136,Suharekë
24,122,Koalicija Zajeno,KZ,6,Suharekë
24,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,35,Suharekë
24,124,Romani Iniciyativa,RI,6,Suharekë
24,125,Socialdemokratska Unija,SDU,6,Suharekë
24,126,Kosovaki Nevi Romani Partia,KNRP,18,Suharekë
24,127,Lëvizja VETËVENDOSJE!,LV,11843,Suharekë
24,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,4,Suharekë
24,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Suharekë
24,130,Partia e Ashkalinjëve për Integrim,PAI,25,Suharekë
24,131,Nova Demokratska Stranka,NDS,11,Suharekë
24,132,Lidhja Demokratike e Kosovës,LDK,5249,Suharekë
24,133,Naša Inicijativa,NAŠA,15,Suharekë
24,134,Partia Demokratike e Kosovës,PDK,4787,Suharekë
24,135,Aleanca për Ardhmërinë e Kosovës,AAK,5366,Suharekë
24,136,Partia Liberale Egjiptiane,PLE,9,Suharekë
24,137,Jedinstvena Goranska Partija,JGP,3,Suharekë
24,138,FJALA,FJALA,12,Suharekë
24,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,107,Suharekë
25,125,Socialdemokratska Unija,SDU,13,Ferizaj
25,126,Kosovaki Nevi Romani Partia,KNRP,34,Ferizaj
25,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,5,Ferizaj
25,116,Lëvizja për Bashkëveprim,LpB,460,Ferizaj
25,117,Partia Rome e Bashkuar e Kosovës,PREBK,28,Ferizaj
25,118,Srpski Demokratski Savez,SDS,2,Ferizaj
25,119,Srpska Lista,SL,4,Ferizaj
25,120,Partia Balliste,PB,2,Ferizaj
25,121,Nisma Socialdemokrate,NISMA,840,Ferizaj
25,122,Koalicija Zajeno,KZ,6,Ferizaj
25,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,73,Ferizaj
25,124,Romani Iniciyativa,RI,14,Ferizaj
25,111,Iniciativa e Re Demokratike e Kosovës,IRDK,119,Ferizaj
25,112,Kosova Demokratik Türk Partisi,KDTP,37,Ferizaj
25,113,Koalicija VAKAT,VAKAT,64,Ferizaj
25,114,Yenilikçi Türk Hareket Partisi,YTHP,13,Ferizaj
25,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,536,Ferizaj
25,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,3,Ferizaj
25,130,Partia e Ashkalinjëve për Integrim,PAI,537,Ferizaj
25,131,Nova Demokratska Stranka,NDS,13,Ferizaj
25,132,Lidhja Demokratike e Kosovës,LDK,5103,Ferizaj
25,133,Naša Inicijativa,NAŠA,29,Ferizaj
25,134,Partia Demokratike e Kosovës,PDK,11872,Ferizaj
25,135,Aleanca për Ardhmërinë e Kosovës,AAK,1714,Ferizaj
25,136,Partia Liberale Egjiptiane,PLE,17,Ferizaj
25,137,Jedinstvena Goranska Partija,JGP,21,Ferizaj
25,138,FJALA,FJALA,39,Ferizaj
25,127,Lëvizja VETËVENDOSJE!,LV,35158,Ferizaj
26,138,FJALA,FJALA,26,Viti
26,127,Lëvizja VETËVENDOSJE!,LV,12939,Viti
26,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,10,Viti
26,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,1,Viti
26,130,Partia e Ashkalinjëve për Integrim,PAI,2,Viti
26,131,Nova Demokratska Stranka,NDS,7,Viti
26,132,Lidhja Demokratike e Kosovës,LDK,4305,Viti
26,133,Naša Inicijativa,NAŠA,12,Viti
26,134,Partia Demokratike e Kosovës,PDK,3099,Viti
26,135,Aleanca për Ardhmërinë e Kosovës,AAK,690,Viti
26,136,Partia Liberale Egjiptiane,PLE,3,Viti
26,137,Jedinstvena Goranska Partija,JGP,0,Viti
26,111,Iniciativa e Re Demokratike e Kosovës,IRDK,17,Viti
26,112,Kosova Demokratik Türk Partisi,KDTP,17,Viti
26,113,Koalicija VAKAT,VAKAT,16,Viti
26,114,Yenilikçi Türk Hareket Partisi,YTHP,5,Viti
26,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,14,Viti
26,116,Lëvizja për Bashkëveprim,LpB,16,Viti
26,117,Partia Rome e Bashkuar e Kosovës,PREBK,1,Viti
26,118,Srpski Demokratski Savez,SDS,1,Viti
26,119,Srpska Lista,SL,60,Viti
26,120,Partia Balliste,PB,0,Viti
26,121,Nisma Socialdemokrate,NISMA,355,Viti
26,122,Koalicija Zajeno,KZ,4,Viti
26,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,39,Viti
26,124,Romani Iniciyativa,RI,1,Viti
26,125,Socialdemokratska Unija,SDU,4,Viti
26,126,Kosovaki Nevi Romani Partia,KNRP,10,Viti
27,138,FJALA,FJALA,67,Vushtrri
27,111,Iniciativa e Re Demokratike e Kosovës,IRDK,23,Vushtrri
27,112,Kosova Demokratik Türk Partisi,KDTP,301,Vushtrri
27,113,Koalicija VAKAT,VAKAT,34,Vushtrri
27,114,Yenilikçi Türk Hareket Partisi,YTHP,21,Vushtrri
27,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,17,Vushtrri
27,116,Lëvizja për Bashkëveprim,LpB,47,Vushtrri
27,117,Partia Rome e Bashkuar e Kosovës,PREBK,17,Vushtrri
27,118,Srpski Demokratski Savez,SDS,16,Vushtrri
27,119,Srpska Lista,SL,985,Vushtrri
27,120,Partia Balliste,PB,8,Vushtrri
27,121,Nisma Socialdemokrate,NISMA,562,Vushtrri
27,122,Koalicija Zajeno,KZ,3,Vushtrri
27,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,34,Vushtrri
27,124,Romani Iniciyativa,RI,86,Vushtrri
27,125,Socialdemokratska Unija,SDU,19,Vushtrri
27,126,Kosovaki Nevi Romani Partia,KNRP,15,Vushtrri
27,127,Lëvizja VETËVENDOSJE!,LV,21637,Vushtrri
27,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,31,Vushtrri
27,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,4,Vushtrri
27,130,Partia e Ashkalinjëve për Integrim,PAI,6,Vushtrri
27,131,Nova Demokratska Stranka,NDS,8,Vushtrri
27,132,Lidhja Demokratike e Kosovës,LDK,3463,Vushtrri
27,133,Naša Inicijativa,NAŠA,20,Vushtrri
27,134,Partia Demokratike e Kosovës,PDK,6838,Vushtrri
27,135,Aleanca për Ardhmërinë e Kosovës,AAK,907,Vushtrri
27,136,Partia Liberale Egjiptiane,PLE,7,Vushtrri
27,137,Jedinstvena Goranska Partija,JGP,6,Vushtrri
28,113,Koalicija VAKAT,VAKAT,0,Zubin Potoku
28,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Zubin Potoku
28,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,1,Zubin Potoku
28,116,Lëvizja për Bashkëveprim,LpB,1,Zubin Potoku
28,117,Partia Rome e Bashkuar e Kosovës,PREBK,1,Zubin Potoku
28,118,Srpski Demokratski Savez,SDS,2,Zubin Potoku
28,119,Srpska Lista,SL,4288,Zubin Potoku
28,120,Partia Balliste,PB,0,Zubin Potoku
28,121,Nisma Socialdemokrate,NISMA,5,Zubin Potoku
28,122,Koalicija Zajeno,KZ,0,Zubin Potoku
28,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,0,Zubin Potoku
28,124,Romani Iniciyativa,RI,0,Zubin Potoku
28,112,Kosova Demokratik Türk Partisi,KDTP,0,Zubin Potoku
28,111,Iniciativa e Re Demokratike e Kosovës,IRDK,0,Zubin Potoku
28,126,Kosovaki Nevi Romani Partia,KNRP,0,Zubin Potoku
28,127,Lëvizja VETËVENDOSJE!,LV,243,Zubin Potoku
28,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Zubin Potoku
28,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Zubin Potoku
28,130,Partia e Ashkalinjëve për Integrim,PAI,0,Zubin Potoku
28,131,Nova Demokratska Stranka,NDS,0,Zubin Potoku
28,132,Lidhja Demokratike e Kosovës,LDK,98,Zubin Potoku
28,133,Naša Inicijativa,NAŠA,0,Zubin Potoku
28,134,Partia Demokratike e Kosovës,PDK,98,Zubin Potoku
28,135,Aleanca për Ardhmërinë e Kosovës,AAK,12,Zubin Potoku
28,136,Partia Liberale Egjiptiane,PLE,0,Zubin Potoku
28,137,Jedinstvena Goranska Partija,JGP,0,Zubin Potoku
28,125,Socialdemokratska Unija,SDU,0,Zubin Potoku
28,138,FJALA,FJALA,2,Zubin Potoku
29,126,Kosovaki Nevi Romani Partia,KNRP,0,Zveçan
29,127,Lëvizja VETËVENDOSJE!,LV,116,Zveçan
29,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,1,Zveçan
29,125,Socialdemokratska Unija,SDU,0,Zveçan
29,130,Partia e Ashkalinjëve për Integrim,PAI,1,Zveçan
29,131,Nova Demokratska Stranka,NDS,0,Zveçan
29,132,Lidhja Demokratike e Kosovës,LDK,38,Zveçan
29,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,298,Zveçan
29,134,Partia Demokratike e Kosovës,PDK,51,Zveçan
29,135,Aleanca për Ardhmërinë e Kosovës,AAK,6,Zveçan
29,136,Partia Liberale Egjiptiane,PLE,0,Zveçan
29,133,Naša Inicijativa,NAŠA,1,Zveçan
29,111,Iniciativa e Re Demokratike e Kosovës,IRDK,0,Zveçan
29,112,Kosova Demokratik Türk Partisi,KDTP,0,Zveçan
29,113,Koalicija VAKAT,VAKAT,1,Zveçan
29,114,Yenilikçi Türk Hareket Partisi,YTHP,1,Zveçan
29,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,13,Zveçan
29,116,Lëvizja për Bashkëveprim,LpB,1,Zveçan
29,117,Partia Rome e Bashkuar e Kosovës,PREBK,1,Zveçan
29,118,Srpski Demokratski Savez,SDS,25,Zveçan
29,119,Srpska Lista,SL,4705,Zveçan
29,120,Partia Balliste,PB,3,Zveçan
29,121,Nisma Socialdemokrate,NISMA,3,Zveçan
29,122,Koalicija Zajeno,KZ,4,Zveçan
29,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,0,Zveçan
29,124,Romani Iniciyativa,RI,6,Zveçan
29,138,FJALA,FJALA,2,Zveçan
29,137,Jedinstvena Goranska Partija,JGP,1,Zveçan
3,138,FJALA,FJALA,47,Drenas
3,112,Kosova Demokratik Türk Partisi,KDTP,13,Drenas
3,113,Koalicija VAKAT,VAKAT,24,Drenas
3,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,1,Drenas
3,116,Lëvizja për Bashkëveprim,LpB,11,Drenas
3,117,Partia Rome e Bashkuar e Kosovës,PREBK,4,Drenas
3,114,Yenilikçi Türk Hareket Partisi,YTHP,14,Drenas
3,119,Srpska Lista,SL,3,Drenas
3,120,Partia Balliste,PB,10,Drenas
3,121,Nisma Socialdemokrate,NISMA,945,Drenas
3,118,Srpski Demokratski Savez,SDS,0,Drenas
3,137,Jedinstvena Goranska Partija,JGP,4,Drenas
3,111,Iniciativa e Re Demokratike e Kosovës,IRDK,47,Drenas
3,125,Socialdemokratska Unija,SDU,7,Drenas
3,126,Kosovaki Nevi Romani Partia,KNRP,5,Drenas
3,127,Lëvizja VETËVENDOSJE!,LV,5884,Drenas
3,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,27,Drenas
3,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,1,Drenas
3,130,Partia e Ashkalinjëve për Integrim,PAI,6,Drenas
3,131,Nova Demokratska Stranka,NDS,3,Drenas
3,132,Lidhja Demokratike e Kosovës,LDK,703,Drenas
3,133,Naša Inicijativa,NAŠA,37,Drenas
3,134,Partia Demokratike e Kosovës,PDK,14568,Drenas
3,122,Koalicija Zajeno,KZ,2,Drenas
3,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,9,Drenas
3,124,Romani Iniciyativa,RI,28,Drenas
3,135,Aleanca për Ardhmërinë e Kosovës,AAK,734,Drenas
3,136,Partia Liberale Egjiptiane,PLE,3,Drenas
30,111,Iniciativa e Re Demokratike e Kosovës,IRDK,23,Malishevë
30,112,Kosova Demokratik Türk Partisi,KDTP,13,Malishevë
30,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,2,Malishevë
30,116,Lëvizja për Bashkëveprim,LpB,9,Malishevë
30,113,Koalicija VAKAT,VAKAT,16,Malishevë
30,114,Yenilikçi Türk Hareket Partisi,YTHP,1,Malishevë
30,119,Srpska Lista,SL,0,Malishevë
30,120,Partia Balliste,PB,5,Malishevë
30,117,Partia Rome e Bashkuar e Kosovës,PREBK,2,Malishevë
30,118,Srpski Demokratski Savez,SDS,0,Malishevë
30,121,Nisma Socialdemokrate,NISMA,6874,Malishevë
30,122,Koalicija Zajeno,KZ,4,Malishevë
30,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,10,Malishevë
30,124,Romani Iniciyativa,RI,8,Malishevë
30,125,Socialdemokratska Unija,SDU,4,Malishevë
30,126,Kosovaki Nevi Romani Partia,KNRP,9,Malishevë
30,127,Lëvizja VETËVENDOSJE!,LV,7618,Malishevë
30,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,7,Malishevë
30,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Malishevë
30,130,Partia e Ashkalinjëve për Integrim,PAI,2,Malishevë
30,131,Nova Demokratska Stranka,NDS,3,Malishevë
30,132,Lidhja Demokratike e Kosovës,LDK,2254,Malishevë
30,133,Naša Inicijativa,NAŠA,14,Malishevë
30,134,Partia Demokratike e Kosovës,PDK,4549,Malishevë
30,135,Aleanca për Ardhmërinë e Kosovës,AAK,1306,Malishevë
30,136,Partia Liberale Egjiptiane,PLE,2,Malishevë
30,137,Jedinstvena Goranska Partija,JGP,2,Malishevë
30,138,FJALA,FJALA,16,Malishevë
31,126,Kosovaki Nevi Romani Partia,KNRP,1,Junik
31,127,Lëvizja VETËVENDOSJE!,LV,684,Junik
31,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,1,Junik
31,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Junik
31,130,Partia e Ashkalinjëve për Integrim,PAI,0,Junik
31,131,Nova Demokratska Stranka,NDS,1,Junik
31,132,Lidhja Demokratike e Kosovës,LDK,316,Junik
31,133,Naša Inicijativa,NAŠA,0,Junik
31,121,Nisma Socialdemokrate,NISMA,44,Junik
31,122,Koalicija Zajeno,KZ,0,Junik
31,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,2,Junik
31,124,Romani Iniciyativa,RI,1,Junik
31,125,Socialdemokratska Unija,SDU,3,Junik
31,111,Iniciativa e Re Demokratike e Kosovës,IRDK,1,Junik
31,112,Kosova Demokratik Türk Partisi,KDTP,0,Junik
31,113,Koalicija VAKAT,VAKAT,2,Junik
31,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Junik
31,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Junik
31,116,Lëvizja për Bashkëveprim,LpB,0,Junik
31,117,Partia Rome e Bashkuar e Kosovës,PREBK,4,Junik
31,118,Srpski Demokratski Savez,SDS,0,Junik
31,119,Srpska Lista,SL,0,Junik
31,120,Partia Balliste,PB,0,Junik
31,135,Aleanca për Ardhmërinë e Kosovës,AAK,922,Junik
31,136,Partia Liberale Egjiptiane,PLE,1,Junik
31,137,Jedinstvena Goranska Partija,JGP,0,Junik
31,138,FJALA,FJALA,0,Junik
31,134,Partia Demokratike e Kosovës,PDK,151,Junik
32,112,Kosova Demokratik Türk Partisi,KDTP,1421,Mamushë
32,113,Koalicija VAKAT,VAKAT,3,Mamushë
32,114,Yenilikçi Türk Hareket Partisi,YTHP,303,Mamushë
32,138,FJALA,FJALA,0,Mamushë
32,116,Lëvizja për Bashkëveprim,LpB,0,Mamushë
32,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Mamushë
32,118,Srpski Demokratski Savez,SDS,0,Mamushë
32,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Mamushë
32,134,Partia Demokratike e Kosovës,PDK,103,Mamushë
32,135,Aleanca për Ardhmërinë e Kosovës,AAK,56,Mamushë
32,136,Partia Liberale Egjiptiane,PLE,0,Mamushë
32,137,Jedinstvena Goranska Partija,JGP,0,Mamushë
32,111,Iniciativa e Re Demokratike e Kosovës,IRDK,2,Mamushë
32,125,Socialdemokratska Unija,SDU,0,Mamushë
32,126,Kosovaki Nevi Romani Partia,KNRP,0,Mamushë
32,127,Lëvizja VETËVENDOSJE!,LV,215,Mamushë
32,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Mamushë
32,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Mamushë
32,130,Partia e Ashkalinjëve për Integrim,PAI,0,Mamushë
32,131,Nova Demokratska Stranka,NDS,0,Mamushë
32,119,Srpska Lista,SL,0,Mamushë
32,120,Partia Balliste,PB,0,Mamushë
32,121,Nisma Socialdemokrate,NISMA,0,Mamushë
32,122,Koalicija Zajeno,KZ,0,Mamushë
32,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,1,Mamushë
32,124,Romani Iniciyativa,RI,1,Mamushë
32,133,Naša Inicijativa,NAŠA,0,Mamushë
32,132,Lidhja Demokratike e Kosovës,LDK,16,Mamushë
33,112,Kosova Demokratik Türk Partisi,KDTP,4,Hani i Elezit
33,113,Koalicija VAKAT,VAKAT,8,Hani i Elezit
33,111,Iniciativa e Re Demokratike e Kosovës,IRDK,7,Hani i Elezit
33,116,Lëvizja për Bashkëveprim,LpB,3,Hani i Elezit
33,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Hani i Elezit
33,114,Yenilikçi Türk Hareket Partisi,YTHP,1,Hani i Elezit
33,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,1,Hani i Elezit
33,119,Srpska Lista,SL,0,Hani i Elezit
33,120,Partia Balliste,PB,0,Hani i Elezit
33,121,Nisma Socialdemokrate,NISMA,202,Hani i Elezit
33,122,Koalicija Zajeno,KZ,0,Hani i Elezit
33,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,2,Hani i Elezit
33,124,Romani Iniciyativa,RI,1,Hani i Elezit
33,125,Socialdemokratska Unija,SDU,19,Hani i Elezit
33,126,Kosovaki Nevi Romani Partia,KNRP,0,Hani i Elezit
33,127,Lëvizja VETËVENDOSJE!,LV,2118,Hani i Elezit
33,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,4,Hani i Elezit
33,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Hani i Elezit
33,130,Partia e Ashkalinjëve për Integrim,PAI,0,Hani i Elezit
33,118,Srpski Demokratski Savez,SDS,0,Hani i Elezit
33,132,Lidhja Demokratike e Kosovës,LDK,247,Hani i Elezit
33,133,Naša Inicijativa,NAŠA,3,Hani i Elezit
33,134,Partia Demokratike e Kosovës,PDK,986,Hani i Elezit
33,135,Aleanca për Ardhmërinë e Kosovës,AAK,282,Hani i Elezit
33,136,Partia Liberale Egjiptiane,PLE,0,Hani i Elezit
33,137,Jedinstvena Goranska Partija,JGP,19,Hani i Elezit
33,138,FJALA,FJALA,0,Hani i Elezit
33,131,Nova Demokratska Stranka,NDS,1,Hani i Elezit
34,125,Socialdemokratska Unija,SDU,0,Graçanicë
34,127,Lëvizja VETËVENDOSJE!,LV,451,Graçanicë
34,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,7,Graçanicë
34,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Graçanicë
34,126,Kosovaki Nevi Romani Partia,KNRP,7,Graçanicë
34,118,Srpski Demokratski Savez,SDS,118,Graçanicë
34,119,Srpska Lista,SL,4347,Graçanicë
34,120,Partia Balliste,PB,9,Graçanicë
34,121,Nisma Socialdemokrate,NISMA,24,Graçanicë
34,122,Koalicija Zajeno,KZ,2,Graçanicë
34,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,11,Graçanicë
34,124,Romani Iniciyativa,RI,1773,Graçanicë
34,111,Iniciativa e Re Demokratike e Kosovës,IRDK,3,Graçanicë
34,112,Kosova Demokratik Türk Partisi,KDTP,8,Graçanicë
34,113,Koalicija VAKAT,VAKAT,0,Graçanicë
34,114,Yenilikçi Türk Hareket Partisi,YTHP,7,Graçanicë
34,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,412,Graçanicë
34,116,Lëvizja për Bashkëveprim,LpB,2,Graçanicë
34,117,Partia Rome e Bashkuar e Kosovës,PREBK,4,Graçanicë
34,130,Partia e Ashkalinjëve për Integrim,PAI,2,Graçanicë
34,131,Nova Demokratska Stranka,NDS,1,Graçanicë
34,132,Lidhja Demokratike e Kosovës,LDK,152,Graçanicë
34,133,Naša Inicijativa,NAŠA,1,Graçanicë
34,134,Partia Demokratike e Kosovës,PDK,184,Graçanicë
34,135,Aleanca për Ardhmërinë e Kosovës,AAK,29,Graçanicë
34,136,Partia Liberale Egjiptiane,PLE,0,Graçanicë
34,137,Jedinstvena Goranska Partija,JGP,8,Graçanicë
34,138,FJALA,FJALA,0,Graçanicë
35,111,Iniciativa e Re Demokratike e Kosovës,IRDK,1,Ranillug
35,112,Kosova Demokratik Türk Partisi,KDTP,8,Ranillug
35,113,Koalicija VAKAT,VAKAT,0,Ranillug
35,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Ranillug
35,130,Partia e Ashkalinjëve për Integrim,PAI,0,Ranillug
35,131,Nova Demokratska Stranka,NDS,0,Ranillug
35,132,Lidhja Demokratike e Kosovës,LDK,18,Ranillug
35,133,Naša Inicijativa,NAŠA,0,Ranillug
35,134,Partia Demokratike e Kosovës,PDK,4,Ranillug
35,135,Aleanca për Ardhmërinë e Kosovës,AAK,2,Ranillug
35,136,Partia Liberale Egjiptiane,PLE,0,Ranillug
35,137,Jedinstvena Goranska Partija,JGP,0,Ranillug
35,138,FJALA,FJALA,0,Ranillug
35,124,Romani Iniciyativa,RI,1,Ranillug
35,125,Socialdemokratska Unija,SDU,0,Ranillug
35,126,Kosovaki Nevi Romani Partia,KNRP,1,Ranillug
35,127,Lëvizja VETËVENDOSJE!,LV,19,Ranillug
35,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,70,Ranillug
35,116,Lëvizja për Bashkëveprim,LpB,1,Ranillug
35,117,Partia Rome e Bashkuar e Kosovës,PREBK,1,Ranillug
35,118,Srpski Demokratski Savez,SDS,7,Ranillug
35,119,Srpska Lista,SL,1827,Ranillug
35,120,Partia Balliste,PB,3,Ranillug
35,121,Nisma Socialdemokrate,NISMA,2,Ranillug
35,122,Koalicija Zajeno,KZ,3,Ranillug
35,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,1,Ranillug
35,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Ranillug
35,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Ranillug
36,113,Koalicija VAKAT,VAKAT,0,Partesh
36,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Partesh
36,111,Iniciativa e Re Demokratike e Kosovës,IRDK,1,Partesh
36,112,Kosova Demokratik Türk Partisi,KDTP,6,Partesh
36,116,Lëvizja për Bashkëveprim,LpB,0,Partesh
36,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Partesh
36,118,Srpski Demokratski Savez,SDS,73,Partesh
36,119,Srpska Lista,SL,1706,Partesh
36,120,Partia Balliste,PB,3,Partesh
36,121,Nisma Socialdemokrate,NISMA,0,Partesh
36,122,Koalicija Zajeno,KZ,0,Partesh
36,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,4,Partesh
36,124,Romani Iniciyativa,RI,1,Partesh
36,125,Socialdemokratska Unija,SDU,0,Partesh
36,126,Kosovaki Nevi Romani Partia,KNRP,0,Partesh
36,127,Lëvizja VETËVENDOSJE!,LV,5,Partesh
36,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,12,Partesh
36,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Partesh
36,130,Partia e Ashkalinjëve për Integrim,PAI,0,Partesh
36,131,Nova Demokratska Stranka,NDS,0,Partesh
36,132,Lidhja Demokratike e Kosovës,LDK,1,Partesh
36,133,Naša Inicijativa,NAŠA,0,Partesh
36,134,Partia Demokratike e Kosovës,PDK,0,Partesh
36,135,Aleanca për Ardhmërinë e Kosovës,AAK,0,Partesh
36,136,Partia Liberale Egjiptiane,PLE,0,Partesh
36,137,Jedinstvena Goranska Partija,JGP,0,Partesh
36,138,FJALA,FJALA,0,Partesh
36,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Partesh
37,125,Socialdemokratska Unija,SDU,0,Kllokot
37,126,Kosovaki Nevi Romani Partia,KNRP,3,Kllokot
37,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,25,Kllokot
37,116,Lëvizja për Bashkëveprim,LpB,2,Kllokot
37,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Kllokot
37,118,Srpski Demokratski Savez,SDS,4,Kllokot
37,119,Srpska Lista,SL,685,Kllokot
37,120,Partia Balliste,PB,0,Kllokot
37,121,Nisma Socialdemokrate,NISMA,59,Kllokot
37,122,Koalicija Zajeno,KZ,1,Kllokot
37,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,0,Kllokot
37,124,Romani Iniciyativa,RI,0,Kllokot
37,111,Iniciativa e Re Demokratike e Kosovës,IRDK,0,Kllokot
37,112,Kosova Demokratik Türk Partisi,KDTP,1,Kllokot
37,113,Koalicija VAKAT,VAKAT,0,Kllokot
37,114,Yenilikçi Türk Hareket Partisi,YTHP,2,Kllokot
