id,Polling Center,Party_ID,Party,Acronym,Votes,Municipality
10,1027D,126,Kosovaki Nevi Romani Partia,KNRP,0,Kamenicë
10,1027D,127,Lëvizja VETËVENDOSJE!,LV,31,Kamenicë
10,1027D,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Kamenicë
10,1027D,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Kamenicë
10,1027D,130,Partia e Ashkalinjëve për Integrim,PAI,0,Kamenicë
10,1027D,131,Nova Demokratska Stranka,NDS,0,Kamenicë
10,1027D,132,Lidhja Demokratike e Kosovës,LDK,10,Kamenicë
10,1027D,133,Naša Inicijativa,NAŠA,0,Kamenicë
10,1027D,134,Partia Demokratike e Kosovës,PDK,6,Kamenicë
10,1027D,135,Aleanca për Ardhmërinë e Kosovës,AAK,13,Kamenicë
10,1027D,136,Partia Liberale Egjiptiane,PLE,0,Kamenicë
10,1027D,137,Jedinstvena Goranska Partija,JGP,0,Kamenicë
10,1027D,138,FJALA,FJALA,0,Kamenicë
10,1028D,111,Iniciativa e Re Demokratike e Kosovës,IRDK,0,Kamenicë
10,1028D,112,Kosova Demokratik Türk Partisi,KDTP,0,Kamenicë
10,1028D,113,Koalicija VAKAT,VAKAT,0,Kamenicë
10,1028D,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Kamenicë
10,1028D,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Kamenicë
10,1028D,116,Lëvizja për Bashkëveprim,LpB,0,Kamenicë
10,1028D,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Kamenicë
10,1028D,118,Srpski Demokratski Savez,SDS,0,Kamenicë
10,1028D,119,Srpska Lista,SL,0,Kamenicë
10,1028D,120,Partia Balliste,PB,0,Kamenicë
10,1028D,121,Nisma Socialdemokrate,NISMA,1,Kamenicë
10,1028D,122,Koalicija Zajeno,KZ,0,Kamenicë
10,1028D,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,0,Kamenicë
10,1028D,124,Romani Iniciyativa,RI,0,Kamenicë
10,1028D,125,Socialdemokratska Unija,SDU,0,Kamenicë
10,1028D,126,Kosovaki Nevi Romani Partia,KNRP,0,Kamenicë
10,1028D,127,Lëvizja VETËVENDOSJE!,LV,73,Kamenicë
10,1028D,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Kamenicë
10,1028D,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Kamenicë
10,1028D,130,Partia e Ashkalinjëve për Integrim,PAI,0,Kamenicë
10,1028D,131,Nova Demokratska Stranka,NDS,0,Kamenicë
10,1028D,132,Lidhja Demokratike e Kosovës,LDK,10,Kamenicë
10,1028D,133,Naša Inicijativa,NAŠA,0,Kamenicë
10,1028D,134,Partia Demokratike e Kosovës,PDK,16,Kamenicë
10,1028D,135,Aleanca për Ardhmërinë e Kosovës,AAK,20,Kamenicë
10,1028D,136,Partia Liberale Egjiptiane,PLE,0,Kamenicë
10,1028D,137,Jedinstvena Goranska Partija,JGP,0,Kamenicë
10,1028D,138,FJALA,FJALA,0,Kamenicë
10,1029D,111,Iniciativa e Re Demokratike e Kosovës,IRDK,2,Kamenicë
10,1029D,112,Kosova Demokratik Türk Partisi,KDTP,0,Kamenicë
10,1029D,113,Koalicija VAKAT,VAKAT,1,Kamenicë
10,1029D,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Kamenicë
10,1029D,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Kamenicë
10,1029D,116,Lëvizja për Bashkëveprim,LpB,0,Kamenicë
10,1029D,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Kamenicë
10,1029D,118,Srpski Demokratski Savez,SDS,0,Kamenicë
10,1029D,119,Srpska Lista,SL,0,Kamenicë
10,1029D,120,Partia Balliste,PB,0,Kamenicë
10,1029D,121,Nisma Socialdemokrate,NISMA,3,Kamenicë
10,1029D,122,Koalicija Zajeno,KZ,0,Kamenicë
10,1029D,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,0,Kamenicë
10,1029D,124,Romani Iniciyativa,RI,0,Kamenicë
10,1029D,125,Socialdemokratska Unija,SDU,0,Kamenicë
10,1029D,126,Kosovaki Nevi Romani Partia,KNRP,0,Kamenicë
10,1029D,127,Lëvizja VETËVENDOSJE!,LV,208,Kamenicë
10,1029D,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Kamenicë
10,1029D,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Kamenicë
10,1029D,130,Partia e Ashkalinjëve për Integrim,PAI,0,Kamenicë
10,1029D,131,Nova Demokratska Stranka,NDS,0,Kamenicë
10,1029D,132,Lidhja Demokratike e Kosovës,LDK,62,Kamenicë
10,1029D,133,Naša Inicijativa,NAŠA,1,Kamenicë
10,1029D,134,Partia Demokratike e Kosovës,PDK,116,Kamenicë
10,1029D,135,Aleanca për Ardhmërinë e Kosovës,AAK,40,Kamenicë
10,1029D,136,Partia Liberale Egjiptiane,PLE,0,Kamenicë
10,1029D,137,Jedinstvena Goranska Partija,JGP,0,Kamenicë
10,1029D,138,FJALA,FJALA,3,Kamenicë
10,1030D,111,Iniciativa e Re Demokratike e Kosovës,IRDK,0,Kamenicë
10,1030D,112,Kosova Demokratik Türk Partisi,KDTP,0,Kamenicë
10,1030D,113,Koalicija VAKAT,VAKAT,2,Kamenicë
10,1030D,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Kamenicë
10,1030D,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Kamenicë
10,1030D,116,Lëvizja për Bashkëveprim,LpB,0,Kamenicë
10,1030D,117,Partia Rome e Bashkuar e Kosovës,PREBK,2,Kamenicë
10,1030D,118,Srpski Demokratski Savez,SDS,0,Kamenicë
10,1030D,119,Srpska Lista,SL,0,Kamenicë
10,1030D,120,Partia Balliste,PB,0,Kamenicë
10,1030D,121,Nisma Socialdemokrate,NISMA,17,Kamenicë
10,1030D,122,Koalicija Zajeno,KZ,0,Kamenicë
10,1030D,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,1,Kamenicë
10,1030D,124,Romani Iniciyativa,RI,1,Kamenicë
10,1030D,125,Socialdemokratska Unija,SDU,0,Kamenicë
10,1030D,126,Kosovaki Nevi Romani Partia,KNRP,0,Kamenicë
10,1030D,127,Lëvizja VETËVENDOSJE!,LV,368,Kamenicë
10,1030D,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Kamenicë
10,1030D,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Kamenicë
10,1030D,130,Partia e Ashkalinjëve për Integrim,PAI,0,Kamenicë
10,1030D,131,Nova Demokratska Stranka,NDS,0,Kamenicë
10,1030D,132,Lidhja Demokratike e Kosovës,LDK,97,Kamenicë
10,1030D,133,Naša Inicijativa,NAŠA,0,Kamenicë
10,1030D,134,Partia Demokratike e Kosovës,PDK,136,Kamenicë
10,1030D,135,Aleanca për Ardhmërinë e Kosovës,AAK,54,Kamenicë
10,1030D,136,Partia Liberale Egjiptiane,PLE,0,Kamenicë
10,1030D,137,Jedinstvena Goranska Partija,JGP,0,Kamenicë
10,1030D,138,FJALA,FJALA,0,Kamenicë
10,1031D,111,Iniciativa e Re Demokratike e Kosovës,IRDK,0,Kamenicë
10,1031D,112,Kosova Demokratik Türk Partisi,KDTP,1,Kamenicë
10,1031D,113,Koalicija VAKAT,VAKAT,0,Kamenicë
10,1031D,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Kamenicë
10,1031D,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,1,Kamenicë
10,1031D,116,Lëvizja për Bashkëveprim,LpB,1,Kamenicë
10,1031D,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Kamenicë
10,1031D,118,Srpski Demokratski Savez,SDS,0,Kamenicë
10,1031D,119,Srpska Lista,SL,0,Kamenicë
10,1031D,120,Partia Balliste,PB,0,Kamenicë
10,1031D,121,Nisma Socialdemokrate,NISMA,23,Kamenicë
10,1031D,122,Koalicija Zajeno,KZ,0,Kamenicë
10,1031D,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,1,Kamenicë
10,1031D,124,Romani Iniciyativa,RI,0,Kamenicë
10,1031D,125,Socialdemokratska Unija,SDU,0,Kamenicë
10,1031D,126,Kosovaki Nevi Romani Partia,KNRP,0,Kamenicë
10,1031D,127,Lëvizja VETËVENDOSJE!,LV,201,Kamenicë
10,1031D,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Kamenicë
10,1031D,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Kamenicë
10,1031D,130,Partia e Ashkalinjëve për Integrim,PAI,0,Kamenicë
10,1031D,131,Nova Demokratska Stranka,NDS,0,Kamenicë
10,1031D,132,Lidhja Demokratike e Kosovës,LDK,50,Kamenicë
10,1031D,133,Naša Inicijativa,NAŠA,0,Kamenicë
10,1031D,134,Partia Demokratike e Kosovës,PDK,9,Kamenicë
10,1031D,135,Aleanca për Ardhmërinë e Kosovës,AAK,14,Kamenicë
10,1031D,136,Partia Liberale Egjiptiane,PLE,0,Kamenicë
10,1031D,137,Jedinstvena Goranska Partija,JGP,0,Kamenicë
10,1031D,138,FJALA,FJALA,0,Kamenicë
10,1032D,111,Iniciativa e Re Demokratike e Kosovës,IRDK,0,Kamenicë
10,1032D,112,Kosova Demokratik Türk Partisi,KDTP,0,Kamenicë
10,1032D,113,Koalicija VAKAT,VAKAT,0,Kamenicë
10,1032D,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Kamenicë
10,1032D,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Kamenicë
10,1032D,116,Lëvizja për Bashkëveprim,LpB,0,Kamenicë
10,1032D,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Kamenicë
10,1032D,118,Srpski Demokratski Savez,SDS,0,Kamenicë
10,1032D,119,Srpska Lista,SL,0,Kamenicë
10,1032D,120,Partia Balliste,PB,0,Kamenicë
10,1032D,121,Nisma Socialdemokrate,NISMA,15,Kamenicë
10,1032D,122,Koalicija Zajeno,KZ,0,Kamenicë
10,1032D,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,0,Kamenicë
10,1032D,124,Romani Iniciyativa,RI,0,Kamenicë
10,1032D,125,Socialdemokratska Unija,SDU,0,Kamenicë
10,1032D,126,Kosovaki Nevi Romani Partia,KNRP,0,Kamenicë
10,1032D,127,Lëvizja VETËVENDOSJE!,LV,441,Kamenicë
10,1032D,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Kamenicë
10,1032D,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Kamenicë
10,1032D,130,Partia e Ashkalinjëve për Integrim,PAI,0,Kamenicë
10,1032D,131,Nova Demokratska Stranka,NDS,0,Kamenicë
10,1032D,132,Lidhja Demokratike e Kosovës,LDK,100,Kamenicë
10,1032D,133,Naša Inicijativa,NAŠA,0,Kamenicë
10,1032D,134,Partia Demokratike e Kosovës,PDK,42,Kamenicë
10,1032D,135,Aleanca për Ardhmërinë e Kosovës,AAK,43,Kamenicë
10,1032D,136,Partia Liberale Egjiptiane,PLE,0,Kamenicë
10,1032D,137,Jedinstvena Goranska Partija,JGP,0,Kamenicë
10,1032D,138,FJALA,FJALA,0,Kamenicë
10,BM110,111,Iniciativa e Re Demokratike e Kosovës,IRDK,0,Kamenicë
10,BM110,112,Kosova Demokratik Türk Partisi,KDTP,0,Kamenicë
10,BM110,113,Koalicija VAKAT,VAKAT,0,Kamenicë
10,BM110,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Kamenicë
10,BM110,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Kamenicë
10,BM110,116,Lëvizja për Bashkëveprim,LpB,0,Kamenicë
10,BM110,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Kamenicë
10,BM110,118,Srpski Demokratski Savez,SDS,0,Kamenicë
10,BM110,119,Srpska Lista,SL,0,Kamenicë
10,BM110,120,Partia Balliste,PB,0,Kamenicë
10,BM110,121,Nisma Socialdemokrate,NISMA,1,Kamenicë
10,BM110,122,Koalicija Zajeno,KZ,0,Kamenicë
10,BM110,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,0,Kamenicë
10,BM110,124,Romani Iniciyativa,RI,0,Kamenicë
10,BM110,125,Socialdemokratska Unija,SDU,0,Kamenicë
10,BM110,126,Kosovaki Nevi Romani Partia,KNRP,1,Kamenicë
10,BM110,127,Lëvizja VETËVENDOSJE!,LV,1417,Kamenicë
10,BM110,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Kamenicë
10,BM110,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Kamenicë
10,BM110,130,Partia e Ashkalinjëve për Integrim,PAI,0,Kamenicë
10,BM110,131,Nova Demokratska Stranka,NDS,0,Kamenicë
10,BM110,132,Lidhja Demokratike e Kosovës,LDK,134,Kamenicë
10,BM110,133,Naša Inicijativa,NAŠA,0,Kamenicë
10,BM110,134,Partia Demokratike e Kosovës,PDK,54,Kamenicë
10,BM110,135,Aleanca për Ardhmërinë e Kosovës,AAK,17,Kamenicë
10,BM110,136,Partia Liberale Egjiptiane,PLE,0,Kamenicë
10,BM110,137,Jedinstvena Goranska Partija,JGP,0,Kamenicë
10,BM110,138,FJALA,FJALA,2,Kamenicë
10,CB110,111,Iniciativa e Re Demokratike e Kosovës,IRDK,0,Kamenicë
10,CB110,112,Kosova Demokratik Türk Partisi,KDTP,0,Kamenicë
10,CB110,113,Koalicija VAKAT,VAKAT,0,Kamenicë
10,CB110,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Kamenicë
10,CB110,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,59,Kamenicë
10,CB110,116,Lëvizja për Bashkëveprim,LpB,0,Kamenicë
10,CB110,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Kamenicë
10,CB110,118,Srpski Demokratski Savez,SDS,0,Kamenicë
10,CB110,119,Srpska Lista,SL,26,Kamenicë
10,CB110,120,Partia Balliste,PB,0,Kamenicë
10,CB110,121,Nisma Socialdemokrate,NISMA,14,Kamenicë
10,CB110,122,Koalicija Zajeno,KZ,0,Kamenicë
10,CB110,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,1,Kamenicë
10,CB110,124,Romani Iniciyativa,RI,5,Kamenicë
10,CB110,125,Socialdemokratska Unija,SDU,1,Kamenicë
10,CB110,126,Kosovaki Nevi Romani Partia,KNRP,1,Kamenicë
10,CB110,127,Lëvizja VETËVENDOSJE!,LV,257,Kamenicë
10,CB110,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,2,Kamenicë
10,CB110,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Kamenicë
10,CB110,130,Partia e Ashkalinjëve për Integrim,PAI,0,Kamenicë
10,CB110,131,Nova Demokratska Stranka,NDS,1,Kamenicë
10,CB110,132,Lidhja Demokratike e Kosovës,LDK,56,Kamenicë
10,CB110,133,Naša Inicijativa,NAŠA,0,Kamenicë
10,CB110,134,Partia Demokratike e Kosovës,PDK,47,Kamenicë
10,CB110,135,Aleanca për Ardhmërinë e Kosovës,AAK,23,Kamenicë
10,CB110,136,Partia Liberale Egjiptiane,PLE,0,Kamenicë
10,CB110,137,Jedinstvena Goranska Partija,JGP,1,Kamenicë
10,CB110,138,FJALA,FJALA,0,Kamenicë
10,1007D,119,Srpska Lista,SL,0,Kamenicë
10,1007D,120,Partia Balliste,PB,0,Kamenicë
10,1007D,121,Nisma Socialdemokrate,NISMA,8,Kamenicë
10,1007D,122,Koalicija Zajeno,KZ,0,Kamenicë
10,1007D,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,0,Kamenicë
10,1007D,124,Romani Iniciyativa,RI,0,Kamenicë
10,1007D,125,Socialdemokratska Unija,SDU,0,Kamenicë
10,1007D,113,Koalicija VAKAT,VAKAT,0,Kamenicë
10,1007D,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Kamenicë
10,1007D,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Kamenicë
10,1007D,116,Lëvizja për Bashkëveprim,LpB,0,Kamenicë
10,1007D,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Kamenicë
10,1007D,118,Srpski Demokratski Savez,SDS,0,Kamenicë
10,1007D,132,Lidhja Demokratike e Kosovës,LDK,4,Kamenicë
10,1007D,133,Naša Inicijativa,NAŠA,0,Kamenicë
10,1007D,134,Partia Demokratike e Kosovës,PDK,2,Kamenicë
10,1007D,135,Aleanca për Ardhmërinë e Kosovës,AAK,12,Kamenicë
10,1007D,136,Partia Liberale Egjiptiane,PLE,0,Kamenicë
10,1007D,137,Jedinstvena Goranska Partija,JGP,0,Kamenicë
10,1007D,138,FJALA,FJALA,0,Kamenicë
10,1007D,126,Kosovaki Nevi Romani Partia,KNRP,0,Kamenicë
10,1007D,127,Lëvizja VETËVENDOSJE!,LV,36,Kamenicë
10,1007D,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Kamenicë
10,1007D,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Kamenicë
10,1007D,130,Partia e Ashkalinjëve për Integrim,PAI,0,Kamenicë
10,1007D,131,Nova Demokratska Stranka,NDS,0,Kamenicë
10,1008D,112,Kosova Demokratik Türk Partisi,KDTP,0,Kamenicë
10,1008D,111,Iniciativa e Re Demokratike e Kosovës,IRDK,0,Kamenicë
11,1101B,112,Kosova Demokratik Türk Partisi,KDTP,0,Mitrovicë
11,1101B,113,Koalicija VAKAT,VAKAT,1,Mitrovicë
11,1101B,111,Iniciativa e Re Demokratike e Kosovës,IRDK,0,Mitrovicë
11,1101B,116,Lëvizja për Bashkëveprim,LpB,0,Mitrovicë
11,1101B,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Mitrovicë
11,1101B,114,Yenilikçi Türk Hareket Partisi,YTHP,0,Mitrovicë
11,1101B,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Mitrovicë
11,1102B,118,Srpski Demokratski Savez,SDS,1,Mitrovicë
11,1102B,119,Srpska Lista,SL,0,Mitrovicë
11,1102B,120,Partia Balliste,PB,0,Mitrovicë
11,1102B,121,Nisma Socialdemokrate,NISMA,52,Mitrovicë
11,1102B,122,Koalicija Zajeno,KZ,2,Mitrovicë
11,1102B,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,6,Mitrovicë
11,1102B,124,Romani Iniciyativa,RI,4,Mitrovicë
11,1102B,125,Socialdemokratska Unija,SDU,4,Mitrovicë
11,1102B,126,Kosovaki Nevi Romani Partia,KNRP,3,Mitrovicë
11,1102B,127,Lëvizja VETËVENDOSJE!,LV,3306,Mitrovicë
11,1102B,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,9,Mitrovicë
11,1102B,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,19,Mitrovicë
11,1101B,118,Srpski Demokratski Savez,SDS,1,Mitrovicë
11,1101B,119,Srpska Lista,SL,1,Mitrovicë
11,1101B,120,Partia Balliste,PB,0,Mitrovicë
11,1101B,121,Nisma Socialdemokrate,NISMA,13,Mitrovicë
11,1101B,122,Koalicija Zajeno,KZ,0,Mitrovicë
11,1101B,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,3,Mitrovicë
11,1101B,124,Romani Iniciyativa,RI,0,Mitrovicë
11,1101B,125,Socialdemokratska Unija,SDU,0,Mitrovicë
11,1101B,126,Kosovaki Nevi Romani Partia,KNRP,0,Mitrovicë
11,1101B,127,Lëvizja VETËVENDOSJE!,LV,928,Mitrovicë
11,1101B,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,0,Mitrovicë
11,1101B,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,0,Mitrovicë
11,1101B,130,Partia e Ashkalinjëve për Integrim,PAI,0,Mitrovicë
11,1101B,131,Nova Demokratska Stranka,NDS,0,Mitrovicë
11,1101B,132,Lidhja Demokratike e Kosovës,LDK,102,Mitrovicë
11,1101B,133,Naša Inicijativa,NAŠA,0,Mitrovicë
11,1101B,134,Partia Demokratike e Kosovës,PDK,227,Mitrovicë
11,1101B,135,Aleanca për Ardhmërinë e Kosovës,AAK,9,Mitrovicë
11,1101B,136,Partia Liberale Egjiptiane,PLE,0,Mitrovicë
11,1101B,137,Jedinstvena Goranska Partija,JGP,0,Mitrovicë
11,1101B,138,FJALA,FJALA,1,Mitrovicë
11,1102B,111,Iniciativa e Re Demokratike e Kosovës,IRDK,10,Mitrovicë
11,1102B,112,Kosova Demokratik Türk Partisi,KDTP,37,Mitrovicë
11,1102B,113,Koalicija VAKAT,VAKAT,4,Mitrovicë
11,1102B,114,Yenilikçi Türk Hareket Partisi,YTHP,3,Mitrovicë
11,1102B,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,6,Mitrovicë
11,1102B,116,Lëvizja për Bashkëveprim,LpB,15,Mitrovicë
11,1102B,117,Partia Rome e Bashkuar e Kosovës,PREBK,5,Mitrovicë
11,1102X,130,Partia e Ashkalinjëve për Integrim,PAI,0,Mitrovicë
11,1102X,131,Nova Demokratska Stranka,NDS,1,Mitrovicë
11,1102X,132,Lidhja Demokratike e Kosovës,LDK,266,Mitrovicë
11,1102X,133,Naša Inicijativa,NAŠA,1,Mitrovicë
11,1102X,134,Partia Demokratike e Kosovës,PDK,1259,Mitrovicë
11,1102X,135,Aleanca për Ardhmërinë e Kosovës,AAK,70,Mitrovicë
11,1102X,136,Partia Liberale Egjiptiane,PLE,0,Mitrovicë
11,1102X,137,Jedinstvena Goranska Partija,JGP,1,Mitrovicë
11,1102X,138,FJALA,FJALA,10,Mitrovicë
11,1103B,111,Iniciativa e Re Demokratike e Kosovës,IRDK,4,Mitrovicë
11,1103B,112,Kosova Demokratik Türk Partisi,KDTP,2,Mitrovicë
11,1103B,113,Koalicija VAKAT,VAKAT,2,Mitrovicë
11,1102B,130,Partia e Ashkalinjëve për Integrim,PAI,2,Mitrovicë
11,1102B,131,Nova Demokratska Stranka,NDS,15,Mitrovicë
11,1102B,132,Lidhja Demokratike e Kosovës,LDK,300,Mitrovicë
11,1102B,133,Naša Inicijativa,NAŠA,1,Mitrovicë
11,1102B,134,Partia Demokratike e Kosovës,PDK,1526,Mitrovicë
11,1102B,135,Aleanca për Ardhmërinë e Kosovës,AAK,74,Mitrovicë
11,1102B,136,Partia Liberale Egjiptiane,PLE,0,Mitrovicë
11,1102B,137,Jedinstvena Goranska Partija,JGP,0,Mitrovicë
11,1102B,138,FJALA,FJALA,17,Mitrovicë
11,1102X,111,Iniciativa e Re Demokratike e Kosovës,IRDK,4,Mitrovicë
11,1102X,112,Kosova Demokratik Türk Partisi,KDTP,28,Mitrovicë
11,1102X,113,Koalicija VAKAT,VAKAT,7,Mitrovicë
11,1102X,114,Yenilikçi Türk Hareket Partisi,YTHP,3,Mitrovicë
11,1102X,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,2,Mitrovicë
11,1102X,116,Lëvizja për Bashkëveprim,LpB,13,Mitrovicë
11,1102X,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Mitrovicë
11,1102X,118,Srpski Demokratski Savez,SDS,0,Mitrovicë
11,1102X,119,Srpska Lista,SL,0,Mitrovicë
11,1102X,120,Partia Balliste,PB,0,Mitrovicë
11,1102X,121,Nisma Socialdemokrate,NISMA,47,Mitrovicë
11,1102X,122,Koalicija Zajeno,KZ,2,Mitrovicë
11,1102X,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,5,Mitrovicë
11,1102X,124,Romani Iniciyativa,RI,3,Mitrovicë
11,1102X,125,Socialdemokratska Unija,SDU,2,Mitrovicë
11,1102X,126,Kosovaki Nevi Romani Partia,KNRP,5,Mitrovicë
11,1102X,127,Lëvizja VETËVENDOSJE!,LV,3084,Mitrovicë
11,1102X,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,7,Mitrovicë
11,1102X,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,15,Mitrovicë
11,1104B,114,Yenilikçi Türk Hareket Partisi,YTHP,4,Mitrovicë
11,1104B,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Mitrovicë
11,1104B,116,Lëvizja për Bashkëveprim,LpB,5,Mitrovicë
11,1104B,117,Partia Rome e Bashkuar e Kosovës,PREBK,1,Mitrovicë
11,1104B,118,Srpski Demokratski Savez,SDS,0,Mitrovicë
11,1104B,119,Srpska Lista,SL,0,Mitrovicë
11,1104B,120,Partia Balliste,PB,0,Mitrovicë
11,1104B,121,Nisma Socialdemokrate,NISMA,26,Mitrovicë
11,1104B,122,Koalicija Zajeno,KZ,3,Mitrovicë
11,1104B,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,8,Mitrovicë
11,1104B,124,Romani Iniciyativa,RI,0,Mitrovicë
11,1104B,125,Socialdemokratska Unija,SDU,3,Mitrovicë
11,1104B,126,Kosovaki Nevi Romani Partia,KNRP,2,Mitrovicë
11,1104B,127,Lëvizja VETËVENDOSJE!,LV,2014,Mitrovicë
11,1104B,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,3,Mitrovicë
11,1104B,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,11,Mitrovicë
11,1104B,130,Partia e Ashkalinjëve për Integrim,PAI,0,Mitrovicë
11,1104B,131,Nova Demokratska Stranka,NDS,4,Mitrovicë
11,1104B,132,Lidhja Demokratike e Kosovës,LDK,244,Mitrovicë
11,1104B,133,Naša Inicijativa,NAŠA,4,Mitrovicë
11,1104B,134,Partia Demokratike e Kosovës,PDK,870,Mitrovicë
11,1104B,135,Aleanca për Ardhmërinë e Kosovës,AAK,71,Mitrovicë
11,1104B,136,Partia Liberale Egjiptiane,PLE,0,Mitrovicë
11,1104B,137,Jedinstvena Goranska Partija,JGP,3,Mitrovicë
11,1104B,138,FJALA,FJALA,7,Mitrovicë
11,1105B,111,Iniciativa e Re Demokratike e Kosovës,IRDK,10,Mitrovicë
11,1105B,112,Kosova Demokratik Türk Partisi,KDTP,5,Mitrovicë
11,1105B,113,Koalicija VAKAT,VAKAT,5,Mitrovicë
11,1105B,114,Yenilikçi Türk Hareket Partisi,YTHP,1,Mitrovicë
11,1105B,115,Gi Za Slobodu Pravdu i Opstanak,GI SPO,0,Mitrovicë
11,1105B,116,Lëvizja për Bashkëveprim,LpB,1,Mitrovicë
11,1105B,117,Partia Rome e Bashkuar e Kosovës,PREBK,0,Mitrovicë
11,1105B,118,Srpski Demokratski Savez,SDS,0,Mitrovicë
11,1105B,119,Srpska Lista,SL,0,Mitrovicë
11,1105B,120,Partia Balliste,PB,0,Mitrovicë
11,1105B,121,Nisma Socialdemokrate,NISMA,26,Mitrovicë
11,1105B,122,Koalicija Zajeno,KZ,0,Mitrovicë
11,1105B,123,Lëvizja Përparimtare e Romëve të Kosovës,LPRK,1,Mitrovicë
11,1105B,124,Romani Iniciyativa,RI,0,Mitrovicë
11,1105B,125,Socialdemokratska Unija,SDU,1,Mitrovicë
11,1105B,126,Kosovaki Nevi Romani Partia,KNRP,2,Mitrovicë
11,1105B,127,Lëvizja VETËVENDOSJE!,LV,1387,Mitrovicë
11,1105B,128,Partia Demokratike e Ashkanlive të Kosovës,PDAK,1,Mitrovicë
11,1105B,129,Ujedinjena Zajednica - Adrijana Hodžić,UZ-AH,2,Mitrovicë
11,1105B,130,Partia e Ashkalinjëve për Integrim,PAI,0,Mitrovicë
11,1105B,131,Nova Demokratska Stranka,NDS,0,Mitrovicë
11,1105B,132,Lidhja Demokratike e Kosovës,LDK,90,Mitrovicë
