Candidate,Gender,Party_ID,Party,Acronym,Votes
IZET SHALA,M,149,ALEANCA KOSOVA E RE,AKR,15
IZET TAHIRI,M,144,LËVIZJA VETËVENDOSJE!,LVV,300
IZET THAQI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,78
IZET VELIJA,M,123,KOALICIJA VAKAT,VAKAT,151
IZET ZEQIRI,M,140,LËVIZJA PËR BASHKIM,LB,10
IZMI ZEKA,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,261
JADRANKA NIKOLIC,F,147,SRPSKA LISTA,SL,563
JAHIR ALIJA,M,165,INICIATIVA QYTETARE GREEN PËR DRENAS,GPD,35
JAHIR DEMAKU,M,189,"INICIATIVA QYTETARE ""MITROVICA""",IQM,29
JAHIR HAJDARI,M,182,DEMOKRATËT PËR DRENASIN,DD,228
JAHIR KAMBERI,M,144,LËVIZJA VETËVENDOSJE!,LVV,30
JAHIR XHYLIQI,M,119,NISMA SOCIALDEMOKRATE,NISMA,385
JAHUSH KRASNIQI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,261
JAKUP DEMIRI,5,144,LËVIZJA VETËVENDOSJE!,LVV,5188
JALDEZ UKA,F,119,NISMA SOCIALDEMOKRATE,NISMA,0
JANUZ FEJZA,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,141
JASER HALIMI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,7
JASHAR BYTYCI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,71
JASHAR GASHI,M,118,INICIATIVA PËR FUSHË KOSOVË EGJIPTIAN,IFKEA,12
JASHAR SEJFIJAJ,M,102,BALLI KOMBËTAR I KOSOVËS,BKK,186
JASMIN ELEZI,M,150,NOVA DEMOKRATSKA STRANKA,NDS,20
JASMINA ADEMI,F,118,INICIATIVA PËR FUSHË KOSOVË EGJIPTIAN,IFKEA,0
JASMINA SAITI,F,179,NAŠA INICIJATIVA,NAŠA,14
JASMINA SAVIC,F,147,SRPSKA LISTA,SL,402
JASNA MILOVANOVIC,F,147,SRPSKA LISTA,SL,5
JEHONA ABDULLAHU-DABIQAJ,F,144,LËVIZJA VETËVENDOSJE!,LVV,54
JEHONA MAHMUTI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,89
JEHONA MALIQI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,302
JEHONA MUSTAFA-KRASNIQI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,211
JEHONA QERIMI,F,113,LISTA E PAVARUR BEKIM JASHARI,BJ,146
JEHONA RRAFSHI,F,119,NISMA SOCIALDEMOKRATE,NISMA,510
JEHONA SHALA,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,87
JEHONE MEHMETUKAJ,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,116
JELENA BUKELIC,F,187,GI SRPSKA NARODNA SLOGA,GI SNS,17
JELENA DIMITRIJEVIC,F,147,SRPSKA LISTA,SL,128
JELENA MILOVANOVIC-MASIC,F,147,SRPSKA LISTA,SL,0
JELENA NIKIC,F,147,SRPSKA LISTA,SL,273
JELENA SEDLAREVIC,F,147,SRPSKA LISTA,SL,164
JELENA TIJANIC,F,147,SRPSKA LISTA,SL,8
JEMIN THAQI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,159
JENUZ KOLLANI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,227
JETA RAFUNA-HASANI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,659
JETMIR AJDINI,M,144,LËVIZJA VETËVENDOSJE!,LVV,262
JETMIR BERISHA,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,295
JETMIR DURMISHI,M,144,LËVIZJA VETËVENDOSJE!,LVV,173
JETMIR PREKALLA,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,115
JETMIRA BARDHAJ,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,210
JETMIRA LAHI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,27
JETMIRE IBRAHIMI,F,144,LËVIZJA VETËVENDOSJE!,LVV,36
JETON ASANI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,19
JETON BAJRAMI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,179
JETON BAKU,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,126
JETON BELLAINA,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,82
JETON BIQKAJ,2,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,2346
JETON DERNJANI,M,144,LËVIZJA VETËVENDOSJE!,LVV,111
JETON ELSHANI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,129
JETON GJAKA,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,290
JETON HAJDARI,M,149,ALEANCA KOSOVA E RE,AKR,43
JETON HAVOLLI,M,144,LËVIZJA VETËVENDOSJE!,LVV,321
JETON HOTI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,119
JETON HOTI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,278
JETON JASHARI,M,118,INICIATIVA PËR FUSHË KOSOVË EGJIPTIAN,IFKEA,5
JETON KADRIJAJ,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,101
JETON KURSHUMLIU,M,167,PARTIA URA,URA,2
JETON MJEKIQI,M,109,INICIATIVA QYTETARE PËR OBILIQ,IQO,453
JETON RRAHMANI,M,144,LËVIZJA VETËVENDOSJE!,LVV,9
JETON RRAKAQI,3,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,3659
JETON SHALA,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,366
JETON SPAHIJA,M,119,NISMA SOCIALDEMOKRATE,NISMA,11
JETON UJKANI,1,146,FORCA E DIASPORËS,FED,1040
JETON ZENELI,M,144,LËVIZJA VETËVENDOSJE!,LVV,358
JON DERGUTI,M,119,NISMA SOCIALDEMOKRATE,NISMA,63
JON ZOGAJ,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,19
JONA ARIFI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,136
JONILA DOBRUNA-RRACI,F,142,PARTIA E DREJTËSISË,PD,19
JONUZ SALIHAJ,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,180
JORGOVANKA RISTIC,F,147,SRPSKA LISTA,SL,135
JOSIP DEDAJ,M,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,PSHDK,234
JOSIP TOPLANAJ,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,38
JOVAN DURICIC,M,147,SRPSKA LISTA,SL,196
JOVAN STOJANOVIC,M,161,NARODNA SLOGA,NS,15
JOVANA FILIPOVIC,F,161,NARODNA SLOGA,NS,8
JOVANA NOJKIC,F,187,GI SRPSKA NARODNA SLOGA,GI SNS,14
JOVANA STANKOVIC,F,147,SRPSKA LISTA,SL,402
JUGOSLAV JOVANOVIC,M,115,JUGOSLAV JOVANOVIĆ,JJ,28
JUSUF ASLLANI,M,144,LËVIZJA VETËVENDOSJE!,LVV,23
JUSUF ELEZI,M,123,KOALICIJA VAKAT,VAKAT,9
JUSUF OSMANI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,325
KADIME BERISHA,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,233
KADIR HUSEYIN,M,103,KOSOVA DEMOKRATİK TÜRK PARTİSİ,KDTP,756
KADIRE SADIKU,F,122,INICIATIVA QYTETARE PROGRESI PËR SKËNDERAJ,IQP,0
KADRI EMINI,1,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,1353
KADRI KRIVENJEVA,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,323
KADRI LIMANI,M,186,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,PDAK,95
KADRI SHALAKU,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,135
KADRI SYLA,M,119,NISMA SOCIALDEMOKRATE,NISMA,17
KADRIJE BERISHA,F,119,NISMA SOCIALDEMOKRATE,NISMA,52
KADRIJE LIKA-TRONI,F,144,LËVIZJA VETËVENDOSJE!,LVV,281
KAJTAZ BERISHA,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,183
KALTRINA ADEMAJ,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,121
KALTRINA ALIU,F,164,REFORMIMI DEMOKRATIK PËR FERIZAJN,RDF,46
KALTRINA BEQIRI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,47
KALTRINA BUNJAKU,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,111
KALTRINA DEMA,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,24
KALTRINA FAZLIU-SELIMI,F,149,ALEANCA KOSOVA E RE,AKR,120
KALTRINA GASHI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,19
KALTRINA GRUDA,F,144,LËVIZJA VETËVENDOSJE!,LVV,17
KALTRINA HALILAJ,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,17
KALTRINA HAZIRI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,92
KALTRINA HYSENI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,114
KALTRINA KODRA,F,144,LËVIZJA VETËVENDOSJE!,LVV,168
KALTRINA KRASNIQI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,49
KALTRINA LAJQI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,215
KALTRINA MILICI,F,144,LËVIZJA VETËVENDOSJE!,LVV,66
KALTRINA MISINI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,4
KALTRINA MORINA,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,103
KALTRINA SHERIFI,F,119,NISMA SOCIALDEMOKRATE,NISMA,47
KALTRINA VESELI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,5
KALTRINA ZEQIRI,F,144,LËVIZJA VETËVENDOSJE!,LVV,53
KALTRINA ZHERKA,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,7
KALTRINE DEMIRI,F,144,LËVIZJA VETËVENDOSJE!,LVV,133
KALTRINE MAKA-JAKUPI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,78
KAMER KAMBERI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,29
KARAFIDIN KUKA,M,143,JEDINSTVENA GORANSKA PARTIJA,JGP,7
KARANFIL HAXHILLARI,16,144,LËVIZJA VETËVENDOSJE!,LVV,16469
KASIB BASHOTA,M,144,LËVIZJA VETËVENDOSJE!,LVV,512
KASIM QAFLESHI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,17
KASTRIOT ALUSHANI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,23
KASTRIOT BERISHA,1,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,1028
KASTRIOT BERISHA,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,9
KASTRIOT HALILI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,191
KASTRIOT KABASHI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,23
KASTRIOT KAQKINI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,0
KASTRIOT KRASNIQI,M,144,LËVIZJA VETËVENDOSJE!,LVV,64
KASTRIOT KRASNIQI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,647
KASTRIOT MEHMETI,M,144,LËVIZJA VETËVENDOSJE!,LVV,64
KASTRIOT SHEHU,M,144,LËVIZJA VETËVENDOSJE!,LVV,5
KASTRIOT SHEMA,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,43
KATANA GACAFERI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,69
KATARINA ADANCIC,F,147,SRPSKA LISTA,SL,53
KEFSERE LEKAJ,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,128
KEMAJL GEGOLLAJ,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,472
KEMAL MURSELI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,356
KIMETE KUKA-HASALLARI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,115
KIMETE PACARADA,F,149,ALEANCA KOSOVA E RE,AKR,29
KJANI SALLAHU,M,144,LËVIZJA VETËVENDOSJE!,LVV,130
KLEMENTINA KELMENDI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,5
KLEMENTINA PRENKAJ,F,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,PSHDK,17
KOLA PRENAJ,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,227
KOLE PERKOLA,M,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,PSHDK,18
KORAB KRASNIQI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,142
KORAB SUMIQI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,23
KORAB ZHUGOLLI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,263
KOSOVAR ALIJA,M,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,PSHDK,359
KOSOVARE GERBESHI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,15
KOSOVARE GJEVUKAJ,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,62
KOSOVARE HALILAJ-KARAXHA,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,90
KOSOVARE KOKOLLARI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,108
KOSOVARE KRASNIQI,F,119,NISMA SOCIALDEMOKRATE,NISMA,0
KOSOVARE MURTEZAJ,F,113,LISTA E PAVARUR BEKIM JASHARI,BJ,92
KOSTA BELOSEVIC,M,147,SRPSKA LISTA,SL,39
KRENAR AVDIU,M,116,INICIATIVA QYTETARE PËR SKENDERAJ,IQS,0
KRENAR DUMANI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,360
KRENAR XHAFERI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,641
KRENARE BUSHAJ,F,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,PSHDK,171
KRENARE FEKA,F,144,LËVIZJA VETËVENDOSJE!,LVV,41
KRENARE HASANI,F,144,LËVIZJA VETËVENDOSJE!,LVV,105
KRENARE LATIFI KQIKU,F,144,LËVIZJA VETËVENDOSJE!,LVV,495
KRENARE MAVRIQI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,123
KRENARE RAMADANI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,34
KRESHNIK ALIJAJ,M,144,LËVIZJA VETËVENDOSJE!,LVV,459
KRESHNIK DASHI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,60
KRESHNIK ELSHANI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,77
KRESHNIK HUSAJ,M,112,PARTIA DEMOKRATIKE E UNITETIT,PDU,69
KRESHNIK IBRAHIMI,M,146,FORCA E DIASPORËS,FED,1
KRESHNIK KELMENDI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,181
KRESHNIK KOKOLLARI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,190
KRESHNIK REXHEPI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,33
KRISTIAN PUKAJ,M,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,PSHDK,8
KRISTINA GJEVELEKAJ,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,42
KRISTINA VESIC,F,187,GI SRPSKA NARODNA SLOGA,GI SNS,46
KRON SALIHU,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,117
KRSTO MILOSAVLJEVIC,M,147,SRPSKA LISTA,SL,99
KTHESA SERTOLLAJ,F,149,ALEANCA KOSOVA E RE,AKR,16
KUJTESA KABASHI-SHATRI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,262
KUJTESE BYTYCI,F,119,NISMA SOCIALDEMOKRATE,NISMA,103
KUJTIM ARIFI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,194
KUJTIM BUNJAKU,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,7
KUJTIM FEJZULLAHU,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,25
KUJTIM FRROKAJ,M,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,PSHDK,79
KUJTIM GASHI,14,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,14669
KUJTIM GJUGJA,M,119,NISMA SOCIALDEMOKRATE,NISMA,38
KUJTIM KALLABA,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,96
KUJTIM SPAHIU,M,144,LËVIZJA VETËVENDOSJE!,LVV,53
KUMRIJE EMRA,F,144,LËVIZJA VETËVENDOSJE!,LVV,125
KUMRIJE SHABANI-RAMADANI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,454
KURT KRASNIQI,M,149,ALEANCA KOSOVA E RE,AKR,12
KURTISH HALLABAKU,M,184,PARTIA ROME E BASHKUAR E KOSOVËS,PREBK,30
KUSHTRIM AGAJ,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,32
KUSHTRIM AJVAZI,M,174,LËVIZJA QYTETARE VATRA,LQV,76
KUSHTRIM BUCOLLI,M,149,ALEANCA KOSOVA E RE,AKR,65
KUSHTRIM BULESHKAJ,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,233
KUSHTRIM COCAJ,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,153
KUSHTRIM DAKAJ,M,144,LËVIZJA VETËVENDOSJE!,LVV,152
KUSHTRIM DRAGAJ,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,320
KUSHTRIM HALITI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,286
KUSHTRIM HYSENI,M,144,LËVIZJA VETËVENDOSJE!,LVV,242
KUSHTRIM HYSENI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,306
KUSHTRIM IBISHI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,38
KUSHTRIM ISMAILI,M,144,LËVIZJA VETËVENDOSJE!,LVV,160
KUSHTRIM KADRIU,M,174,LËVIZJA QYTETARE VATRA,LQV,968
KUSHTRIM KRYEZIU,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,112
KUSHTRIM KUCI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,327
KUSHTRIM KURTESHI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,25
KUSHTRIM MAKSUTAJ,M,144,LËVIZJA VETËVENDOSJE!,LVV,54
KUSHTRIM MEHMETAJ,M,144,LËVIZJA VETËVENDOSJE!,LVV,85
KUSHTRIM MIRENA,M,144,LËVIZJA VETËVENDOSJE!,LVV,143
KUSHTRIM MUSHICA,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,534
KUSHTRIM QAMILI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,217
KUSHTRIM REXHA,M,144,LËVIZJA VETËVENDOSJE!,LVV,37
KUSHTRIM SHALA,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,51
KUSHTRIM SOPA,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,411
KUSHTRIM ZAHIRI,M,174,LËVIZJA QYTETARE VATRA,LQV,12
KUSHTRIM ZENELI,M,144,LËVIZJA VETËVENDOSJE!,LVV,363
KUSHTRIM ZOGAJ,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,231
LABEHAT SADRIJA,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,318
LABINOT ARIFI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,42
LABINOT BERISHA,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,152
LABINOT DERMAKU,M,144,LËVIZJA VETËVENDOSJE!,LVV,142
LABINOT GASHI,3,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,3794
LABINOT GASHI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,280
LABINOT HALILAJ,9,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,9397
LABINOT HASHANI,M,149,ALEANCA KOSOVA E RE,AKR,29
LABINOT HAXHIU,M,127,PARTIA SOCIALDEMOKRATE,PSD,183
LABINOT KRASNIQI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,23
LABINOT MALIQI,M,149,ALEANCA KOSOVA E RE,AKR,136
LABINOT MEXHUANI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,17
LABINOT MIRENA,M,109,INICIATIVA QYTETARE PËR OBILIQ,IQO,328
LABINOT PANXHA,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,356
LABINOT REXHEPI,M,144,LËVIZJA VETËVENDOSJE!,LVV,89
LABINOT SAHITAJ,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,46
LABINOT SKOVRQANI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,211
LAORAT EMINI,M,120,INICIATIVA QYTETARE PËR MOGILLËN,IQM,10
LATIF ADEMI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,3
LATIF DAKAJ,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,337
LATIF IMERI,M,140,LËVIZJA PËR BASHKIM,LB,34
LATIF KRASNIQI,M,144,LËVIZJA VETËVENDOSJE!,LVV,70
LATIF MALIQI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,552
LATINKA UTVIC,F,147,SRPSKA LISTA,SL,198
LAUBINDA BAJRAMI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,20
LAUNOR GERBESHI,M,149,ALEANCA KOSOVA E RE,AKR,60
LAURA BILALLI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,63
LAURA BUSHI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,11
LAURA GASHI,F,119,NISMA SOCIALDEMOKRATE,NISMA,27
LAURA HASANI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,75
LAURA KELMENDI-NEZIRI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,104
LAURA MRIJAJ,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,46
LAURA SAPUNXHIU,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,122
LAURA SOPA,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,92
LAURANT SHABANI,M,144,LËVIZJA VETËVENDOSJE!,LVV,573
LAURAT KRASNIQI,M,144,LËVIZJA VETËVENDOSJE!,LVV,65
LAUREAT GOJNOVCI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,357
LAURENTA BUZUKU,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,80
LAURETA TAFAJ,F,144,LËVIZJA VETËVENDOSJE!,LVV,232
LAURITA MUHADRI-BUJUPI,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,492
LAUTRIM JANUZI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,116
LAVDIJE BUJUPAJ,F,144,LËVIZJA VETËVENDOSJE!,LVV,115
LAVDIJE GASHI,F,119,NISMA SOCIALDEMOKRATE,NISMA,21
LAVDIM BERISHA,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,38
LAVDIM GASHI,M,149,ALEANCA KOSOVA E RE,AKR,65
LAVDIM LLABJANI,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,67
LAVDIM ZENELI,M,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,397
LAZAR DJORDJEVIC,1,147,SRPSKA LISTA,SL,1131
LAZER NREJAJ,M,144,LËVIZJA VETËVENDOSJE!,LVV,128
LEARD CANA,M,144,LËVIZJA VETËVENDOSJE!,LVV,113
LEDIAN REXHA,M,144,LËVIZJA VETËVENDOSJE!,LVV,573
LEJLA GASHI,F,119,NISMA SOCIALDEMOKRATE,NISMA,66
LEJLA MUHAXHERI-CAKA,F,177,PARTIA DEMOKRATIKE E KOSOVËS,PDK,278
LEJLA VESHALLI,F,184,PARTIA ROME E BASHKUAR E KOSOVËS,PREBK,25
LEKE GASHI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,227
LELA ALIDEMA,F,144,LËVIZJA VETËVENDOSJE!,LVV,74
LENDITA BEKTESHI-MEMISHI,F,109,INICIATIVA QYTETARE PËR OBILIQ,IQO,289
LENDITA BELLACERKA,F,131,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,IRDK,24
LENDITA BERISHA,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,188
LENDITA KRASNIQI,F,144,LËVIZJA VETËVENDOSJE!,LVV,112
LENDITA MORINA,F,134,PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS,PSHDK,123
LENDRIT MALIQI,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,30
LENDRIT SEJDIU,M,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,17
LEOARTA BASHOTA,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,12
LEONA BARBATOVCI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,133
LEONARD LLOLLUNI,1,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,1319
LEONARD MORINA,4,144,LËVIZJA VETËVENDOSJE!,LVV,4472
LEONARD QEHAJA,M,131,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,IRDK,16
LEONARD UKAJ,M,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,199
LEONITA ADEMI,F,154,ORGANIZATA BALLI KOMBËTAR DEMOKRAT,OBKD,1
LEONITA FEJZA,F,149,ALEANCA KOSOVA E RE,AKR,117
LEONITA ISUFI,F,142,PARTIA E DREJTËSISË,PD,4
LEONITA MURIQI,F,144,LËVIZJA VETËVENDOSJE!,LVV,41
LEONITE KASTRATI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,132
LEONOR BERISHA,M,144,LËVIZJA VETËVENDOSJE!,LVV,111
LEONORA ADEMAJ,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,89
LEONORA ASLLANI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,16
LEONORA BAJRAMI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,191
LEONORA GERGURI,F,160,LIDHJA DEMOKRATIKE E KOSOVËS,LDK,267
LEONORA GUCATI,F,149,ALEANCA KOSOVA E RE,AKR,24
LEONORA HAJRIZI,F,144,LËVIZJA VETËVENDOSJE!,LVV,2
LEONORA ISUFI,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,19
LEONORA JAHA-DAKAJ,F,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,AAK,184
LEONORA KOVANI,F,119,NISMA SOCIALDEMOKRATE,NISMA,1
