Candidate,Gender,Party_ID,Party,Acronym,Votes
DAUT HARADINAJ,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,11589
DEJAN GUREŠIĆ,M,38,SRPSKA LISTA,,367
DEJAN MARJANOVIĆ,M,38,SRPSKA LISTA,,498
DEMË QUNI,M,31,PARTIA LIBERALE EGJIPTIANE,,42
DERVISH TAHIRI,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,3181
DHURATA HOXHA,F,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,3767
DITEA KRASNIQI,F,37,PARTIA E FORTË,,91
DONIKA KADAJ-BUJUPI,F,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,6143
DONIKA RUDI,F,37,PARTIA E FORTË,,48
DONIKA SURDULLI,F,40,ALEANCA KOSOVA E RE,,862
DONJET SHABI,M,37,PARTIA E FORTË,,21
DORUNTINË MALOKU-KASTRATI,F,54,LIDHJA DEMOKRATIKE E KOSOVËS,,7193
DRAGAN KOSTIĆ,M,39,POKRET ZA DEMOKRATSKI PROSPERITET,,245
DRAGAN PETKOVIĆ,M,38,SRPSKA LISTA,,4334
DRAGAN RAJOVIĆ,M,39,POKRET ZA DEMOKRATSKI PROSPERITET,,203
DRAGAN REPANOVIĆ,M,38,SRPSKA LISTA,,514
DRAGAN ŽIVKOVIĆ,M,33,PROGRESIVNA DEMOKRATSKA STRANKA,,370
DRAGANA SRBLJAK,F,39,POKRET ZA DEMOKRATSKI PROSPERITET,,119
DRAGANA ŽIVIĆ,F,41,SOCIJALDEMOKRATIJA,,107
DRAGIŠA MIRIĆ,M,39,POKRET ZA DEMOKRATSKI PROSPERITET,,124
DRAGIŠA SAVIĆ,M,38,SRPSKA LISTA,,641
DREN MALIQI,M,37,PARTIA E FORTË,,113
DREN UKMATA,M,37,PARTIA E FORTË,,89
DRITA CURRI,F,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,1777
DRITA GASHI,F,54,LIDHJA DEMOKRATIKE E KOSOVËS,,2092
DRITA KADRIU,F,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,3051
DRITA KELMENDI-KUKAJ,F,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,1859
DRITA KONXHELI-RADONIQI,F,54,LIDHJA DEMOKRATIKE E KOSOVËS,,2694
DRITA MALIQI-ZUNÇE,F,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,992
DRITA NOKAJ,F,37,PARTIA E FORTË,,49
DRITËRO MEHMETAJ,M,37,PARTIA E FORTË,,29
DRITON ÇAUSHI,M,35,LËVIZJA VETËVENDOSJE!,,6553
DRITON MORINA,M,40,ALEANCA KOSOVA E RE,,5049
DUDA BALJE,F,36,KOALICIJA VAKAT,,1920
DURAK SALIHU,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,3467
DURMISH GASHI,M,35,LËVIZJA VETËVENDOSJE!,,1172
DUŠICA NAČIĆ,F,39,POKRET ZA DEMOKRATSKI PROSPERITET,,38
DŽAVID ALITI,M,36,KOALICIJA VAKAT,,65
DŽENISA HAMZA,F,36,KOALICIJA VAKAT,,138
EDINA ZEĆIROVIĆ,F,50,STRANKA DEMOKRATSKE AKCIJE,,30
EDISA ĆEMAN,F,36,KOALICIJA VAKAT,,140
EDITA DŽOGOVIĆ,F,36,KOALICIJA VAKAT,,72
EDITA SHEHU,F,51,CENTAR DEMOKRATSKE UNIJE,,67
EDITA TAHIRI,F,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,7440
EDON GËRBANI,M,31,PARTIA LIBERALE EGJIPTIANE,,32
EDONA SHABANI,F,59,NISMA PËR KOSOVËN,,1870
EDONA TOÇILLA,F,37,PARTIA E FORTË,,39
EGZON GASHI,M,59,NISMA PËR KOSOVËN,,268
EKREM MUSTAFA,M,40,ALEANCA KOSOVA E RE,,525
ELFETE SELMANI,F,59,NISMA PËR KOSOVËN,,251
ELFETE SHABANI,F,49,PARTIA E ASHKALINJEVE PER INTEGRIM,,676
ELMAZ ZOGAJ,F,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,50
ELMI REÇICA,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,18010
ELVIRA ZEQIRAJ,F,40,ALEANCA KOSOVA E RE,,242
ELVIS PISTA,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,6468
ELZA SADIKU,F,35,LËVIZJA VETËVENDOSJE!,,527
ELZANA HUKIĆ,F,53,BOŠNJAČKA STRANKA DEMOKRATSKE AKCIJE KOSOVA,,25
EMBIJA KURTIŠI,F,51,CENTAR DEMOKRATSKE UNIJE,,2
EMIL HODŽA,M,36,KOALICIJA VAKAT,,467
EMILIJA REDŽEPI,F,46,NOVA DEMOKRATSKA STRANKA,,1781
EMIN GËRBESHI,M,35,LËVIZJA VETËVENDOSJE!,,3252
EMIN KRASNIQI,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,3824
EMIN MUSA,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,5576
EMIN MYFTIU,M,37,PARTIA E FORTË,,27
EMIN SEFAJ,M,47,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,170
EMINA SULEJMANI,F,51,CENTAR DEMOKRATSKE UNIJE,,20
EMINE DISHA,F,54,LIDHJA DEMOKRATIKE E KOSOVËS,,1366
EMINE RAMAJ,F,31,PARTIA LIBERALE EGJIPTIANE,,70
EMIRE KRYEZIU-MALIQI,F,35,LËVIZJA VETËVENDOSJE!,,852
EMRUSH XHEMAJLI,M,35,LËVIZJA VETËVENDOSJE!,,2264
ENIS KERVAN,M,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,2055
ENVER GASHI,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,1566
ENVER HOTI,M,59,NISMA PËR KOSOVËN,,3634
ENVER HOXHAJ,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,22187
ENVER KRASNIQ,M,49,PARTIA E ASHKALINJEVE PER INTEGRIM,,47
ENVER MORINA,M,35,LËVIZJA VETËVENDOSJE!,,843
EQREM KRYEZIU,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,4181
ERCAN ŞILIK,M,52,KOSOVA TÜRK ADALET PARTISI,,230
ERDOĞAN ALTIPARMAK,M,52,KOSOVA TÜRK ADALET PARTISI,,66
ERGIN KALA,M,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,851
ERGIN SUNGURI,M,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,467
ERLETA HOTI,F,35,LËVIZJA VETËVENDOSJE!,,3414
ERMIN AHMETI,M,46,NOVA DEMOKRATSKA STRANKA,,143
ERNEST LUMA,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,706
ERNESTA ASLANI,F,46,NOVA DEMOKRATSKA STRANKA,,108
EROLL SHPORTA,M,37,PARTIA E FORTË,,164
EROLL ZEKERIJA,M,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,389
ERSAN RAHMANI,M,51,CENTAR DEMOKRATSKE UNIJE,,11
ERTAN SIMITÇI,M,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,1026
ESAT PECI,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,940
ESHREF VISHI,M,59,NISMA PËR KOSOVËN,,767
ESIN METLILO,F,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,237
ESIN SHISHKO-ZHUBI,F,52,KOSOVA TÜRK ADALET PARTISI,,406
ETEM ARIFI,M,49,PARTIA E ASHKALINJEVE PER INTEGRIM,,989
FADIL BEKA,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,14395
FADIL BERJANI,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,3287
FADIL DEMAKU,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,8983
FADIL FAZLIU,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,6254
FADIL ISMAJLI,M,40,ALEANCA KOSOVA E RE,,4488
FADIL KRASNIQI,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,3120
FADIL LUBENIQI,M,59,NISMA PËR KOSOVËN,,263
FADIL PODRIMJA,M,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,130
FAHRI RESTELICA,M,35,LËVIZJA VETËVENDOSJE!,,1563
FAIK MIFTARI,M,49,PARTIA E ASHKALINJEVE PER INTEGRIM,,116
FARIDIN TAIRI,M,36,KOALICIJA VAKAT,,268
FARUK MUJKA,M,35,LËVIZJA VETËVENDOSJE!,,1118
FARUK NURA,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,5632
FATBARDH GASHI,M,59,NISMA PËR KOSOVËN,,452
FATIMA VELIJA,F,36,KOALICIJA VAKAT,,330
FATIME IBRAHIMI,F,55,POKRET ZA GORA,,70
FATMIR BYTYQI,M,59,NISMA PËR KOSOVËN,,916
FATMIR DURMISHI,M,47,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,13
FATMIR HALILI,M,59,NISMA PËR KOSOVËN,,344
FATMIR HUMOLLI,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,2528
FATMIR KASTRATI,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,1099
FATMIR KRASNIQI,M,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,40
FATMIR KRASNIQI,M,40,ALEANCA KOSOVA E RE,,1571
FATMIR LIMAJ,M,59,NISMA PËR KOSOVËN,,26789
FATMIR MATOSHI,M,40,ALEANCA KOSOVA E RE,,1470
FATMIR REXHEPI,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,8532
FATMIR SHURDHAJ,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,7256
FATMIR SUHODOLLI,M,59,NISMA PËR KOSOVËN,,437
FATMIR XHELILI,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,8213
FATMIRE KOLLÇAKU,F,35,LËVIZJA VETËVENDOSJE!,,3526
FATON BEKA,M,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,101
FATON TOPALLI,M,35,LËVIZJA VETËVENDOSJE!,,6961
FAZLI HALILAJ,M,40,ALEANCA KOSOVA E RE,,201
FAZLI HOXHA,M,59,NISMA PËR KOSOVËN,,573
FAZLI STOLLAJ,M,47,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,455
FEDA DERVIŞ,F,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,551
FEHMI EMINI,M,42,KOSOVAKI NEVI ROMANI PARTIA,,66
FEHMI FETAHI,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,1657
FEHMI HYSENAJ,M,59,NISMA PËR KOSOVËN,,436
FEHMI KARAXHA,M,31,PARTIA LIBERALE EGJIPTIANE,,21
FEHMI KRASNIQI,M,40,ALEANCA KOSOVA E RE,,896
FEHMI MUJOTA,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,6997
FEIM BRAVA,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,2304
FEIM MAZREKU,M,59,NISMA PËR KOSOVËN,,1086
FEMI GASHI,M,34,PARTIA ROME E BASHKUAR E KOSOVËS,,57
FERDANE LLONÇARI,F,40,ALEANCA KOSOVA E RE,,713
FERDEZE GOLLIÇ,F,49,PARTIA E ASHKALINJEVE PER INTEGRIM,,151
FERID AGANI,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,9008
FERIM GASHI,M,59,NISMA PËR KOSOVËN,,698
FETART VESELI,M,59,NISMA PËR KOSOVËN,,179
FETIJE HURUGLICA,F,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,1175
FETIJE KËPUSKA,F,40,ALEANCA KOSOVA E RE,,723
FEVZIJE BERISHA,F,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,3207
FEXHRIJE KONUSHEVCI,F,59,NISMA PËR KOSOVËN,,471
FIDAN JILTA,F,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,1236
FIKMETE QURKOLLI,F,49,PARTIA E ASHKALINJEVE PER INTEGRIM,,30
FIKRET MORINA,M,52,KOSOVA TÜRK ADALET PARTISI,,933
FIKRET SEZAIRI,M,36,KOALICIJA VAKAT,,376
FIKRETA KANDIĆ,F,53,BOŠNJAČKA STRANKA DEMOKRATSKE AKCIJE KOSOVA,,67
FIKRIM DAMKA,M,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,2093
FISNIK BAJRAMI,M,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,71
FISNIK ISMAILI,M,35,LËVIZJA VETËVENDOSJE!,,7178
FISNIK SYKAJ,M,31,PARTIA LIBERALE EGJIPTIANE,,38
FISNIK SYLKA,M,37,PARTIA E FORTË,,19
FITIM SELIMI,M,59,NISMA PËR KOSOVËN,,3417
FITNETE BURHANI,F,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,64
FITORE IMERI,F,35,LËVIZJA VETËVENDOSJE!,,774
FJOLLA SADIKAJ,F,37,PARTIA E FORTË,,28
FLAKA HOXHA,F,37,PARTIA E FORTË,,21
FLAMUR BUJUPI,M,35,LËVIZJA VETËVENDOSJE!,,644
FLORA BROVINA,F,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,7524
FLORENT DOBROSHI,M,40,ALEANCA KOSOVA E RE,,585
FLORIJE BOSHNJAKU,F,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,1733
FLORIJE IBISHI-RUDNIKU,F,54,LIDHJA DEMOKRATIKE E KOSOVËS,,2149
FLORIJE KADRIU,F,59,NISMA PËR KOSOVËN,,296
FLORIJE KRUEZI,F,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,92
FLORIM NISHORI,M,60,LËVIZJA GRUPIMI TRADICIONAL SHQIPTAR,,12
FLORIN KRASNIQI,M,35,LËVIZJA VETËVENDOSJE!,,5982
FLORINA ZYMBERI,F,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,3822
FURKANDA AVDO,F,42,KOSOVAKI NEVI ROMANI PARTIA,,46
GANI BALAJ,M,40,ALEANCA KOSOVA E RE,,380
GANI DRESHAJ,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,3803
GANI ELSHANI,M,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,586
GANI KOCI,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,4090
GANI KRASNIQI,M,35,LËVIZJA VETËVENDOSJE!,,4287
GANIMETE MUHARREMAJ,F,31,PARTIA LIBERALE EGJIPTIANE,,91
GANIMETE MUSLIU,F,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,5037
GANIMETE VISOQI,F,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,4259
GASPËR DEMAJ,M,59,NISMA PËR KOSOVËN,,631
GAZMEND ABRASHI,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,4431
GENC SALIHU,M,37,PARTIA E FORTË,,150
GENT BEGOLLI,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,3438
GENT THAÇI,M,37,PARTIA E FORTË,,70
GENTA HOXHA,F,37,PARTIA E FORTË,,34
GËZIM FERIZOVIQ,M,34,PARTIA ROME E BASHKUAR E KOSOVËS,,91
GËZIM KELMENDI,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,10041
GËZIM REXHA,M,35,LËVIZJA VETËVENDOSJE!,,5749
GËZIM SHENARAJ,M,31,PARTIA LIBERALE EGJIPTIANE,,44
GËZIM SPAHIU,M,53,BOŠNJAČKA STRANKA DEMOKRATSKE AKCIJE KOSOVA,,203
GËZIME TUNUZLIU,F,52,KOSOVA TÜRK ADALET PARTISI,,61
GINERA AVDIJA,F,48,KOALICIJA ZA GORA,,114
GINERA ISLJAMI,F,51,CENTAR DEMOKRATSKE UNIJE,,4
GJEJLANE ISMAILI,F,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,124
GJERGJ DEDAJ,M,40,ALEANCA KOSOVA E RE,,1831
GJYZEL SHALIJANI,F,42,KOSOVAKI NEVI ROMANI PARTIA,,127
GLAUK KONJUFCA,M,35,LËVIZJA VETËVENDOSJE!,,16464
GONXHE DOBROSHI,F,37,PARTIA E FORTË,,18
GORAN JANCIĆ,M,38,SRPSKA LISTA,,723
GORAN MARINKOVIĆ,M,33,PROGRESIVNA DEMOKRATSKA STRANKA,,1915
GORDANA MIJOVIĆ,F,39,POKRET ZA DEMOKRATSKI PROSPERITET,,527
GRANIT HAVOLLI,M,37,PARTIA E FORTË,,36
GRANIT SHABANAJ,M,59,NISMA PËR KOSOVËN,,269
GRESA STATOVCI,F,37,PARTIA E FORTË,,33
GÜNAY SPAHI,M,52,KOSOVA TÜRK ADALET PARTISI,,187
GÜNER TAÇİ,M,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,133
GYLXHAN SHANTIR,F,53,BOŠNJAČKA STRANKA DEMOKRATSKE AKCIJE KOSOVA,,141
HABIBA BUŠEVAC,F,53,BOŠNJAČKA STRANKA DEMOKRATSKE AKCIJE KOSOVA,,46
HAFIR HOXHA,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,617
HAFIZE HAJDINI,F,49,PARTIA E ASHKALINJEVE PER INTEGRIM,,352
HAJDAR BEQA,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,8617
HAJDAR SUTAJ,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,3405
HAJNUR ABO,M,36,KOALICIJA VAKAT,,231
HAJRADIN MUSLIJA,M,46,NOVA DEMOKRATSKA STRANKA,,44
HAJREDIN KUÇI,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,17980
HAJRIJA BALIĆ,F,50,STRANKA DEMOKRATSKE AKCIJE,,83
HAJRIJE MALIQI,F,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,58
HAJRUDIN HODŽA,M,51,CENTAR DEMOKRATSKE UNIJE,,172
HAKI CËRMJANI,M,31,PARTIA LIBERALE EGJIPTIANE,,73
HAKI DEMOLLI,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,14824
HAKI RAŞTANA,M,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,230
HALID KARADOLAMI,M,51,CENTAR DEMOKRATSKE UNIJE,,178
HALIL KASTRATI,M,40,ALEANCA KOSOVA E RE,,1111
HALIL KERELLAJ,M,31,PARTIA LIBERALE EGJIPTIANE,,75
HALIL LIKA,M,52,KOSOVA TÜRK ADALET PARTISI,,97
HALIM MUÇOLLI,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,2631
HALIT KRASNIQI,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,4790
HALIT YMERI,M,40,ALEANCA KOSOVA E RE,,650
HAMDİ MORİNA,M,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,175
HAMEZ CENA,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,1582
HAMIDE GASHI,F,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,164
HAMIDIJA SOJTARI,F,36,KOALICIJA VAKAT,,144
HAMIT ADEMI,M,60,LËVIZJA GRUPIMI TRADICIONAL SHQIPTAR,,21
HAMZA BALJE,M,51,CENTAR DEMOKRATSKE UNIJE,,624
HANEFI MUHARREMI,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,3937
HAQIF IBRAHIMI,M,40,ALEANCA KOSOVA E RE,,444
HASAN CACAJ,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,1478
HASAN DOGANI,M,49,PARTIA E ASHKALINJEVE PER INTEGRIM,,154
HASAN GASHI,M,45,HASAN GASHI,,512
HASAN HAXHIU,M,35,LËVIZJA VETËVENDOSJE!,,468
HASAN IDRIZI,M,49,PARTIA E ASHKALINJEVE PER INTEGRIM,,19
HASAN KRASNIQI,M,40,ALEANCA KOSOVA E RE,,2460
HASHIM DESHISHKU,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,6680
HASHIM THAQI,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,166422
HASIM BEHRAMI,M,60,LËVIZJA GRUPIMI TRADICIONAL SHQIPTAR,,4
HASIME KRASNIQI,F,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,3099
HATIM BAXHAKU,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,8892
HATIXHE HOXHA,F,35,LËVIZJA VETËVENDOSJE!,,1617
HAXHI SHALA,M,59,NISMA PËR KOSOVËN,,7286
HAZIR BOROVCI,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,4839
HAZIZ HODAJ,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,4898
HEDIJE ADEMI,F,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,29
HEDVIG KADRIU,M,35,LËVIZJA VETËVENDOSJE!,,827
HEROID SHEHU,M,37,PARTIA E FORTË,,37
HESET SAHITI,M,59,NISMA PËR KOSOVËN,,2371
HETE IBERDEMAJ,F,35,LËVIZJA VETËVENDOSJE!,,1072
HIDAJETE ABDULLAHU,F,40,ALEANCA KOSOVA E RE,,308
HILMI HALIMI,M,40,ALEANCA KOSOVA E RE,,216
HILMIJA MEDJEDOVIĆ,F,50,STRANKA DEMOKRATSKE AKCIJE,,27
HISNIE KRASNIQI,F,60,LËVIZJA GRUPIMI TRADICIONAL SHQIPTAR,,7
HUSAMEDIN LUMA,M,52,KOSOVA TÜRK ADALET PARTISI,,102
HUSNIJA BEŠKOVIĆ,M,36,KOALICIJA VAKAT,,507
HYDAJET HYSENI-KALOSHI,M,35,LËVIZJA VETËVENDOSJE!,,5813
HYKMETE BAJRAMI,F,54,LIDHJA DEMOKRATIKE E KOSOVËS,,10196
HYRMET CELINA,F,52,KOSOVA TÜRK ADALET PARTISI,,121
HYSNI DAKAJ,M,59,NISMA PËR KOSOVËN,,1112
HYSNI ELSHANI,M,42,KOSOVAKI NEVI ROMANI PARTIA,,89
HYSNI GËRGURI,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,6085
IBISH AHMETI,M,35,LËVIZJA VETËVENDOSJE!,,1056
IBRAHIM ISLAMI,M,35,LËVIZJA VETËVENDOSJE!,,997
IBRAHIM KADRI,M,49,PARTIA E ASHKALINJEVE PER INTEGRIM,,125
IBRAHIM MAKOLLI,M,40,ALEANCA KOSOVA E RE,,8917
IDRIZ MURATI,M,46,NOVA DEMOKRATSKA STRANKA,,154
IDRIZ MURTEZI,M,31,PARTIA LIBERALE EGJIPTIANE,,494
IDRIZ SELIMAJ,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,2485
IFETA JAKUPI,F,53,BOŠNJAČKA STRANKA DEMOKRATSKE AKCIJE KOSOVA,,115
ILIR BAJRI,M,37,PARTIA E FORTË,,78
ILIR DEDA,M,35,LËVIZJA VETËVENDOSJE!,,15765
ILJIJAS DURAKI,M,46,NOVA DEMOKRATSKA STRANKA,,74
ILMI MUÇAJ,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,737
IMRI ILAZI,M,59,NISMA PËR KOSOVËN,,2772
INDRA JASHARI,F,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,83
