Candidate,Gender,Party_ID,Party,Acronym,Votes
BERAT LUZHA,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,3752
BERIN HASI,M,37,PARTIA E FORTË,,24
BERNARD NIKAJ,M,40,ALEANCA KOSOVA E RE,,4936
BESA BAFTIJA,F,35,LËVIZJA VETËVENDOSJE!,,4091
BESA BERBERI,F,35,LËVIZJA VETËVENDOSJE!,,1193
BESA GAXHERRI,F,54,LIDHJA DEMOKRATIKE E KOSOVËS,,7260
BESART ELSHANI,M,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,127
BESART JASHARI,M,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,330
BESFORT GURI,M,37,PARTIA E FORTË,,18
BESIM BEQAJ,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,10499
BESIM GASHI,M,60,LËVIZJA GRUPIMI TRADICIONAL SHQIPTAR,,34
BESIM LIMANI,M,49,PARTIA E ASHKALINJEVE PER INTEGRIM,,270
BESIM MUZAQI,M,35,LËVIZJA VETËVENDOSJE!,,2129
BESLIM HOTI,M,47,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,409
BESNIK BISLIMI,M,35,LËVIZJA VETËVENDOSJE!,,9765
BESNIK LUBOJA,M,31,PARTIA LIBERALE EGJIPTIANE,,222
BESNIK TAHIRI,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,5016
BETIM KASEMI,M,59,NISMA PËR KOSOVËN,,329
BILALL SHERIFI,M,59,NISMA PËR KOSOVËN,,2190
BIROL URCAN,M,37,PARTIA E FORTË,,164
BİRSEN ŞUFTA,F,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,401
BISERA META,F,46,NOVA DEMOKRATSKA STRANKA,,395
BISERKA KOSTIĆ,F,33,PROGRESIVNA DEMOKRATSKA STRANKA,,2121
BISLIM ELSHANI,M,35,LËVIZJA VETËVENDOSJE!,,401
BISLIM IMERI,M,40,ALEANCA KOSOVA E RE,,456
BISLIM ZOGAJ,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,8500
BLERAND STAVILECI,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,8774
BLERIM BAJRAKTARAJ,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,3541
BLERIM GASHI,M,59,NISMA PËR KOSOVËN,,137
BLERIM GRAINCA,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,8180
BLERIM KUÇI,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,5015
BLERIM REXHA,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,4744
BLERIM SHALA,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,5831
BLERINA HAXHIJA,F,31,PARTIA LIBERALE EGJIPTIANE,,30
BLERTA DELIU-KODRA,F,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,7479
BLETA QEHAJA,F,31,PARTIA LIBERALE EGJIPTIANE,,522
BOJAN MITIĆ,M,38,SRPSKA LISTA,,8914
BOJAN SAVIĆ,M,38,SRPSKA LISTA,,1138
BORE BALAJ,F,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,2585
BRAHIM SELIMAJ,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,4504
BRANIMIR STOJANOVIĆ,M,38,SRPSKA LISTA,,2353
BRANISLAV TRAJKOVIĆ,M,39,POKRET ZA DEMOKRATSKI PROSPERITET,,146
BRANKICA MITIĆ,F,39,POKRET ZA DEMOKRATSKI PROSPERITET,,263
BRANKO RADOVANOVIĆ,M,38,SRPSKA LISTA,,162
BUJAR ABDULLAHU,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,731
BUJAR MORINA,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,705
BURBUQE BUCALIU,F,40,ALEANCA KOSOVA E RE,,657
BURBUQE DEVA,F,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,1594
BURBUQE SHURDHA,F,35,LËVIZJA VETËVENDOSJE!,,744
BURBUQE SLISHANI,F,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,351
BURIM BERISHA,M,59,NISMA PËR KOSOVËN,,390
BURIM RAMADANI,M,44,ALEANCA PËR ARDHMËRINË E KOSOVËS,,3197
BUYAR MAZREK,M,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,151
CEMIL LUMA,M,52,KOSOVA TÜRK ADALET PARTISI,,787
CENNET PUPUS,F,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,395
ĆERIM BAJRAMI,M,36,KOALICIJA VAKAT,,1669
CÜNEYD USTAİBO,M,57,KOSOVA DEMOKRATIK TÜRK PARTISI,,714
CVETKO VELJKOVIĆ,M,33,PROGRESIVNA DEMOKRATSKA STRANKA,,495
DAFINA REXHEPI,F,40,ALEANCA KOSOVA E RE,,723
DANIJELA STOJANOVIĆ,F,33,PROGRESIVNA DEMOKRATSKA STRANKA,,591
DANUSH ADEMI,M,32,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,1784
DARDAN GASHI,M,40,ALEANCA KOSOVA E RE,,1496
DARDAN HASKU,M,37,PARTIA E FORTË,,54
DARDAN NOVOSELLA,M,58,PARTIA DEMOKRATIKE E KOSOVËS PARTIA E DREJTËSISË LËVIZJA PËR BASHKIM PARTIA SHQIPTARE DEMOKRISTIANE E KOSOVËS PARTIA KONSERVATORE E KOSOVËS,,4507
DARDAN SEJDIU,M,35,LËVIZJA VETËVENDOSJE!,,14727
DARKO RADOVANOVIĆ,M,38,SRPSKA LISTA,,1111
DAUT GORANI,M,54,LIDHJA DEMOKRATIKE E KOSOVËS,,3689
