"","date","id","municipality","confirmed"
"1",2020-03-13,"8","Klinë",1
"2",2020-03-13,"26","Viti",1
"3",2020-03-14,"30","Malishevë",1
"4",2020-03-14,"26","Viti",2
"5",2020-03-15,"30","Malishevë",3
"6",2020-03-16,"15","Obiliq",1
"7",2020-03-16,"18","Podujevë",1
"8",2020-03-16,"20","Prizren",1
"9",2020-03-16,"26","Viti",4
"10",2020-03-17,"2","Gjakovë",2
"11",2020-03-17,"18","Podujevë",1
"12",2020-03-17,"19","Prishtinë",1
"13",2020-03-18,"18","Podujevë",1
"14",2020-03-19,"13","Lipjan",1
"15",2020-03-20,"2","Gjakovë",1
"16",2020-03-20,"30","Malishevë",1
"17",2020-03-20,"24","Suharekë",1
"18",2020-03-21,"25","Ferizaj",1
"19",2020-03-21,"2","Gjakovë",1
"20",2020-03-21,"4","Gjilan",2
"21",2020-03-21,"30","Malishevë",1
"22",2020-03-21,"19","Prishtinë",2
"23",2020-03-22,"4","Gjilan",1
"24",2020-03-22,"30","Malishevë",1
"25",2020-03-23,"2","Gjakovë",1
"26",2020-03-23,"4","Gjilan",11
"27",2020-03-23,"30","Malishevë",14
"28",2020-03-23,"19","Prishtinë",1
"29",2020-03-23,"22","Shtime",1
"30",2020-03-24,"4","Gjilan",1
"31",2020-03-24,"27","Vushtrri",1
"32",2020-03-25,"30","Malishevë",4
"33",2020-03-25,"19","Prishtinë",3
"34",2020-03-25,"27","Vushtrri",1
"35",2020-03-26,"30","Malishevë",7
"36",2020-03-26,"17","Pejë",1
"37",2020-03-26,"19","Prishtinë",3
"38",2020-03-26,"27","Vushtrri",4
"39",2020-03-27,"2","Gjakovë",1
"40",2020-03-27,"19","Prishtinë",1
"41",2020-03-28,"18","Podujevë",1
"42",2020-03-28,"19","Prishtinë",2
"43",2020-03-29,"4","Gjilan",1
"44",2020-03-29,"12","Leposaviq",1
"45",2020-03-29,"30","Malishevë",1
"46",2020-03-29,"19","Prishtinë",1
"47",2020-03-30,"9","Fushë Kosovë",3
"48",2020-03-30,"10","Kamenicë",1
"49",2020-03-30,"30","Malishevë",5
"50",2020-03-30,"38","Mitrovicë e Veriut",1
"51",2020-03-30,"19","Prishtinë",2
"52",2020-03-31,"2","Gjakovë",1
"53",2020-03-31,"30","Malishevë",1
"54",2020-03-31,"38","Mitrovicë e Veriut",2
"55",2020-03-31,"20","Prizren",1
"56",2020-03-31,"27","Vushtrri",1
"57",2020-04-01,"2","Gjakovë",1
"58",2020-04-01,"10","Kamenicë",11
"59",2020-04-01,"19","Prishtinë",1
"60",2020-04-02,"20","Prizren",1
"61",2020-04-03,"4","Gjilan",1
"62",2020-04-03,"17","Pejë",5
"63",2020-04-04,"30","Malishevë",2
"64",2020-04-04,"38","Mitrovicë e Veriut",3
"65",2020-04-04,"19","Prishtinë",2
"66",2020-04-04,"27","Vushtrri",1
"67",2020-04-05,"2","Gjakovë",1
"68",2020-04-05,"30","Malishevë",3
"69",2020-04-05,"27","Vushtrri",1
"70",2020-04-06,"3","Drenas",1
"71",2020-04-06,"30","Malishevë",17
"72",2020-04-06,"19","Prishtinë",1
"73",2020-04-06,"24","Suharekë",1
"74",2020-04-07,"25","Ferizaj",1
"75",2020-04-07,"2","Gjakovë",1
"76",2020-04-07,"4","Gjilan",1
"77",2020-04-07,"10","Kamenicë",1
"78",2020-04-07,"8","Klinë",1
"79",2020-04-07,"30","Malishevë",3
"80",2020-04-07,"19","Prishtinë",3
"81",2020-04-07,"27","Vushtrri",8
"82",2020-04-08,"8","Klinë",1
"83",2020-04-08,"12","Leposaviq",2
"84",2020-04-08,"13","Lipjan",1
"85",2020-04-08,"30","Malishevë",2
"86",2020-04-08,"38","Mitrovicë e Veriut",14
"87",2020-04-08,"19","Prishtinë",2
"88",2020-04-08,"24","Suharekë",1
"89",2020-04-08,"27","Vushtrri",4
"90",2020-04-08,"28","Zubin Potok",2
"91",2020-04-09,"12","Leposaviq",1
"92",2020-04-09,"19","Prishtinë",1
"93",2020-04-09,"24","Suharekë",1
"94",2020-04-10,"25","Ferizaj",18
"95",2020-04-10,"33","Hani i Elezit",1
"96",2020-04-10,"19","Prishtinë",1
"97",2020-04-10,"20","Prizren",1
"98",2020-04-10,"26","Viti",2
"99",2020-04-11,"38","Mitrovicë e Veriut",2
"100",2020-04-11,"20","Prizren",3
"101",2020-04-11,"21","Skënderaj",2
"102",2020-04-11,"24","Suharekë",1
"103",2020-04-11,"26","Viti",3
"104",2020-04-11,"28","Zubin Potok",1
"105",2020-04-11,"29","Zveçan",1
"106",2020-04-12,"25","Ferizaj",35
"107",2020-04-12,"9","Fushë Kosovë",1
"108",2020-04-12,"4","Gjilan",3
"109",2020-04-12,"33","Hani i Elezit",6
"110",2020-04-12,"6","Istog",1
"111",2020-04-12,"10","Kamenicë",1
"112",2020-04-12,"8","Klinë",1
"113",2020-04-12,"12","Leposaviq",1
"114",2020-04-12,"30","Malishevë",2
"115",2020-04-12,"38","Mitrovicë e Veriut",1
"116",2020-04-12,"20","Prizren",16
"117",2020-04-12,"16","Rahovec",1
"118",2020-04-12,"21","Skënderaj",1
"119",2020-04-12,"26","Viti",6
"120",2020-04-12,"27","Vushtrri",2
"121",2020-04-12,"28","Zubin Potok",1
"122",2020-04-13,"25","Ferizaj",1
"123",2020-04-13,"4","Gjilan",3
"124",2020-04-13,"12","Leposaviq",1
"125",2020-04-13,"30","Malishevë",1
"126",2020-04-13,"24","Suharekë",9
"127",2020-04-14,"25","Ferizaj",1
"128",2020-04-14,"2","Gjakovë",1
"129",2020-04-14,"10","Kamenicë",1
"130",2020-04-14,"19","Prishtinë",2
"131",2020-04-14,"21","Skënderaj",1
"132",2020-04-14,"24","Suharekë",1
"133",2020-04-14,"26","Viti",2
"134",2020-04-14,"29","Zveçan",1
"135",2020-04-15,"1","Deçan",1
"136",2020-04-15,"25","Ferizaj",9
"137",2020-04-15,"2","Gjakovë",3
"138",2020-04-15,"6","Istog",1
"139",2020-04-15,"10","Kamenicë",8
"140",2020-04-15,"13","Lipjan",1
"141",2020-04-15,"30","Malishevë",1
"142",2020-04-15,"38","Mitrovicë e Veriut",2
"143",2020-04-15,"19","Prishtinë",2
"144",2020-04-15,"20","Prizren",5
"145",2020-04-15,"24","Suharekë",1
"146",2020-04-15,"26","Viti",1
"147",2020-04-15,"29","Zveçan",1
"148",2020-04-16,"4","Gjilan",3
"149",2020-04-16,"10","Kamenicë",2
"150",2020-04-16,"12","Leposaviq",2
"151",2020-04-16,"13","Lipjan",3
"152",2020-04-16,"18","Podujevë",1
"153",2020-04-16,"19","Prishtinë",4
"154",2020-04-16,"22","Shtime",1
"155",2020-04-16,"24","Suharekë",6
"156",2020-04-16,"26","Viti",3
"157",2020-04-16,"27","Vushtrri",1
"158",2020-04-17,"25","Ferizaj",15
"159",2020-04-17,"9","Fushë Kosovë",1
"160",2020-04-17,"12","Leposaviq",1
"161",2020-04-17,"19","Prishtinë",2
"162",2020-04-17,"22","Shtime",1
"163",2020-04-17,"21","Skënderaj",1
"164",2020-04-17,"26","Viti",9
"165",2020-04-17,"28","Zubin Potok",1
"166",2020-04-18,"3","Drenas",1
"167",2020-04-18,"9","Fushë Kosovë",2
"168",2020-04-18,"2","Gjakovë",2
"169",2020-04-18,"4","Gjilan",2
"170",2020-04-18,"10","Kamenicë",1
"171",2020-04-18,"8","Klinë",1
"172",2020-04-18,"22","Shtime",9
"173",2020-04-18,"24","Suharekë",11
"174",2020-04-18,"26","Viti",1
"175",2020-04-19,"25","Ferizaj",9
"176",2020-04-19,"12","Leposaviq",2
"177",2020-04-19,"38","Mitrovicë e Veriut",6
"178",2020-04-19,"17","Pejë",1
"179",2020-04-19,"19","Prishtinë",2
"180",2020-04-19,"20","Prizren",1
"181",2020-04-19,"22","Shtime",3
"182",2020-04-19,"28","Zubin Potok",13
"183",2020-04-19,"29","Zveçan",4
"184",2020-04-20,"13","Lipjan",9
"185",2020-04-20,"17","Pejë",8
"186",2020-04-20,"18","Podujevë",4
"187",2020-04-20,"19","Prishtinë",6
"188",2020-04-20,"20","Prizren",5
"189",2020-04-20,"22","Shtime",1
"190",2020-04-20,"26","Viti",1
"191",2020-04-20,"28","Zubin Potok",2
"192",2020-04-20,"29","Zveçan",1
"193",2020-04-21,"38","Mitrovicë e Veriut",2
"194",2020-04-21,"17","Pejë",2
"195",2020-04-21,"20","Prizren",2
"196",2020-04-22,"25","Ferizaj",3
"197",2020-04-22,"6","Istog",4
"198",2020-04-22,"10","Kamenicë",8
"199",2020-04-22,"17","Pejë",4
"200",2020-04-22,"20","Prizren",1
"201",2020-04-22,"22","Shtime",1
"202",2020-04-22,"26","Viti",4
"203",2020-04-22,"29","Zveçan",1
"204",2020-04-23,"6","Istog",1
"205",2020-04-23,"38","Mitrovicë e Veriut",2
"206",2020-04-23,"17","Pejë",26
"207",2020-04-23,"20","Prizren",9
"208",2020-04-23,"29","Zveçan",1
"209",2020-04-24,"5","Dragash",2
"210",2020-04-24,"25","Ferizaj",5
"211",2020-04-24,"4","Gjilan",14
"212",2020-04-24,"30","Malishevë",1
"213",2020-04-24,"14","Novobërdë",1
"214",2020-04-24,"19","Prishtinë",1
"215",2020-04-24,"20","Prizren",6
"216",2020-04-24,"16","Rahovec",2
"217",2020-04-24,"21","Skënderaj",1
"218",2020-04-24,"29","Zveçan",1
"219",2020-04-25,"4","Gjilan",4
"220",2020-04-25,"6","Istog",1
"221",2020-04-25,"7","Kaçanik",2
"222",2020-04-25,"30","Malishevë",2
"223",2020-04-25,"17","Pejë",2
"224",2020-04-25,"19","Prishtinë",1
"225",2020-04-25,"20","Prizren",2
"226",2020-04-25,"16","Rahovec",14
"227",2020-04-26,"1","Deçan",2
"228",2020-04-26,"7","Kaçanik",4
"229",2020-04-26,"38","Mitrovicë e Veriut",1
"230",2020-04-26,"17","Pejë",23
"231",2020-04-26,"20","Prizren",1
"232",2020-04-26,"22","Shtime",1
"233",2020-04-26,"24","Suharekë",1
"234",2020-04-27,"5","Dragash",1
"235",2020-04-27,"7","Kaçanik",1
"236",2020-04-27,"12","Leposaviq",3
"237",2020-04-27,"38","Mitrovicë e Veriut",5
"238",2020-04-27,"17","Pejë",1
"239",2020-04-27,"18","Podujevë",2
"240",2020-04-27,"19","Prishtinë",1
"241",2020-04-27,"20","Prizren",5
"242",2020-04-27,"16","Rahovec",1
"243",2020-04-27,"24","Suharekë",1
"244",2020-04-27,"29","Zveçan",1
"245",2020-04-28,"10","Kamenicë",5
"246",2020-04-28,"38","Mitrovicë e Veriut",2
"247",2020-04-28,"16","Rahovec",1
"248",2020-04-28,"22","Shtime",1
"249",2020-04-28,"26","Viti",3
"250",2020-04-29,"30","Malishevë",3
"251",2020-04-29,"20","Prizren",4
"252",2020-04-29,"16","Rahovec",1
"253",2020-04-29,"24","Suharekë",1
"254",2020-04-29,"29","Zveçan",1
"255",2020-04-30,"12","Leposaviq",1
"256",2020-04-30,"11","Mitrovicë",1
"257",2020-04-30,"20","Prizren",5
"258",2020-04-30,"26","Viti",1
"259",2020-04-30,"28","Zubin Potok",2
"260",2020-04-30,"29","Zveçan",2
"261",2020-05-01,"12","Leposaviq",2
"262",2020-05-01,"20","Prizren",6
"263",2020-05-01,"24","Suharekë",1
"264",2020-05-02,"12","Leposaviq",1
"265",2020-05-02,"11","Mitrovicë",5
"266",2020-05-02,"20","Prizren",3
"267",2020-05-02,"16","Rahovec",2
"268",2020-05-03,"12","Leposaviq",3
"269",2020-05-03,"11","Mitrovicë",5
"270",2020-05-03,"20","Prizren",3
"271",2020-05-04,"11","Mitrovicë",2
"272",2020-05-04,"20","Prizren",1
"273",2020-05-04,"16","Rahovec",1
"274",2020-05-05,"11","Mitrovicë",1
"275",2020-05-06,"12","Leposaviq",1
"276",2020-05-06,"20","Prizren",2
"277",2020-05-06,"16","Rahovec",1
"278",2020-05-07,"10","Kamenicë",1
"279",2020-05-08,"19","Prishtinë",1
"280",2020-05-09,"9","Fushë Kosovë",1
"281",2020-05-09,"4","Gjilan",1
"282",2020-05-09,"11","Mitrovicë",2
"283",2020-05-09,"15","Obiliq",1
"284",2020-05-09,"19","Prishtinë",3
"285",2020-05-10,"4","Gjilan",9
"286",2020-05-10,"17","Pejë",1
"287",2020-05-10,"19","Prishtinë",1
"288",2020-05-10,"20","Prizren",2
"289",2020-05-10,"27","Vushtrri",1
"290",2020-05-11,"25","Ferizaj",1
"291",2020-05-11,"19","Prishtinë",2
"292",2020-05-11,"20","Prizren",3
"293",2020-05-11,"27","Vushtrri",5
"294",2020-05-12,"25","Ferizaj",1
"295",2020-05-12,"4","Gjilan",14
"296",2020-05-12,"10","Kamenicë",1
"297",2020-05-12,"11","Mitrovicë",1
"298",2020-05-12,"19","Prishtinë",4
"299",2020-05-12,"27","Vushtrri",3
"300",2020-05-13,"11","Mitrovicë",2
"301",2020-05-13,"16","Rahovec",4
"302",2020-05-13,"27","Vushtrri",2
"303",2020-05-14,"25","Ferizaj",9
"304",2020-05-14,"4","Gjilan",6
"305",2020-05-14,"27","Vushtrri",3
"306",2020-05-15,"25","Ferizaj",4
"307",2020-05-15,"19","Prishtinë",1
"308",2020-05-15,"20","Prizren",1
"309",2020-05-15,"27","Vushtrri",4
"310",2020-05-16,"25","Ferizaj",16
"311",2020-05-16,"12","Leposaviq",1
"312",2020-05-16,"20","Prizren",3
"313",2020-05-16,"27","Vushtrri",1
"314",2020-05-16,"28","Zubin Potok",2
"315",2020-05-17,"25","Ferizaj",5
"316",2020-05-17,"4","Gjilan",1
"317",2020-05-17,"19","Prishtinë",1
"318",2020-05-18,"19","Prishtinë",3
"319",2020-05-19,"16","Rahovec",1
"320",2020-05-20,"20","Prizren",8
"321",2020-05-20,"16","Rahovec",6
"322",2020-05-21,"27","Vushtrri",1
"323",2020-05-22,"30","Malishevë",1
"324",2020-05-22,"20","Prizren",18
"325",2020-05-22,"24","Suharekë",2
"326",2020-05-23,"19","Prishtinë",1
"327",2020-05-23,"20","Prizren",3
"328",2020-05-23,"27","Vushtrri",3
"329",2020-05-25,"20","Prizren",6
"330",2020-05-26,"4","Gjilan",1
"331",2020-05-26,"27","Vushtrri",8
"332",2020-05-27,"27","Vushtrri",1
"333",2020-05-28,"4","Gjilan",1
"334",2020-05-28,"27","Vushtrri",3
"335",2020-05-29,"30","Malishevë",1
"336",2020-05-29,"20","Prizren",5
"337",2020-05-29,"27","Vushtrri",6
"338",2020-05-30,"15","Obiliq",1
"339",2020-05-30,"27","Vushtrri",5
"340",2020-05-31,"11","Mitrovicë",2
"341",2020-05-31,"19","Prishtinë",1
"342",2020-06-01,"9","Fushë Kosovë",5
"343",2020-06-01,"11","Mitrovicë",3
"344",2020-06-01,"18","Podujevë",5
"345",2020-06-01,"27","Vushtrri",14
"346",2020-06-02,"12","Leposaviq",1
"347",2020-06-02,"19","Prishtinë",8
"348",2020-06-02,"20","Prizren",2
"349",2020-06-03,"9","Fushë Kosovë",1
"350",2020-06-03,"10","Kamenicë",1
"351",2020-06-03,"11","Mitrovicë",1
"352",2020-06-03,"15","Obiliq",1
"353",2020-06-03,"18","Podujevë",1
"354",2020-06-03,"27","Vushtrri",16
"355",2020-06-04,"9","Fushë Kosovë",2
"356",2020-06-04,"19","Prishtinë",1
"357",2020-06-04,"27","Vushtrri",1
"358",2020-06-05,"9","Fushë Kosovë",1
"359",2020-06-05,"19","Prishtinë",3
"360",2020-06-05,"20","Prizren",5
"361",2020-06-05,"27","Vushtrri",3
"362",2020-06-06,"9","Fushë Kosovë",6
"363",2020-06-06,"11","Mitrovicë",6
"364",2020-06-06,"27","Vushtrri",24
"365",2020-06-07,"9","Fushë Kosovë",6
"366",2020-06-07,"4","Gjilan",1
"367",2020-06-07,"11","Mitrovicë",1
"368",2020-06-07,"15","Obiliq",5
"369",2020-06-07,"20","Prizren",7
"370",2020-06-07,"16","Rahovec",1
"371",2020-06-07,"21","Skënderaj",1
"372",2020-06-07,"27","Vushtrri",8
"373",2020-06-08,"9","Fushë Kosovë",2
"374",2020-06-08,"32","Mamushë",1
"375",2020-06-08,"11","Mitrovicë",1
"376",2020-06-08,"15","Obiliq",1
"377",2020-06-08,"19","Prishtinë",4
"378",2020-06-08,"20","Prizren",4
"379",2020-06-08,"16","Rahovec",1
"380",2020-06-08,"27","Vushtrri",15
"381",2020-06-09,"4","Gjilan",1
"382",2020-06-09,"32","Mamushë",1
"383",2020-06-09,"19","Prishtinë",3
"384",2020-06-09,"27","Vushtrri",1
"385",2020-06-10,"9","Fushë Kosovë",1
"386",2020-06-10,"6","Istog",1
"387",2020-06-10,"13","Lipjan",1
"388",2020-06-10,"15","Obiliq",8
"389",2020-06-10,"17","Pejë",1
"390",2020-06-10,"19","Prishtinë",13
"391",2020-06-10,"16","Rahovec",1
"392",2020-06-10,"26","Viti",1
"393",2020-06-10,"27","Vushtrri",2
"394",2020-06-11,"9","Fushë Kosovë",3
"395",2020-06-11,"2","Gjakovë",1
"396",2020-06-11,"4","Gjilan",1
"397",2020-06-11,"13","Lipjan",1
"398",2020-06-11,"32","Mamushë",1
"399",2020-06-11,"17","Pejë",1
"400",2020-06-11,"18","Podujevë",2
"401",2020-06-11,"19","Prishtinë",9
"402",2020-06-11,"16","Rahovec",2
"403",2020-06-11,"26","Viti",2
"404",2020-06-11,"27","Vushtrri",5
"405",2020-06-12,"9","Fushë Kosovë",12
"406",2020-06-12,"19","Prishtinë",11
"407",2020-06-12,"20","Prizren",3
"408",2020-06-12,"16","Rahovec",1
"409",2020-06-12,"26","Viti",12
"410",2020-06-12,"27","Vushtrri",9
"411",2020-06-13,"9","Fushë Kosovë",1
"412",2020-06-13,"6","Istog",11
"413",2020-06-13,"17","Pejë",1
"414",2020-06-13,"19","Prishtinë",18
"415",2020-06-13,"16","Rahovec",3
"416",2020-06-13,"26","Viti",1
"417",2020-06-13,"27","Vushtrri",18
"418",2020-06-14,"9","Fushë Kosovë",1
"419",2020-06-14,"4","Gjilan",3
"420",2020-06-14,"6","Istog",2
"421",2020-06-14,"32","Mamushë",1
"422",2020-06-14,"11","Mitrovicë",2
"423",2020-06-14,"17","Pejë",7
"424",2020-06-14,"19","Prishtinë",5
"425",2020-06-14,"20","Prizren",3
"426",2020-06-14,"21","Skënderaj",1
"427",2020-06-14,"24","Suharekë",1
"428",2020-06-14,"26","Viti",1
"429",2020-06-14,"27","Vushtrri",22
"430",2020-06-15,"5","Dragash",1
"431",2020-06-15,"3","Drenas",3
"432",2020-06-15,"25","Ferizaj",2
"433",2020-06-15,"9","Fushë Kosovë",3
"434",2020-06-15,"2","Gjakovë",6
"435",2020-06-15,"4","Gjilan",1
"436",2020-06-15,"7","Kaçanik",1
"437",2020-06-15,"37","Kllokot",1
"438",2020-06-15,"13","Lipjan",5
"439",2020-06-15,"32","Mamushë",1
"440",2020-06-15,"15","Obiliq",1
"441",2020-06-15,"17","Pejë",8
"442",2020-06-15,"19","Prishtinë",46
"443",2020-06-15,"20","Prizren",18
"444",2020-06-15,"16","Rahovec",9
"445",2020-06-15,"21","Skënderaj",1
"446",2020-06-15,"24","Suharekë",1
"447",2020-06-15,"26","Viti",6
"448",2020-06-15,"27","Vushtrri",15
"449",2020-06-16,"9","Fushë Kosovë",6
"450",2020-06-16,"4","Gjilan",5
"451",2020-06-16,"7","Kaçanik",1
"452",2020-06-16,"10","Kamenicë",1
"453",2020-06-16,"32","Mamushë",3
"454",2020-06-16,"11","Mitrovicë",11
"455",2020-06-16,"15","Obiliq",9
"456",2020-06-16,"36","Partesh",1
"457",2020-06-16,"17","Pejë",18
"458",2020-06-16,"18","Podujevë",4
"459",2020-06-16,"19","Prishtinë",42
"460",2020-06-16,"20","Prizren",7
"461",2020-06-16,"16","Rahovec",1
"462",2020-06-16,"26","Viti",2
"463",2020-06-17,"3","Drenas",5
"464",2020-06-17,"25","Ferizaj",2
"465",2020-06-17,"9","Fushë Kosovë",4
"466",2020-06-17,"2","Gjakovë",1
"467",2020-06-17,"4","Gjilan",9
"468",2020-06-17,"32","Mamushë",1
"469",2020-06-17,"11","Mitrovicë",7
"470",2020-06-17,"15","Obiliq",4
"471",2020-06-17,"18","Podujevë",7
"472",2020-06-17,"19","Prishtinë",21
"473",2020-06-17,"20","Prizren",5
"474",2020-06-17,"21","Skënderaj",3
"475",2020-06-17,"26","Viti",4
"476",2020-06-17,"27","Vushtrri",4
"477",2020-06-18,"5","Dragash",8
"478",2020-06-18,"9","Fushë Kosovë",1
"479",2020-06-18,"4","Gjilan",12
"480",2020-06-18,"32","Mamushë",7
"481",2020-06-18,"11","Mitrovicë",9
"482",2020-06-18,"15","Obiliq",1
"483",2020-06-18,"17","Pejë",9
"484",2020-06-18,"19","Prishtinë",14
"485",2020-06-18,"20","Prizren",6
"486",2020-06-18,"21","Skënderaj",1
"487",2020-06-18,"27","Vushtrri",15
"488",2020-06-19,"25","Ferizaj",3
"489",2020-06-19,"9","Fushë Kosovë",2
"490",2020-06-19,"2","Gjakovë",14
"491",2020-06-19,"8","Klinë",1
"492",2020-06-19,"13","Lipjan",1
"493",2020-06-19,"32","Mamushë",1
"494",2020-06-19,"15","Obiliq",1
"495",2020-06-19,"18","Podujevë",2
"496",2020-06-19,"19","Prishtinë",41
"497",2020-06-19,"20","Prizren",5
"498",2020-06-19,"16","Rahovec",1
"499",2020-06-19,"26","Viti",3
"500",2020-06-19,"27","Vushtrri",7
"501",2020-06-20,"9","Fushë Kosovë",5
"502",2020-06-20,"2","Gjakovë",1
"503",2020-06-20,"6","Istog",3
"504",2020-06-20,"13","Lipjan",1
"505",2020-06-20,"32","Mamushë",1
"506",2020-06-20,"11","Mitrovicë",7
"507",2020-06-20,"17","Pejë",1
"508",2020-06-20,"19","Prishtinë",36
"509",2020-06-20,"20","Prizren",5
"510",2020-06-20,"16","Rahovec",2
"511",2020-06-20,"21","Skënderaj",4
"512",2020-06-20,"27","Vushtrri",9
"513",2020-06-21,"3","Drenas",2
"514",2020-06-21,"9","Fushë Kosovë",1
"515",2020-06-21,"7","Kaçanik",1
"516",2020-06-21,"13","Lipjan",1
"517",2020-06-21,"32","Mamushë",1
"518",2020-06-21,"11","Mitrovicë",15
"519",2020-06-21,"15","Obiliq",1
"520",2020-06-21,"17","Pejë",6
"521",2020-06-21,"19","Prishtinë",19
"522",2020-06-21,"20","Prizren",19
"523",2020-06-21,"22","Shtime",1
"524",2020-06-21,"26","Viti",6
"525",2020-06-21,"27","Vushtrri",3
"526",2020-06-22,"5","Dragash",1
"527",2020-06-22,"25","Ferizaj",1
"528",2020-06-22,"9","Fushë Kosovë",1
"529",2020-06-22,"2","Gjakovë",1
"530",2020-06-22,"4","Gjilan",3
"531",2020-06-22,"13","Lipjan",2
"532",2020-06-22,"11","Mitrovicë",1
"533",2020-06-22,"17","Pejë",1
"534",2020-06-22,"18","Podujevë",3
"535",2020-06-22,"19","Prishtinë",18
"536",2020-06-22,"20","Prizren",4
"537",2020-06-22,"16","Rahovec",1
"538",2020-06-22,"21","Skënderaj",1
"539",2020-06-22,"26","Viti",3
"540",2020-06-22,"27","Vushtrri",6
"541",2020-06-23,"9","Fushë Kosovë",5
"542",2020-06-23,"4","Gjilan",3
"543",2020-06-23,"32","Mamushë",6
"544",2020-06-23,"11","Mitrovicë",1
"545",2020-06-23,"15","Obiliq",1
"546",2020-06-23,"18","Podujevë",1
"547",2020-06-23,"19","Prishtinë",13
"548",2020-06-23,"20","Prizren",15
"549",2020-06-23,"21","Skënderaj",2
"550",2020-06-23,"26","Viti",1
"551",2020-06-23,"27","Vushtrri",4
"552",2020-06-24,"9","Fushë Kosovë",1
"553",2020-06-24,"2","Gjakovë",3
"554",2020-06-24,"4","Gjilan",8
"555",2020-06-24,"6","Istog",2
"556",2020-06-24,"37","Kllokot",1
"557",2020-06-24,"13","Lipjan",2
"558",2020-06-24,"30","Malishevë",1
"559",2020-06-24,"32","Mamushë",8
"560",2020-06-24,"11","Mitrovicë",2
"561",2020-06-24,"15","Obiliq",1
"562",2020-06-24,"17","Pejë",18
"563",2020-06-24,"19","Prishtinë",15
"564",2020-06-24,"20","Prizren",15
"565",2020-06-24,"16","Rahovec",1
"566",2020-06-24,"26","Viti",16
"567",2020-06-24,"27","Vushtrri",1
"568",2020-06-25,"3","Drenas",1
"569",2020-06-25,"25","Ferizaj",2
"570",2020-06-25,"9","Fushë Kosovë",5
"571",2020-06-25,"6","Istog",8
"572",2020-06-25,"8","Klinë",1
"573",2020-06-25,"13","Lipjan",1
"574",2020-06-25,"11","Mitrovicë",3
"575",2020-06-25,"15","Obiliq",1
"576",2020-06-25,"17","Pejë",1
"577",2020-06-25,"19","Prishtinë",37
"578",2020-06-25,"20","Prizren",5
"579",2020-06-25,"16","Rahovec",1
"580",2020-06-25,"24","Suharekë",1
"581",2020-06-25,"26","Viti",1
"582",2020-06-25,"27","Vushtrri",1
"583",2020-06-26,"3","Drenas",1
"584",2020-06-26,"25","Ferizaj",1
"585",2020-06-26,"9","Fushë Kosovë",1
"586",2020-06-26,"2","Gjakovë",3
"587",2020-06-26,"4","Gjilan",3
"588",2020-06-26,"10","Kamenicë",2
"589",2020-06-26,"13","Lipjan",2
"590",2020-06-26,"32","Mamushë",2
"591",2020-06-26,"11","Mitrovicë",1
"592",2020-06-26,"18","Podujevë",1
"593",2020-06-26,"19","Prishtinë",32
"594",2020-06-26,"20","Prizren",4
"595",2020-06-26,"16","Rahovec",4
"596",2020-06-26,"21","Skënderaj",1
"597",2020-06-26,"24","Suharekë",1
"598",2020-06-26,"26","Viti",1
"599",2020-06-26,"27","Vushtrri",2
"600",2020-06-27,"3","Drenas",2
"601",2020-06-27,"25","Ferizaj",5
"602",2020-06-27,"9","Fushë Kosovë",1
"603",2020-06-27,"2","Gjakovë",3
"604",2020-06-27,"4","Gjilan",4
"605",2020-06-27,"6","Istog",1
"606",2020-06-27,"11","Mitrovicë",3
"607",2020-06-27,"17","Pejë",7
"608",2020-06-27,"18","Podujevë",1
"609",2020-06-27,"19","Prishtinë",44
"610",2020-06-27,"16","Rahovec",5
"611",2020-06-27,"21","Skënderaj",1
"612",2020-06-27,"24","Suharekë",4
"613",2020-06-27,"26","Viti",1
"614",2020-06-27,"27","Vushtrri",4
"615",2020-06-28,"3","Drenas",2
"616",2020-06-28,"25","Ferizaj",3
"617",2020-06-28,"9","Fushë Kosovë",3
"618",2020-06-28,"4","Gjilan",4
"619",2020-06-28,"7","Kaçanik",1
"620",2020-06-28,"13","Lipjan",4
"621",2020-06-28,"30","Malishevë",1
"622",2020-06-28,"32","Mamushë",3
"623",2020-06-28,"11","Mitrovicë",6
"624",2020-06-28,"17","Pejë",1
"625",2020-06-28,"18","Podujevë",6
"626",2020-06-28,"19","Prishtinë",33
"627",2020-06-28,"20","Prizren",7
"628",2020-06-28,"16","Rahovec",2
"629",2020-06-28,"21","Skënderaj",3
"630",2020-06-28,"24","Suharekë",4
"631",2020-06-28,"26","Viti",1
"632",2020-06-28,"27","Vushtrri",3
"633",2020-06-29,"5","Dragash",1
"634",2020-06-29,"25","Ferizaj",21
"635",2020-06-29,"9","Fushë Kosovë",5
"636",2020-06-29,"2","Gjakovë",8
"637",2020-06-29,"4","Gjilan",5
"638",2020-06-29,"6","Istog",1
"639",2020-06-29,"10","Kamenicë",3
"640",2020-06-29,"8","Klinë",1
"641",2020-06-29,"13","Lipjan",2
"642",2020-06-29,"30","Malishevë",1
"643",2020-06-29,"18","Podujevë",4
"644",2020-06-29,"19","Prishtinë",41
"645",2020-06-29,"20","Prizren",7
"646",2020-06-29,"22","Shtime",2
"647",2020-06-29,"21","Skënderaj",1
"648",2020-06-29,"24","Suharekë",1
"649",2020-06-29,"26","Viti",3
"650",2020-06-29,"27","Vushtrri",5
"651",2020-06-30,"25","Ferizaj",2
