"","date","id","municipality","cadastral_zone","confirmed"
"1",2020-03-13,"8","Klinë","Dranashiq",1
"2",2020-03-13,"26","Viti","Stubëll e Poshtme",1
"3",2020-03-14,"30","Malishevë","Bubavec",1
"4",2020-03-14,"26","Viti","Stubëll e Poshtme",2
"5",2020-03-15,"30","Malishevë","Bubavec",1
"6",2020-03-15,"30","Malishevë","Llashkadrenoc",1
"7",2020-03-15,"30","Malishevë","Panorc",1
"8",2020-03-16,"15","Obiliq","Obiliq",1
"9",2020-03-16,"18","Podujevë","Dumnicë e Poshtme",1
"10",2020-03-16,"20","Prizren","Korishtë",1
"11",2020-03-16,"26","Viti","Stubëll e Poshtme",4
"12",2020-03-17,"2","Gjakovë","Gjakovë",2
"13",2020-03-17,"18","Podujevë","Dumnicë e Poshtme",1
"14",2020-03-17,"19","Prishtinë","Prishtinë",1
"15",2020-03-18,"18","Podujevë","Bradash",1
"16",2020-03-19,"13","Lipjan","Janjevë",1
"17",2020-03-20,"2","Gjakovë","Gjakovë",1
"18",2020-03-20,"30","Malishevë","Llashkadrenoc",1
"19",2020-03-20,"24","Suharekë","Suharekë",1
"20",2020-03-21,"25","Ferizaj","Bibaj",1
"21",2020-03-21,"2","Gjakovë","Gjakovë",1
"22",2020-03-21,"4","Gjilan","Vrapçiq",1
"23",2020-03-21,"4","Gjilan","Zhegër",1
"24",2020-03-21,"30","Malishevë","Senik",1
"25",2020-03-21,"19","Prishtinë","Prishtinë",2
"26",2020-03-22,"4","Gjilan","Vrapçiq",1
"27",2020-03-22,"30","Malishevë","Damanek",1
"28",2020-03-22,"18","Podujevë","Dumnicë e Poshtme",0
"29",2020-03-23,"2","Gjakovë","Gjakovë",1
"30",2020-03-23,"4","Gjilan","Vrapçiq",11
"31",2020-03-23,"30","Malishevë","Llashkadrenoc",7
"32",2020-03-23,"30","Malishevë","Malishevë",2
"33",2020-03-23,"30","Malishevë","Senik",5
"34",2020-03-23,"19","Prishtinë","Prishtinë",1
"35",2020-03-23,"22","Shtime","Petrovë",1
"36",2020-03-24,"4","Gjilan","Vrapçiq",1
"37",2020-03-24,"27","Vushtrri","Studime",1
"38",2020-03-25,"30","Malishevë","Damanek",4
"39",2020-03-25,"19","Prishtinë","Prishtinë",3
"40",2020-03-25,"27","Vushtrri","Studime",1
"41",2020-03-26,"30","Malishevë","Malishevë",7
"42",2020-03-26,"17","Pejë","Llugaxhi",1
"43",2020-03-26,"18","Podujevë","Dumnicë e Poshtme",0
"44",2020-03-26,"19","Prishtinë","Prishtinë",3
"45",2020-03-26,"27","Vushtrri","Studime",4
"46",2020-03-27,"2","Gjakovë","Gjakovë",1
"47",2020-03-27,"19","Prishtinë","Prishtinë",1
"48",2020-03-28,"18","Podujevë","Dumnicë e Poshtme",1
"49",2020-03-28,"19","Prishtinë","Prishtinë",2
"50",2020-03-29,"4","Gjilan","Vrapçiq",1
"51",2020-03-29,"12","Leposaviq","Leposaviq",1
"52",2020-03-29,"30","Malishevë","Malishevë",1
"53",2020-03-29,"19","Prishtinë","Prishtinë",1
"54",2020-03-30,"9","Fushë Kosovë","Miradi e Epërme",3
"55",2020-03-30,"10","Kamenicë","Topanicë",1
"56",2020-03-30,"30","Malishevë","Malishevë",5
"57",2020-03-30,"38","Mitrovicë e Veriut","Mitrovicë e Veriut",1
"58",2020-03-30,"19","Prishtinë","Prishtinë",2
"59",2020-03-31,"2","Gjakovë","Gjakovë",1
"60",2020-03-31,"8","Klinë","Dranashiq",0
"61",2020-03-31,"30","Malishevë","Bubavec",0
"62",2020-03-31,"30","Malishevë","Malishevë",1
"63",2020-03-31,"38","Mitrovicë e Veriut","Mitrovicë e Veriut",2
"64",2020-03-31,"20","Prizren","Prizren",1
"65",2020-03-31,"26","Viti","Stubëll e Poshtme",0
"66",2020-03-31,"27","Vushtrri","Vushtrri",1
"67",2020-04-01,"2","Gjakovë","Gjakovë",1
"68",2020-04-01,"4","Gjilan","Vrapçiq",0
"69",2020-04-01,"10","Kamenicë","Topanicë",11
"70",2020-04-01,"30","Malishevë","Llashkadrenoc",0
"71",2020-04-01,"19","Prishtinë","Prishtinë",1
"72",2020-04-01,"22","Shtime","Petrovë",0
"73",2020-04-02,"20","Prizren","Korishtë",1
"74",2020-04-03,"4","Gjilan","Vrapçiq",1
"75",2020-04-03,"30","Malishevë","Damanek",0
"76",2020-04-03,"30","Malishevë","Malishevë",0
"77",2020-04-03,"15","Obiliq","Obiliq",0
"78",2020-04-03,"17","Pejë","Llugaxhi",4
"79",2020-04-03,"17","Pejë","Pejë",1
"80",2020-04-03,"20","Prizren","Korishtë",0
"81",2020-04-03,"24","Suharekë","Suharekë",0
"82",2020-04-04,"2","Gjakovë","Gjakovë",0
"83",2020-04-04,"30","Malishevë","Lladroc",0
"84",2020-04-04,"30","Malishevë","Llashkadrenoc",0
"85",2020-04-04,"30","Malishevë","Malishevë",2
"86",2020-04-04,"30","Malishevë","Panorc",0
"87",2020-04-04,"38","Mitrovicë e Veriut","Mitrovicë e Veriut",3
"88",2020-04-04,"19","Prishtinë","Prishtinë",2
"89",2020-04-04,"27","Vushtrri","Smrekonicë",1
"90",2020-04-05,"2","Gjakovë","Gjakovë",1
"91",2020-04-05,"30","Malishevë","Banjë",3
"92",2020-04-05,"27","Vushtrri","Smrekonicë",1
"93",2020-04-06,"3","Drenas","Drenas",1
"94",2020-04-06,"30","Malishevë","Banjë",15
"95",2020-04-06,"30","Malishevë","Llashkadrenoc",0
"96",2020-04-06,"30","Malishevë","Malishevë",2
"97",2020-04-06,"19","Prishtinë","Prishtinë",1
"98",2020-04-06,"20","Prizren","Korishtë",0
"99",2020-04-06,"24","Suharekë","Bllacë",1
"100",2020-04-07,"25","Ferizaj","Sazli",1
"101",2020-04-07,"2","Gjakovë","Gjakovë",1
"102",2020-04-07,"4","Gjilan","Gjilan",1
"103",2020-04-07,"4","Gjilan","Zhegër",0
"104",2020-04-07,"10","Kamenicë","Topanicë",1
"105",2020-04-07,"8","Klinë","Ujmir",1
"106",2020-04-07,"30","Malishevë","Llashkadrenoc",1
"107",2020-04-07,"30","Malishevë","Senik",2
"108",2020-04-07,"19","Prishtinë","Prishtinë",3
"109",2020-04-07,"26","Viti","Stubëll e Poshtme",0
"110",2020-04-07,"27","Vushtrri","Smrekonicë",7
"111",2020-04-07,"27","Vushtrri","Vushtrri",1
"112",2020-04-08,"4","Gjilan","Gjilan",0
"113",2020-04-08,"8","Klinë","Gjurgjevik",1
"114",2020-04-08,"12","Leposaviq","Leposaviq",2
"115",2020-04-08,"13","Lipjan","Krojmir",1
"116",2020-04-08,"30","Malishevë","Banjë",2
"117",2020-04-08,"30","Malishevë","Llashkadrenoc",0
"118",2020-04-08,"30","Malishevë","Malishevë",0
"119",2020-04-08,"30","Malishevë","Senik",0
"120",2020-04-08,"38","Mitrovicë e Veriut","Mitrovicë e Veriut",14
"121",2020-04-08,"19","Prishtinë","Prishtinë",2
"122",2020-04-08,"24","Suharekë","Bllacë",1
"123",2020-04-08,"27","Vushtrri","Smrekonicë",4
"124",2020-04-08,"27","Vushtrri","Vushtrri",0
"125",2020-04-08,"28","Zubin Potok","Zubin Potok",2
"126",2020-04-08,"29","Zveçan","Zveçan",10
"127",2020-04-09,"4","Gjilan","Vrapçiq",0
"128",2020-04-09,"12","Leposaviq","Leposaviq",1
"129",2020-04-09,"18","Podujevë","Dumnicë e Poshtme",0
"130",2020-04-09,"19","Prishtinë","Hajvali",1
"131",2020-04-09,"24","Suharekë","Suharekë",1
"132",2020-04-10,"25","Ferizaj","Bibaj",0
"133",2020-04-10,"25","Ferizaj","Ferizaj",3
"134",2020-04-10,"25","Ferizaj","Gremë",1
"135",2020-04-10,"25","Ferizaj","Lloshkobare",1
"136",2020-04-10,"25","Ferizaj","Mirash",2
"137",2020-04-10,"25","Ferizaj","Nerodime",1
"138",2020-04-10,"25","Ferizaj","Sazli",8
"139",2020-04-10,"25","Ferizaj","Talinoc i Muhaxherëve",1
"140",2020-04-10,"25","Ferizaj","Varosh",1
"141",2020-04-10,"4","Gjilan","Vrapçiq",0
"142",2020-04-10,"33","Hani i Elezit","Hani i Elezit",1
"143",2020-04-10,"30","Malishevë","Senik",0
"144",2020-04-10,"19","Prishtinë","Prishtinë",1
"145",2020-04-10,"20","Prizren","Prizren",1
"146",2020-04-10,"26","Viti","Viti",2
"147",2020-04-11,"13","Lipjan","Janjevë",0
"148",2020-04-11,"30","Malishevë","Damanek",0
"149",2020-04-11,"30","Malishevë","Senik",0
"150",2020-04-11,"38","Mitrovicë e Veriut","Mitrovicë e Veriut",2
"151",2020-04-11,"19","Prishtinë","Prishtinë",20
"152",2020-04-11,"20","Prizren","Prizren",3
"153",2020-04-11,"21","Skënderaj","Burojë",2
"154",2020-04-11,"24","Suharekë","Semetisht",1
"155",2020-04-11,"26","Viti","Skifteraj",3
"156",2020-04-11,"27","Vushtrri","Studime",0
"157",2020-04-11,"28","Zubin Potok","Zubin Potok",1
"158",2020-04-11,"29","Zveçan","Zveçan",1
"159",2020-04-12,"25","Ferizaj","Ferizaj",12
"160",2020-04-12,"25","Ferizaj","Gremë",8
"161",2020-04-12,"25","Ferizaj","Lloshkobare",4
"162",2020-04-12,"25","Ferizaj","Manastirc",1
"163",2020-04-12,"25","Ferizaj","Mirash",7
"164",2020-04-12,"25","Ferizaj","Nerodime",1
"165",2020-04-12,"25","Ferizaj","Slivovë",2
"166",2020-04-12,"9","Fushë Kosovë","Fushë Kosovë",1
"167",2020-04-12,"4","Gjilan","Gjilan",2
"168",2020-04-12,"4","Gjilan","Lladovë",1
"169",2020-04-12,"33","Hani i Elezit","Hani i Elezit",6
"170",2020-04-12,"6","Istog","Llugë",1
"171",2020-04-12,"10","Kamenicë","Hodonoc",1
"172",2020-04-12,"8","Klinë","Çabiq",1
"173",2020-04-12,"12","Leposaviq","Leposaviq",1
"174",2020-04-12,"30","Malishevë","Banjë",1
"175",2020-04-12,"30","Malishevë","Malishevë",1
"176",2020-04-12,"38","Mitrovicë e Veriut","Mitrovicë e Veriut",1
"177",2020-04-12,"18","Podujevë","Bradash",0
"178",2020-04-12,"20","Prizren","Prizren",10
"179",2020-04-12,"20","Prizren","Skorobishtë",6
"180",2020-04-12,"16","Rahovec","Kramovik",1
"181",2020-04-12,"21","Skënderaj","Burojë",1
"182",2020-04-12,"26","Viti","Pozheran",2
"183",2020-04-12,"26","Viti","Ramjen",4
"184",2020-04-12,"27","Vushtrri","Pestovë",1
"185",2020-04-12,"27","Vushtrri","Vushtrri",1
"186",2020-04-12,"28","Zubin Potok","Zubin Potok",1
"187",2020-04-13,"25","Ferizaj","Nerodime",1
"188",2020-04-13,"4","Gjilan","Gjilan",0
"189",2020-04-13,"4","Gjilan","Lladovë",3
"190",2020-04-13,"6","Istog","Llugë",0
"191",2020-04-13,"12","Leposaviq","Leposaviq",1
"192",2020-04-13,"30","Malishevë","Banjë",1
"193",2020-04-13,"30","Malishevë","Damanek",0
"194",2020-04-13,"19","Prishtinë","Prishtinë",0
"195",2020-04-13,"24","Suharekë","Semetisht",7
"196",2020-04-13,"24","Suharekë","Vraniq",2
"197",2020-04-14,"25","Ferizaj","Talinoc i Muhaxherëve",1
"198",2020-04-14,"2","Gjakovë","Gjakovë",1
"199",2020-04-14,"10","Kamenicë","Hodonoc",1
"200",2020-04-14,"30","Malishevë","Damanek",0
"201",2020-04-14,"30","Malishevë","Malishevë",0
"202",2020-04-14,"19","Prishtinë","Prishtinë",2
"203",2020-04-14,"21","Skënderaj","Burojë",1
"204",2020-04-14,"24","Suharekë","Suharekë",1
"205",2020-04-14,"26","Viti","Skifteraj",1
"206",2020-04-14,"26","Viti","Smirë",1
"207",2020-04-14,"27","Vushtrri","Vushtrri",0
"208",2020-04-14,"29","Zveçan","Zveçan",1
"209",2020-04-15,"1","Deçan","Lebushë",1
"210",2020-04-15,"25","Ferizaj","Ferizaj",4
"211",2020-04-15,"25","Ferizaj","Mirash",1
"212",2020-04-15,"25","Ferizaj","Talinoc i Muhaxherëve",4
"213",2020-04-15,"2","Gjakovë","Gjakovë",3
"214",2020-04-15,"4","Gjilan","Gjilan",0
"215",2020-04-15,"6","Istog","Studenicë",1
"216",2020-04-15,"10","Kamenicë","Hodonoc",4
"217",2020-04-15,"10","Kamenicë","Topanicë",4
"218",2020-04-15,"13","Lipjan","Lipjan",1
"219",2020-04-15,"30","Malishevë","Banjë",1
"220",2020-04-15,"30","Malishevë","Malishevë",0
"221",2020-04-15,"38","Mitrovicë e Veriut","Mitrovicë e Veriut",2
"222",2020-04-15,"19","Prishtinë","Prishtinë",2
"223",2020-04-15,"20","Prizren","Prizren",4
"224",2020-04-15,"20","Prizren","Skorobishtë",1
"225",2020-04-15,"24","Suharekë","Suharekë",1
"226",2020-04-15,"26","Viti","Ramjen",1
"227",2020-04-15,"29","Zveçan","Zveçan",1
"228",2020-04-16,"4","Gjilan","Lladovë",1
"229",2020-04-16,"4","Gjilan","Malishevë - GL",2
"230",2020-04-16,"10","Kamenicë","Hodonoc",1
"231",2020-04-16,"10","Kamenicë","Topanicë",1
"232",2020-04-16,"12","Leposaviq","Granican",1
"233",2020-04-16,"12","Leposaviq","Leposaviq",1
"234",2020-04-16,"13","Lipjan","Lipjan",3
"235",2020-04-16,"17","Pejë","Llugaxhi",0
"236",2020-04-16,"18","Podujevë","Pollatë",1
"237",2020-04-16,"19","Prishtinë","Prishtinë",4
"238",2020-04-16,"22","Shtime","Pjetershticë",1
"239",2020-04-16,"24","Suharekë","Krushicë e Poshtme",1
"240",2020-04-16,"24","Suharekë","Vraniq",5
"241",2020-04-16,"26","Viti","Smirë",2
"242",2020-04-16,"26","Viti","Viti",1
"243",2020-04-16,"27","Vushtrri","Samadrexhë",1
"244",2020-04-16,"27","Vushtrri","Smrekonicë",0
"245",2020-04-17,"25","Ferizaj","Ferizaj",10
"246",2020-04-17,"25","Ferizaj","Korinë",1
"247",2020-04-17,"25","Ferizaj","Mirash",3
"248",2020-04-17,"25","Ferizaj","Mirosal",1
"249",2020-04-17,"9","Fushë Kosovë","Miradi e Epërme",1
"250",2020-04-17,"4","Gjilan","Gjilan",0
"251",2020-04-17,"10","Kamenicë","Kamenicë",0
"252",2020-04-17,"10","Kamenicë","Topanicë",0
"253",2020-04-17,"12","Leposaviq","Leposaviq",1
"254",2020-04-17,"19","Prishtinë","Prishtinë",2
"255",2020-04-17,"22","Shtime","Vojnoc",1
"256",2020-04-17,"21","Skënderaj","Skënderaj",1
"257",2020-04-17,"26","Viti","Gushicë",3
"258",2020-04-17,"26","Viti","Pozheran",3
"259",2020-04-17,"26","Viti","Viti",3
"260",2020-04-17,"28","Zubin Potok","Zubin Potok",1
"261",2020-04-18,"3","Drenas","Zabel i Poshtëm",1
"262",2020-04-18,"9","Fushë Kosovë","Fushë Kosovë",2
"263",2020-04-18,"2","Gjakovë","Gjakovë",2
"264",2020-04-18,"4","Gjilan","Gjilan",2
"265",2020-04-18,"4","Gjilan","Vrapçiq",0
"266",2020-04-18,"10","Kamenicë","Topanicë",1
"267",2020-04-18,"8","Klinë","Bokshiq",1
"268",2020-04-18,"19","Prishtinë","Prishtinë",0
"269",2020-04-18,"22","Shtime","Pjetershticë",9
"270",2020-04-18,"24","Suharekë","Bukosh",1
"271",2020-04-18,"24","Suharekë","Krushicë e Poshtme",5
"272",2020-04-18,"24","Suharekë","Reshtan",2
"273",2020-04-18,"24","Suharekë","Suharekë",3
"274",2020-04-18,"26","Viti","Stubëll e Poshtme",0
"275",2020-04-18,"26","Viti","Viti",1
"276",2020-04-19,"25","Ferizaj","Ferizaj",7
"277",2020-04-19,"25","Ferizaj","Kosinë",2
"278",2020-04-19,"8","Klinë","Ujmir",0
"279",2020-04-19,"12","Leposaviq","Leshak",2
"280",2020-04-19,"38","Mitrovicë e Veriut","Mitrovicë e Veriut",6
"281",2020-04-19,"17","Pejë","Pejë",1
"282",2020-04-19,"19","Prishtinë","Prishtinë",2
"283",2020-04-19,"20","Prizren","Prizren",1
"284",2020-04-19,"22","Shtime","Vojnoc",3
"285",2020-04-19,"26","Viti","Skifteraj",4
"286",2020-04-19,"26","Viti","Viti",6
"287",2020-04-19,"27","Vushtrri","Studime",0
"288",2020-04-19,"28","Zubin Potok","Zubin Potok",13
"289",2020-04-19,"29","Zveçan","Zveçan",4
"290",2020-04-20,"25","Ferizaj","Ferizaj",0
"291",2020-04-20,"25","Ferizaj","Gremë",0
"292",2020-04-20,"25","Ferizaj","Lloshkobare",0
"293",2020-04-20,"25","Ferizaj","Nerodime",0
"294",2020-04-20,"25","Ferizaj","Talinoc i Muhaxherëve",0
"295",2020-04-20,"25","Ferizaj","Varosh",0
"296",2020-04-20,"2","Gjakovë","Gjakovë",0
"297",2020-04-20,"12","Leposaviq","Leposaviq",0
"298",2020-04-20,"13","Lipjan","Lipjan",9
"299",2020-04-20,"38","Mitrovicë e Veriut","Mitrovicë e Veriut",0
"300",2020-04-20,"17","Pejë","Pejë",8
"301",2020-04-20,"18","Podujevë","Podujevë",2
"302",2020-04-20,"18","Podujevë","Pollatë",2
"303",2020-04-20,"19","Prishtinë","Hajvali",0
"304",2020-04-20,"19","Prishtinë","Prishtinë",6
"305",2020-04-20,"20","Prizren","Skorobishtë",5
"306",2020-04-20,"22","Shtime","Pjetershticë",1
"307",2020-04-20,"26","Viti","Skifteraj",0
"308",2020-04-20,"26","Viti","Stubëll e Poshtme",1
"309",2020-04-20,"28","Zubin Potok","Zubin Potok",2
"310",2020-04-20,"29","Zveçan","Zveçan",1
"311",2020-04-21,"25","Ferizaj","Ferizaj",0
"312",2020-04-21,"2","Gjakovë","Gjakovë",0
"313",2020-04-21,"12","Leposaviq","Leposaviq",0
"314",2020-04-21,"38","Mitrovicë e Veriut","Mitrovicë e Veriut",2
"315",2020-04-21,"17","Pejë","Llugaxhi",1
"316",2020-04-21,"17","Pejë","Pejë",1
"317",2020-04-21,"20","Prizren","Prizren",2
"318",2020-04-21,"24","Suharekë","Semetisht",0
"319",2020-04-21,"29","Zveçan","Zveçan",0
"320",2020-04-22,"25","Ferizaj","Ferizaj",3
"321",2020-04-22,"25","Ferizaj","Talinoc i Muhaxherëve",0
"322",2020-04-22,"2","Gjakovë","Gjakovë",0
"323",2020-04-22,"6","Istog","Istog",1
"324",2020-04-22,"6","Istog","Kërrninë",2
"325",2020-04-22,"6","Istog","Prekallë",1
"326",2020-04-22,"10","Kamenicë","Hodonoc",2
"327",2020-04-22,"10","Kamenicë","Poliqkë",6
"328",2020-04-22,"30","Malishevë","Malishevë",0
"329",2020-04-22,"17","Pejë","Lutogllavë",1
"330",2020-04-22,"17","Pejë","Napërgjan",1
"331",2020-04-22,"17","Pejë","Pejë",1
"332",2020-04-22,"17","Pejë","Vitomiricë",1
"333",2020-04-22,"20","Prizren","Prizren",1
"334",2020-04-22,"22","Shtime","Godanc i Epërm",1
"335",2020-04-22,"21","Skënderaj","Burojë",0
"336",2020-04-22,"24","Suharekë","Semetisht",0
"337",2020-04-22,"26","Viti","Stubëll e Poshtme",4
"338",2020-04-22,"29","Zveçan","Zveçan",1
"339",2020-04-23,"25","Ferizaj","Talinoc i Muhaxherëve",0
"340",2020-04-23,"6","Istog","Kërrninë",1
"341",2020-04-23,"30","Malishevë","Banjë",0
"342",2020-04-23,"30","Malishevë","Malishevë",0
"343",2020-04-23,"38","Mitrovicë e Veriut","Mitrovicë e Veriut",2
"344",2020-04-23,"17","Pejë","Katund i Ri",15
"345",2020-04-23,"17","Pejë","Pejë",11
"346",2020-04-23,"20","Prizren","Prizren",9
"347",2020-04-23,"29","Zveçan","Zveçan",1
"348",2020-04-24,"5","Dragash","Plavë",1
"349",2020-04-24,"5","Dragash","Zaplluxhë",1
"350",2020-04-24,"3","Drenas","Zabel i Poshtëm",0
"351",2020-04-24,"25","Ferizaj","Ferizaj",1
"352",2020-04-24,"25","Ferizaj","Mirash",4
"353",2020-04-24,"25","Ferizaj","Talinoc i Muhaxherëve",0
"354",2020-04-24,"4","Gjilan","Gjilan",7
"355",2020-04-24,"4","Gjilan","Livoç i Epërm",7
"356",2020-04-24,"30","Malishevë","Lladroc",1
"357",2020-04-24,"14","Novobërdë","Kosaqë",1
"358",2020-04-24,"19","Prishtinë","Prishtinë",1
"359",2020-04-24,"20","Prizren","Gërnçar",1
"360",2020-04-24,"20","Prizren","Prizren",5
"361",2020-04-24,"16","Rahovec","Rahovec",2
"362",2020-04-24,"21","Skënderaj","Skënderaj",1
"363",2020-04-24,"29","Zveçan","Zveçan",1
"364",2020-04-25,"25","Ferizaj","Mirash",0
"365",2020-04-25,"2","Gjakovë","Gjakovë",0
"366",2020-04-25,"4","Gjilan","Gjilan",4
"367",2020-04-25,"6","Istog","Gurrakoc",1
"368",2020-04-25,"7","Kaçanik","Kaçanik",2
"369",2020-04-25,"30","Malishevë","Lladroc",2
"370",2020-04-25,"17","Pejë","Pejë",2
"371",2020-04-25,"19","Prishtinë","Prishtinë",1
"372",2020-04-25,"20","Prizren","Zhur",2
"373",2020-04-25,"16","Rahovec","Rahovec",14
"374",2020-04-25,"22","Shtime","Pjetershticë",0
"375",2020-04-25,"24","Suharekë","Semetisht",0
"376",2020-04-26,"1","Deçan","Strellc i Epërm",2
"377",2020-04-26,"25","Ferizaj","Ferizaj",0
"378",2020-04-26,"4","Gjilan","Malishevë - GL",0
"379",2020-04-26,"7","Kaçanik","Runjevë",4
"380",2020-04-26,"12","Leposaviq","Leshak",0
"381",2020-04-26,"38","Mitrovicë e Veriut","Mitrovicë e Veriut",1
"382",2020-04-26,"17","Pejë","Bllagajë",4
"383",2020-04-26,"17","Pejë","Nakëll",5
"384",2020-04-26,"17","Pejë","Pejë",14
"385",2020-04-26,"20","Prizren","Hoqë e Qytetit",1
"386",2020-04-26,"22","Shtime","Shtime",1
"387",2020-04-26,"24","Suharekë","Sallagrazhdë",1
"388",2020-04-27,"5","Dragash","Plavë",1
"389",2020-04-27,"25","Ferizaj","Ferizaj",0
"390",2020-04-27,"9","Fushë Kosovë","Fushë Kosovë",0
"391",2020-04-27,"9","Fushë Kosovë","Miradi e Epërme",0
"392",2020-04-27,"7","Kaçanik","Runjevë",1
"393",2020-04-27,"12","Leposaviq","Leposaviq",1
"394",2020-04-27,"12","Leposaviq","Leshak",2
"395",2020-04-27,"38","Mitrovicë e Veriut","Mitrovicë e Veriut",5
"396",2020-04-27,"17","Pejë","Kotradiq",1
"397",2020-04-27,"18","Podujevë","Llapashticë e Poshtme",1
"398",2020-04-27,"18","Podujevë","Podujevë",1
"399",2020-04-27,"19","Prishtinë","Prishtinë",1
"400",2020-04-27,"20","Prizren","Arbanë",1
"401",2020-04-27,"20","Prizren","Hoqë e Qytetit",1
"402",2020-04-27,"20","Prizren","Lubizhdë",1
"403",2020-04-27,"20","Prizren","Piranë",1
"404",2020-04-27,"20","Prizren","Prizren",1
"405",2020-04-27,"16","Rahovec","Retijë",1
"406",2020-04-27,"24","Suharekë","Bllacë",0
"407",2020-04-27,"24","Suharekë","Semetisht",0
"408",2020-04-27,"24","Suharekë","Suharekë",1
"409",2020-04-27,"27","Vushtrri","Pestovë",0
"410",2020-04-27,"27","Vushtrri","Smrekonicë",0
"411",2020-04-27,"27","Vushtrri","Vushtrri",0
"412",2020-04-27,"28","Zubin Potok","Zubin Potok",0
"413",2020-04-27,"29","Zveçan","Zveçan",1
"414",2020-04-28,"9","Fushë Kosovë","Miradi e Epërme",0
"415",2020-04-28,"4","Gjilan","Gjilan",0
"416",2020-04-28,"10","Kamenicë","Poliqkë",5
"417",2020-04-28,"10","Kamenicë","Topanicë",0
"418",2020-04-28,"30","Malishevë","Malishevë",0
"419",2020-04-28,"38","Mitrovicë e Veriut","Mitrovicë e Veriut",2
"420",2020-04-28,"19","Prishtinë","Prishtinë",0
"421",2020-04-28,"16","Rahovec","Rahovec",1
"422",2020-04-28,"22","Shtime","Mollopolc",1
"423",2020-04-28,"24","Suharekë","Bllacë",0
"424",2020-04-28,"26","Viti","Ramjen",3
"425",2020-04-28,"29","Zveçan","Zveçan",0
"426",2020-04-29,"2","Gjakovë","Gjakovë",0
"427",2020-04-29,"33","Hani i Elezit","Hani i Elezit",0
"428",2020-04-29,"30","Malishevë","Lladroc",2
"429",2020-04-29,"30","Malishevë","Malishevë",1
"430",2020-04-29,"18","Podujevë","Llapashticë e Poshtme",0
"431",2020-04-29,"20","Prizren","Prizren",4
"432",2020-04-29,"20","Prizren","Skorobishtë",0
"433",2020-04-29,"16","Rahovec","Kramovik",0
"434",2020-04-29,"16","Rahovec","Rahovec",1
"435",2020-04-29,"24","Suharekë","Sallagrazhdë",1
"436",2020-04-29,"26","Viti","Pozheran",0
"437",2020-04-29,"26","Viti","Ramjen",0
"438",2020-04-29,"26","Viti","Stubëll e Poshtme",0
"439",2020-04-29,"26","Viti","Viti",0
"440",2020-04-29,"29","Zveçan","Zveçan",1
"441",2020-04-30,"25","Ferizaj","Ferizaj",0
"442",2020-04-30,"25","Ferizaj","Mirash",0
"443",2020-04-30,"25","Ferizaj","Sazli",0
"444",2020-04-30,"10","Kamenicë","Topanicë",0
"445",2020-04-30,"12","Leposaviq","Leposaviq",1
"446",2020-04-30,"11","Mitrovicë","Mitrovicë",1
"447",2020-04-30,"18","Podujevë","Pollatë",0
"448",2020-04-30,"20","Prizren","Prizren",5
"449",2020-04-30,"26","Viti","Ramjen",1
"450",2020-04-30,"26","Viti","Stubëll e Poshtme",0
"451",2020-04-30,"28","Zubin Potok","Zubin Potok",2
"452",2020-04-30,"29","Zveçan","Zveçan",2
"453",2020-05-01,"25","Ferizaj","Ferizaj",0
"454",2020-05-01,"25","Ferizaj","Nerodime",0
"455",2020-05-01,"25","Ferizaj","Talinoc i Muhaxherëve",0
"456",2020-05-01,"2","Gjakovë","Gjakovë",0
"457",2020-05-01,"33","Hani i Elezit","Hani i Elezit",0
"458",2020-05-01,"10","Kamenicë","Topanicë",0
"459",2020-05-01,"12","Leposaviq","Leposaviq",2
"460",2020-05-01,"17","Pejë","Llugaxhi",0
"461",2020-05-01,"19","Prishtinë","Prishtinë",0
"462",2020-05-01,"20","Prizren","Prizren",6
"463",2020-05-01,"21","Skënderaj","Burojë",0
"464",2020-05-01,"21","Skënderaj","Skënderaj",0
"465",2020-05-01,"24","Suharekë","Suharekë",1
"466",2020-05-01,"28","Zubin Potok","Zubin Potok",0
"467",2020-05-02,"25","Ferizaj","Ferizaj",0
"468",2020-05-02,"25","Ferizaj","Gremë",0
"469",2020-05-02,"25","Ferizaj","Lloshkobare",0
"470",2020-05-02,"25","Ferizaj","Manastirc",0
"471",2020-05-02,"25","Ferizaj","Mirash",0
"472",2020-05-02,"25","Ferizaj","Nerodime",0
"473",2020-05-02,"25","Ferizaj","Slivovë",0
"474",2020-05-02,"10","Kamenicë","Topanicë",0
"475",2020-05-02,"12","Leposaviq","Leposaviq",1
"476",2020-05-02,"11","Mitrovicë","Mitrovicë",5
"477",2020-05-02,"20","Prizren","Gërnçar",1
"478",2020-05-02,"20","Prizren","Prizren",2
"479",2020-05-02,"16","Rahovec","Rahovec",2
"480",2020-05-02,"24","Suharekë","Semetisht",0
"481",2020-05-02,"24","Suharekë","Suharekë",0
"482",2020-05-02,"24","Suharekë","Vraniq",0
"483",2020-05-02,"26","Viti","Pozheran",0
"484",2020-05-02,"26","Viti","Skifteraj",0
"485",2020-05-02,"26","Viti","Smirë",0
"486",2020-05-02,"28","Zubin Potok","Zubin Potok",0
"487",2020-05-03,"1","Deçan","Lebushë",0
"488",2020-05-03,"3","Drenas","Drenas",0
"489",2020-05-03,"6","Istog","Studenicë",0
"490",2020-05-03,"10","Kamenicë","Topanicë",0
"491",2020-05-03,"8","Klinë","Bokshiq",0
