"","date","id","municipality","cadastral_zone","confirmed"
"7680",2020-11-03,"16","Rahovec","Pataçan i eperm",2
"7681",2020-11-03,"16","Rahovec","Petkoviq",1
"7682",2020-11-03,"16","Rahovec","Radostë",1
"7683",2020-11-03,"16","Rahovec","Rahovec",1
"7684",2020-11-03,"16","Rahovec","Ratkoc",1
"7685",2020-11-03,"16","Rahovec","Vranjak",1
"7686",2020-11-03,"22","Shtime","Muzeqinë",1
"7687",2020-11-03,"22","Shtime","Shtime",3
"7688",2020-11-03,"21","Skënderaj","Çubrel",1
"7689",2020-11-03,"21","Skënderaj","Polac i vjetër",1
"7690",2020-11-03,"21","Skënderaj","Skënderaj",1
"7691",2020-11-03,"24","Suharekë","Krushicë e Epërme",1
"7692",2020-11-03,"24","Suharekë","Sllapuzhan",1
"7693",2020-11-03,"24","Suharekë","Suharekë",4
"7694",2020-11-03,"27","Vushtrri","Bukosh ii",1
"7695",2020-11-03,"27","Vushtrri","Maxhunaj",1
"7696",2020-11-03,"27","Vushtrri","Nedakovc",1
"7697",2020-11-03,"27","Vushtrri","Shtitaricë",1
"7698",2020-11-03,"27","Vushtrri","Vushtrri",8
"7699",2020-11-04,"1","Deçan","Carrabreg",1
"7700",2020-11-04,"1","Deçan","Deçan",4
"7701",2020-11-04,"1","Deçan","Isniq",1
"7702",2020-11-04,"3","Drenas","Baicë",1
"7703",2020-11-04,"3","Drenas","Çikatovë e Re",2
"7704",2020-11-04,"3","Drenas","Drenas",4
"7705",2020-11-04,"3","Drenas","Gllanasellë",1
"7706",2020-11-04,"3","Drenas","Llapushnik",1
"7707",2020-11-04,"3","Drenas","Tërstenik - DR",1
"7708",2020-11-04,"25","Ferizaj","Ferizaj",32
"7709",2020-11-04,"25","Ferizaj","Greme",3
"7710",2020-11-04,"25","Ferizaj","Komogllavë",1
"7711",2020-11-04,"25","Ferizaj","Nerodime e Epërme",1
"7712",2020-11-04,"25","Ferizaj","Pleshinë",1
"7713",2020-11-04,"25","Ferizaj","Sojevë",3
"7714",2020-11-04,"25","Ferizaj","Zaskok",1
"7715",2020-11-04,"9","Fushë Kosovë","Bardh i Madh",2
"7716",2020-11-04,"9","Fushë Kosovë","Fushë Kosovë",30
"7717",2020-11-04,"9","Fushë Kosovë","Harilaq",1
"7718",2020-11-04,"9","Fushë Kosovë","Pomozotin",2
"7719",2020-11-04,"9","Fushë Kosovë","Sllatinë - FK",2
"7720",2020-11-04,"9","Fushë Kosovë","Vragoli",2
"7721",2020-11-04,"2","Gjakovë","Batushë",2
"7722",2020-11-04,"2","Gjakovë","Brovinë",2
"7723",2020-11-04,"2","Gjakovë","Damjan",1
"7724",2020-11-04,"2","Gjakovë","Gjakovë",27
"7725",2020-11-04,"2","Gjakovë","Orizë",2
"7726",2020-11-04,"2","Gjakovë","Osek Pashë",1
"7727",2020-11-04,"4","Gjilan","Bresalc",2
"7728",2020-11-04,"4","Gjilan","Cernicë",1
"7729",2020-11-04,"4","Gjilan","Gjilan",30
"7730",2020-11-04,"4","Gjilan","Livoç i Poshtëm",1
"7731",2020-11-04,"4","Gjilan","Perlepnicë",1
"7732",2020-11-04,"4","Gjilan","Shillovë",1
"7733",2020-11-04,"4","Gjilan","Verbice e kmetovit",1
"7734",2020-11-04,"33","Hani i Elezit","Hani i Elezit",4
"7735",2020-11-04,"6","Istog","Istog",1
"7736",2020-11-04,"6","Istog","Lubovë",1
"7737",2020-11-04,"31","Junik","Junik",1
"7738",2020-11-04,"7","Kaçanik","Dubravë vataj",1
"7739",2020-11-04,"7","Kaçanik","Kaçanik",3
"7740",2020-11-04,"7","Kaçanik","Koxhë malla",1
"7741",2020-11-04,"10","Kamenicë","Berivojcë",3
"7742",2020-11-04,"10","Kamenicë","Koretin",1
"7743",2020-11-04,"10","Kamenicë","Topanicë",1
"7744",2020-11-04,"8","Klinë","Caravik",1
"7745",2020-11-04,"8","Klinë","Klinë",2
"7746",2020-11-04,"37","Kllokot","Mogillë",3
"7747",2020-11-04,"13","Lipjan","Konjuh",1
"7748",2020-11-04,"13","Lipjan","Kraishtë",1
"7749",2020-11-04,"13","Lipjan","Lipjan",10
"7750",2020-11-04,"13","Lipjan","Llugaxhi",1
"7751",2020-11-04,"13","Lipjan","Mirenë",1
"7752",2020-11-04,"13","Lipjan","Poturoc",1
"7753",2020-11-04,"13","Lipjan","Rufc i Ri",1
"7754",2020-11-04,"13","Lipjan","Rufc i Vjetër",2
"7755",2020-11-04,"13","Lipjan","Topliqan",1
"7756",2020-11-04,"30","Malishevë","Carrallukë",2
"7757",2020-11-04,"30","Malishevë","Mleqan",1
"7758",2020-11-04,"30","Malishevë","Ngucat",1
"7759",2020-11-04,"11","Mitrovicë","Kushtovë",1
"7760",2020-11-04,"11","Mitrovicë","Mitrovicë",10
"7761",2020-11-04,"15","Obiliq","Graboc i Epërm",1
"7762",2020-11-04,"15","Obiliq","Milloshevë",1
"7763",2020-11-04,"15","Obiliq","Obiliq",2
"7764",2020-11-04,"15","Obiliq","Raskovë",1
"7765",2020-11-04,"15","Obiliq","Siboc",1
"7766",2020-11-04,"17","Pejë","Novosellë - PJ",2
"7767",2020-11-04,"17","Pejë","Pejë",12
"7768",2020-11-04,"17","Pejë","Poçestë",1
"7769",2020-11-04,"17","Pejë","Ruhot",1
"7770",2020-11-04,"17","Pejë","Vitomiricë",3
"7771",2020-11-04,"18","Podujevë","Batllavë",1
"7772",2020-11-04,"18","Podujevë","Bradash",2
"7773",2020-11-04,"18","Podujevë","Dumnicë e Poshtme - PD",1
"7774",2020-11-04,"18","Podujevë","Dumosh",1
"7775",2020-11-04,"18","Podujevë","Gllamnik",4
"7776",2020-11-04,"18","Podujevë","Llugë",1
"7777",2020-11-04,"18","Podujevë","Podujevë",24
"7778",2020-11-04,"18","Podujevë","Pollatë",1
"7779",2020-11-04,"19","Prishtinë","Bërnice e poshtme",1
"7780",2020-11-04,"19","Prishtinë","Çagllavicë - PR",1
"7781",2020-11-04,"19","Prishtinë","Drenoc - PR",3
"7782",2020-11-04,"19","Prishtinë","Hajvali",8
"7783",2020-11-04,"19","Prishtinë","Prapashticë",1
"7784",2020-11-04,"19","Prishtinë","Prishtinë",306
"7785",2020-11-04,"19","Prishtinë","Shashkoc",1
"7786",2020-11-04,"19","Prishtinë","Slivovë",1
"7787",2020-11-04,"19","Prishtinë","Zllatar",2
"7788",2020-11-04,"20","Prizren","Prizren",4
"7789",2020-11-04,"16","Rahovec","Krushë e Madhe",2
"7790",2020-11-04,"22","Shtime","Davidoc",2
"7791",2020-11-04,"22","Shtime","Godanc i Poshtëm",1
"7792",2020-11-04,"22","Shtime","Petrovë",1
"7793",2020-11-04,"22","Shtime","Pjetershticë",2
"7794",2020-11-04,"22","Shtime","Rashnicë",1
"7795",2020-11-04,"22","Shtime","Shtime",1
"7796",2020-11-04,"22","Shtime","Vojnoc",1
"7797",2020-11-04,"21","Skënderaj","Abri e Poshtme",1
"7798",2020-11-04,"21","Skënderaj","Baks",1
"7799",2020-11-04,"21","Skënderaj","Klladëmicë",1
"7800",2020-11-04,"21","Skënderaj","Likoc",1
"7801",2020-11-04,"21","Skënderaj","Skënderaj",4
"7802",2020-11-04,"24","Suharekë","Bllacë",1
"7803",2020-11-04,"24","Suharekë","Krushicë e Poshtme",2
"7804",2020-11-04,"24","Suharekë","Suharekë",2
"7805",2020-11-04,"26","Viti","Budrikë e Epërme",4
"7806",2020-11-04,"26","Viti","Pozhoran",1
"7807",2020-11-04,"26","Viti","Radivojc",1
"7808",2020-11-04,"26","Viti","Sadovinë e Çerkezëve",1
"7809",2020-11-04,"26","Viti","Sadovine e jerlive",1
"7810",2020-11-04,"26","Viti","Smirë",1
"7811",2020-11-04,"26","Viti","Vërban",2
"7812",2020-11-04,"26","Viti","Viti",2
"7813",2020-11-04,"27","Vushtrri","Begaj",1
"7814",2020-11-04,"27","Vushtrri","Dobërllukë",1
"7815",2020-11-04,"27","Vushtrri","Smekornicë",2
"7816",2020-11-04,"27","Vushtrri","Vushtrri",6
"7817",2020-11-05,"1","Deçan","Carrabreg",1
"7818",2020-11-05,"1","Deçan","Deçan",3
"7819",2020-11-05,"1","Deçan","Drenoc - DÇ",1
"7820",2020-11-05,"1","Deçan","Isniq",1
"7821",2020-11-05,"1","Deçan","Strellc i Ulët",2
"7822",2020-11-05,"1","Deçan","Voksh",1
"7823",2020-11-05,"5","Dragash","Dragash",1
"7824",2020-11-05,"5","Dragash","Radesh",1
"7825",2020-11-05,"3","Drenas","Abri e Poshtme",1
"7826",2020-11-05,"3","Drenas","Drenas",6
"7827",2020-11-05,"3","Drenas","Komoran",1
"7828",2020-11-05,"3","Drenas","Polluzhë",1
"7829",2020-11-05,"3","Drenas","Shtrumbullovë",1
"7830",2020-11-05,"3","Drenas","Zabel i poshtëm",1
"7831",2020-11-05,"25","Ferizaj","Ferizaj",18
"7832",2020-11-05,"25","Ferizaj","Greme",2
"7833",2020-11-05,"25","Ferizaj","Mirash",1
"7834",2020-11-05,"25","Ferizaj","Prelez i Jerlive",1
"7835",2020-11-05,"25","Ferizaj","Talinoc i Muhaxherëve",1
"7836",2020-11-05,"25","Ferizaj","Varosh",1
"7837",2020-11-05,"25","Ferizaj","Zaskok",1
"7838",2020-11-05,"9","Fushë Kosovë","Bardh i Madh",3
"7839",2020-11-05,"9","Fushë Kosovë","Fushë Kosovë",15
"7840",2020-11-05,"9","Fushë Kosovë","Henci",1
"7841",2020-11-05,"9","Fushë Kosovë","Miradi e Poshtme",2
"7842",2020-11-05,"9","Fushë Kosovë","Sllatinë - FK",1
"7843",2020-11-05,"9","Fushë Kosovë","Vragoli",3
"7844",2020-11-05,"2","Gjakovë","Gërgoc",1
"7845",2020-11-05,"2","Gjakovë","Gjakovë",40
"7846",2020-11-05,"2","Gjakovë","Janosh",1
"7847",2020-11-05,"2","Gjakovë","Rogovë i",1
"7848",2020-11-05,"2","Gjakovë","Skivjan",1
"7849",2020-11-05,"2","Gjakovë","Trakaniq",1
"7850",2020-11-05,"4","Gjilan","Gjilan",50
"7851",2020-11-05,"4","Gjilan","Kmetoc",1
"7852",2020-11-05,"4","Gjilan","Velekince",1
"7853",2020-11-05,"33","Hani i Elezit","Hani i Elezit",3
"7854",2020-11-05,"6","Istog","Gurakoc",1
"7855",2020-11-05,"7","Kaçanik","Blerana",1
"7856",2020-11-05,"7","Kaçanik","Dubravë vataj",2
"7857",2020-11-05,"7","Kaçanik","Glloboçicë",2
"7858",2020-11-05,"7","Kaçanik","Kaçanik",5
"7859",2020-11-05,"7","Kaçanik","Nikaj",1
"7860",2020-11-05,"10","Kamenicë","Kamenicë",2
"7861",2020-11-05,"10","Kamenicë","Koretin",1
"7862",2020-11-05,"10","Kamenicë","Topanicë",1
"7863",2020-11-05,"8","Klinë","Bokshiq",1
"7864",2020-11-05,"8","Klinë","Dollc",1
"7865",2020-11-05,"8","Klinë","Klinë",1
"7866",2020-11-05,"8","Klinë","Sferkë",1
"7867",2020-11-05,"8","Klinë","Siqevë",2
"7868",2020-11-05,"13","Lipjan","Banullë",1
"7869",2020-11-05,"13","Lipjan","Hallaq i Vogël",1
"7870",2020-11-05,"13","Lipjan","Lipjan",6
"7871",2020-11-05,"13","Lipjan","Llugaxhi",4
"7872",2020-11-05,"13","Lipjan","Ribar i Madh",1
"7873",2020-11-05,"13","Lipjan","Rufc i Vjetër",1
"7874",2020-11-05,"13","Lipjan","Vërshec",1
"7875",2020-11-05,"30","Malishevë","Banjë",1
"7876",2020-11-05,"30","Malishevë","Bellanicë",1
"7877",2020-11-05,"30","Malishevë","Malishevë",1
"7878",2020-11-05,"30","Malishevë","Turjakë",1
"7879",2020-11-05,"11","Mitrovicë","Kushtovë",2
"7880",2020-11-05,"11","Mitrovicë","Mitrovicë",17
"7881",2020-11-05,"11","Mitrovicë","Vaganicë",1
"7882",2020-11-05,"11","Mitrovicë","Zhabar i Poshtem",1
"7883",2020-11-05,"14","Novobërdë","Koretishte",2
"7884",2020-11-05,"14","Novobërdë","Kufcë e Epërme",1
"7885",2020-11-05,"15","Obiliq","Bakshi",2
"7886",2020-11-05,"15","Obiliq","Milloshevë",1
"7887",2020-11-05,"15","Obiliq","Obiliq",6
"7888",2020-11-05,"17","Pejë","Çallapek",1
"7889",2020-11-05,"17","Pejë","Jabllanicë e Vogël",2
"7890",2020-11-05,"17","Pejë","Lybeniq",1
"7891",2020-11-05,"17","Pejë","Novosellë - PJ",1
"7892",2020-11-05,"17","Pejë","Pejë",30
"7893",2020-11-05,"17","Pejë","Pepiqi",1
"7894",2020-11-05,"17","Pejë","Shtupeq i Madh",1
"7895",2020-11-05,"17","Pejë","Treboviq",1
"7896",2020-11-05,"17","Pejë","Vitomiricë",3
"7897",2020-11-05,"18","Podujevë","Balloc",1
"7898",2020-11-05,"18","Podujevë","Batllavë",1
"7899",2020-11-05,"18","Podujevë","Bradash",2
"7900",2020-11-05,"18","Podujevë","Gllamnik",2
"7901",2020-11-05,"18","Podujevë","Podujevë",8
"7902",2020-11-05,"19","Prishtinë","Bardhosh",4
"7903",2020-11-05,"19","Prishtinë","Barilevë",1
"7904",2020-11-05,"19","Prishtinë","Bërnicë e epërme",2
"7905",2020-11-05,"19","Prishtinë","Hajvali",6
"7906",2020-11-05,"19","Prishtinë","Kolovicë",0
"7907",2020-11-05,"19","Prishtinë","Llukar",1
"7908",2020-11-05,"19","Prishtinë","Matiqan",1
"7909",2020-11-05,"19","Prishtinë","Prishtinë",300
"7910",2020-11-05,"19","Prishtinë","Sofali",1
"7911",2020-11-05,"20","Prizren","Lubizhdë",3
"7912",2020-11-05,"20","Prizren","Prizren",41
"7913",2020-11-05,"20","Prizren","Zhur",2
"7914",2020-11-05,"20","Prizren","Zojz",1
"7915",2020-11-05,"16","Rahovec","Dranovc",1
"7916",2020-11-05,"16","Rahovec","Rahovec",1
"7917",2020-11-05,"16","Rahovec","Xerxe",1
"7918",2020-11-05,"22","Shtime","Godanc i Epërm",2
"7919",2020-11-05,"22","Shtime","Muzeqinë",2
"7920",2020-11-05,"22","Shtime","Raçak",2
"7921",2020-11-05,"22","Shtime","Rashnicë",3
"7922",2020-11-05,"22","Shtime","Shtime",7
"7923",2020-11-05,"21","Skënderaj","Kuçicë",2
"7924",2020-11-05,"21","Skënderaj","Skënderaj",1
"7925",2020-11-05,"24","Suharekë","Bllacë",2
"7926",2020-11-05,"24","Suharekë","Dobërdelan",1
"7927",2020-11-05,"24","Suharekë","Gjinoc",1
"7928",2020-11-05,"24","Suharekë","Mushtisht",4
"7929",2020-11-05,"24","Suharekë","Peqan",1
"7930",2020-11-05,"24","Suharekë","Reshtan",1
"7931",2020-11-05,"24","Suharekë","Suharekë",5
"7932",2020-11-05,"24","Suharekë","Tërrnje",1
"7933",2020-11-05,"24","Suharekë","Vraniq",2
"7934",2020-11-05,"26","Viti","Begunce",1
"7935",2020-11-05,"26","Viti","Novosellë - VT",1
"7936",2020-11-05,"26","Viti","Pozhoran",2
"7937",2020-11-05,"26","Viti","Radivojc",1
"7938",2020-11-05,"26","Viti","Sadovine e jerlive",1
"7939",2020-11-05,"26","Viti","Viti",0
"7940",2020-11-05,"27","Vushtrri","Banjskë - VT",1
"7941",2020-11-05,"27","Vushtrri","Novolan",1
"7942",2020-11-05,"27","Vushtrri","Shtitaricë",1
"7943",2020-11-05,"27","Vushtrri","Vushtrri",15
"7944",2020-11-06,"1","Deçan","Carrabreg",1
"7945",2020-11-06,"1","Deçan","Deçan",2
"7946",2020-11-06,"1","Deçan","Gllogjan - DÇ",1
"7947",2020-11-06,"1","Deçan","Irzniq i",1
"7948",2020-11-06,"1","Deçan","Strellc i Epërm",3
"7949",2020-11-06,"5","Dragash","Dragash",1
"7950",2020-11-06,"3","Drenas","Dobrashec",1
"7951",2020-11-06,"3","Drenas","Drenas",4
"7952",2020-11-06,"3","Drenas","Krajkovë",1
"7953",2020-11-06,"3","Drenas","Tërstenik - DR",1
"7954",2020-11-06,"25","Ferizaj","Mirosalë",1
"7955",2020-11-06,"9","Fushë Kosovë","Bardh i Vogël",1
"7956",2020-11-06,"9","Fushë Kosovë","Fushë Kosovë",22
"7957",2020-11-06,"9","Fushë Kosovë","Graboc i Poshtëm",1
"7958",2020-11-06,"9","Fushë Kosovë","Henci",1
"7959",2020-11-06,"2","Gjakovë","Brovinë",2
"7960",2020-11-06,"2","Gjakovë","Doblibare",1
"7961",2020-11-06,"2","Gjakovë","Gjakovë",17
"7962",2020-11-06,"2","Gjakovë","Guskë",1
"7963",2020-11-06,"2","Gjakovë","Novosellë e epërme",1
"7964",2020-11-06,"2","Gjakovë","Osek Pashë",1
"7965",2020-11-06,"4","Gjilan","Gjilan",48
"7966",2020-11-06,"4","Gjilan","Livoç i Poshtëm",1
"7967",2020-11-06,"4","Gjilan","Lladovc",1
"7968",2020-11-06,"4","Gjilan","Malishevë - GL",3
"7969",2020-11-06,"4","Gjilan","Ponesh",1
"7970",2020-11-06,"4","Gjilan","Shillovë",1
"7971",2020-11-06,"4","Gjilan","Velekince",1
"7972",2020-11-06,"4","Gjilan","Zhegër",1
"7973",2020-11-06,"6","Istog","Istog",1
"7974",2020-11-06,"6","Istog","Tomoc",4
"7975",2020-11-06,"10","Kamenicë","Berivojcë",1
"7976",2020-11-06,"10","Kamenicë","Hodonoc",2
"7977",2020-11-06,"10","Kamenicë","Karacevë e poshtme",1
"7978",2020-11-06,"10","Kamenicë","Koretin",1
"7979",2020-11-06,"10","Kamenicë","Muçivercë",1
"7980",2020-11-06,"10","Kamenicë","Topanicë",1
"7981",2020-11-06,"8","Klinë","Çabiq",1
"7982",2020-11-06,"8","Klinë","Dranashiq",1
"7983",2020-11-06,"8","Klinë","Gremnik",2
"7984",2020-11-06,"8","Klinë","Klinë",2
"7985",2020-11-06,"13","Lipjan","Dobrajë e Madhe",1
"7986",2020-11-06,"13","Lipjan","Gllogoc - LP",1
"7987",2020-11-06,"13","Lipjan","Gumnasellë",1
"7988",2020-11-06,"13","Lipjan","Lipjan",2
"7989",2020-11-06,"13","Lipjan","Magurë",2
"7990",2020-11-06,"13","Lipjan","Ribar i Vogël",1
"7991",2020-11-06,"11","Mitrovicë","Kçiq i Madh",1
"7992",2020-11-06,"11","Mitrovicë","Mitrovicë",14
"7993",2020-11-06,"11","Mitrovicë","Suhadoll",1
"7994",2020-11-06,"11","Mitrovicë","Zhabar i Poshtem",1
"7995",2020-11-06,"15","Obiliq","Bakshi",1
"7996",2020-11-06,"15","Obiliq","Mazgit",2
"7997",2020-11-06,"15","Obiliq","Milloshevë",1
"7998",2020-11-06,"15","Obiliq","Obiliq",3
"7999",2020-11-06,"17","Pejë","Bllagajë",1
"8000",2020-11-06,"17","Pejë","Loxhë",1
"8001",2020-11-06,"17","Pejë","Novosellë - PJ",2
"8002",2020-11-06,"17","Pejë","Pavlan",2
"8003",2020-11-06,"17","Pejë","Pejë",22
"8004",2020-11-06,"17","Pejë","Qyshkë",1
"8005",2020-11-06,"17","Pejë","Vitomiricë",2
"8006",2020-11-06,"18","Podujevë","Batllavë",1
"8007",2020-11-06,"18","Podujevë","Bellopojë - PD",1
"8008",2020-11-06,"18","Podujevë","Llapashticë e Epërme",1
"8009",2020-11-06,"18","Podujevë","Majac",1
"8010",2020-11-06,"18","Podujevë","Orllan",1
"8011",2020-11-06,"18","Podujevë","Podujevë",11
"8012",2020-11-06,"18","Podujevë","Sallabajë",1
"8013",2020-11-06,"18","Podujevë","Shakovicë",1
"8014",2020-11-06,"18","Podujevë","Sibofv i epërm",1
"8015",2020-11-06,"18","Podujevë","Surkish",1
"8016",2020-11-06,"18","Podujevë","Tërrnavë",1
"8017",2020-11-06,"19","Prishtinë","Bardhosh",0
"8018",2020-11-06,"19","Prishtinë","Barilevë",2
"8019",2020-11-06,"19","Prishtinë","Besi",1
"8020",2020-11-06,"19","Prishtinë","Çagllavicë - PR",1
"8021",2020-11-06,"19","Prishtinë","Hajvali",1
"8022",2020-11-06,"19","Prishtinë","Kolovicë",1
"8023",2020-11-06,"19","Prishtinë","Matiqan",2
"8024",2020-11-06,"19","Prishtinë","Mramor",1
"8025",2020-11-06,"19","Prishtinë","Orlloviq",3
"8026",2020-11-06,"19","Prishtinë","Prishtinë",203
"8027",2020-11-06,"20","Prizren","Prizren",17
"8028",2020-11-06,"16","Rahovec","Brestoc",1
"8029",2020-11-06,"16","Rahovec","Kramoviku",1
"8030",2020-11-06,"16","Rahovec","Xerxe",1
"8031",2020-11-06,"22","Shtime","Rashnicë",1
"8032",2020-11-06,"21","Skënderaj","Klladëmicë",1
"8033",2020-11-06,"21","Skënderaj","Skënderaj",6
"8034",2020-11-06,"21","Skënderaj","Tushilë",1
"8035",2020-11-06,"24","Suharekë","Suharekë",0
"8036",2020-11-06,"26","Viti","Remnik",1
"8037",2020-11-06,"26","Viti","Sadovinë e Çerkezëve",1
"8038",2020-11-06,"26","Viti","Skifteraj",1
"8039",2020-11-06,"26","Viti","Smirë",4
"8040",2020-11-06,"26","Viti","Tërpezë",1
"8041",2020-11-06,"26","Viti","Viti",3
"8042",2020-11-06,"27","Vushtrri","Dobërllukë",1
"8043",2020-11-06,"27","Vushtrri","Dumnicë e Poshtme - VU",2
"8044",2020-11-06,"27","Vushtrri","Sfraçak i poshtem",1
"8045",2020-11-06,"27","Vushtrri","Vushtrri",8
"8046",2020-11-07,"1","Deçan","Baballoq",1
"8047",2020-11-07,"1","Deçan","Carrabreg",1
"8048",2020-11-07,"1","Deçan","Deçan",4
"8049",2020-11-07,"1","Deçan","Dubovik",1
"8050",2020-11-07,"1","Deçan","Isniq",3
"8051",2020-11-07,"1","Deçan","Kodrali",1
"8052",2020-11-07,"1","Deçan","Llukë e Epërme",1
"8053",2020-11-07,"1","Deçan","Strellc i Epërm",1
"8054",2020-11-07,"3","Drenas","Çikatovë e Re",1
"8055",2020-11-07,"3","Drenas","Drenas",3
"8056",2020-11-07,"3","Drenas","Tërstenik - DR",1
"8057",2020-11-07,"25","Ferizaj","Bablak",2
"8058",2020-11-07,"25","Ferizaj","Ferizaj",64
"8059",2020-11-07,"25","Ferizaj","Gaçkë",1
"8060",2020-11-07,"25","Ferizaj","Greme",1
"8061",2020-11-07,"25","Ferizaj","Papaz",1
"8062",2020-11-07,"25","Ferizaj","Pleshinë",2
"8063",2020-11-07,"25","Ferizaj","Talinoc i Muhaxherëve",1
"8064",2020-11-07,"25","Ferizaj","Zaskok",1
"8065",2020-11-07,"9","Fushë Kosovë","Fushë Kosovë",17
"8066",2020-11-07,"9","Fushë Kosovë","Miradi e Poshtme",3
"8067",2020-11-07,"9","Fushë Kosovë","Vragoli",1
"8068",2020-11-07,"2","Gjakovë","Cermjan",2
"8069",2020-11-07,"2","Gjakovë","Gjakovë",21
"8070",2020-11-07,"2","Gjakovë","Janosh",1
"8071",2020-11-07,"2","Gjakovë","Moglicë",2
"8072",2020-11-07,"2","Gjakovë","Novosellë e epërme",1
"8073",2020-11-07,"2","Gjakovë","Osek Pashë",1
"8074",2020-11-07,"2","Gjakovë","Popoc",2
"8075",2020-11-07,"2","Gjakovë","Rakoc",1
"8076",2020-11-07,"4","Gjilan","Bresalc",2
"8077",2020-11-07,"4","Gjilan","Gjilan",46
"8078",2020-11-07,"34","Graçanicë","Graçanicë",1
"8079",2020-11-07,"33","Hani i Elezit","Hani i Elezit",1
"8080",2020-11-07,"6","Istog","Istog",1
"8081",2020-11-07,"6","Istog","Kovragë",1
"8082",2020-11-07,"6","Istog","Lubozhdë",1
"8083",2020-11-07,"7","Kaçanik","Biqec",1
"8084",2020-11-07,"7","Kaçanik","Kaçanik",4
"8085",2020-11-07,"7","Kaçanik","Kaçanik i Vjetër",1
"8086",2020-11-07,"10","Kamenicë","Firiqeve",2
"8087",2020-11-07,"10","Kamenicë","Kamenicë",5
"8088",2020-11-07,"10","Kamenicë","Topanicë",1
"8089",2020-11-07,"8","Klinë","Gremnik",1
"8090",2020-11-07,"8","Klinë","Jashanicë",2
"8091",2020-11-07,"8","Klinë","Klinë",3
"8092",2020-11-07,"8","Klinë","Shtupel",1
"8093",2020-11-07,"8","Klinë","Zllakuqan",1
"8094",2020-11-07,"13","Lipjan","Banullë",1
"8095",2020-11-07,"13","Lipjan","Janjevë",1
"8096",2020-11-07,"13","Lipjan","Lipjan",8
"8097",2020-11-07,"13","Lipjan","Vërshec",1
"8098",2020-11-07,"30","Malishevë","Bubavec",1
"8099",2020-11-07,"30","Malishevë","Malishevë",4
"8100",2020-11-07,"11","Mitrovicë","Mitrovicë",11
"8101",2020-11-07,"11","Mitrovicë","Rahovë",1
"8102",2020-11-07,"14","Novobërdë","Koretishte",10
"8103",2020-11-07,"15","Obiliq","Graboc i Epërm",1
"8104",2020-11-07,"15","Obiliq","Obiliq",3
"8105",2020-11-07,"15","Obiliq","Siboc",2
"8106",2020-11-07,"17","Pejë","Pejë",22
"8107",2020-11-07,"17","Pejë","Qyshkë",1
"8108",2020-11-07,"17","Pejë","Ruhot",1
"8109",2020-11-07,"17","Pejë","Vitomiricë",1
"8110",2020-11-07,"17","Pejë","Zahaq",1
"8111",2020-11-07,"18","Podujevë","Batllavë",1
"8112",2020-11-07,"18","Podujevë","Bradash",1
"8113",2020-11-07,"18","Podujevë","Dobratin - PD",1
"8114",2020-11-07,"18","Podujevë","Gllamnik",2
"8115",2020-11-07,"18","Podujevë","Kerpimeh",1
"8116",2020-11-07,"18","Podujevë","Konushec",2
"8117",2020-11-07,"18","Podujevë","Letanc",1
"8118",2020-11-07,"18","Podujevë","Llaushë - PD",1
"8119",2020-11-07,"18","Podujevë","Majac",2
"8120",2020-11-07,"18","Podujevë","Orllan",1
"8121",2020-11-07,"18","Podujevë","Podujevë",21
"8122",2020-11-07,"18","Podujevë","Sfeqël",2
"8123",2020-11-07,"18","Podujevë","Shajkoc",1
"8124",2020-11-07,"18","Podujevë","Surkish",1
"8125",2020-11-07,"18","Podujevë","Zakut",1
"8126",2020-11-07,"19","Prishtinë","Ballaban",1
"8127",2020-11-07,"19","Prishtinë","Bardhosh",3
"8128",2020-11-07,"19","Prishtinë","Bërnicë e epërme",1
"8129",2020-11-07,"19","Prishtinë","Hajvali",3
"8130",2020-11-07,"19","Prishtinë","Kolovicë",0
"8131",2020-11-07,"19","Prishtinë","Makoc",0
"8132",2020-11-07,"19","Prishtinë","Mramor",0
"8133",2020-11-07,"19","Prishtinë","Orlloviq",2
"8134",2020-11-07,"19","Prishtinë","Prapashticë",1
"8135",2020-11-07,"19","Prishtinë","Prishtinë",298
"8136",2020-11-07,"19","Prishtinë","Prugoc",2
"8137",2020-11-07,"19","Prishtinë","Vranidoll",1
"8138",2020-11-07,"20","Prizren","Gjonaj",1
"8139",2020-11-07,"20","Prizren","Korishë",1
"8140",2020-11-07,"20","Prizren","Lubizhdë",1
"8141",2020-11-07,"20","Prizren","Prizren",29
"8142",2020-11-07,"20","Prizren","Zym",1
"8143",2020-11-07,"16","Rahovec","Hoqa e vogël",2
"8144",2020-11-07,"16","Rahovec","Pataqan i poshtem",2
"8145",2020-11-07,"16","Rahovec","Rahovec",1
"8146",2020-11-07,"16","Rahovec","Senoc",1
"8147",2020-11-07,"22","Shtime","Godanc i Epërm",1
"8148",2020-11-07,"22","Shtime","Muzeqinë",1
"8149",2020-11-07,"22","Shtime","Shtime",9
"8150",2020-11-07,"21","Skënderaj","Rezallë - SK",1
"8151",2020-11-07,"21","Skënderaj","Skënderaj",8
"8152",2020-11-07,"21","Skënderaj","Ticë",1
"8153",2020-11-07,"24","Suharekë","Krushicë e Epërme",1
"8154",2020-11-07,"24","Suharekë","Leshan",1
"8155",2020-11-07,"24","Suharekë","Suharekë",5
"8156",2020-11-07,"26","Viti","Pozhoran",1
"8157",2020-11-07,"26","Viti","Viti",14
