id,Polling Center,Candidate,Party_ID,Party,Votes,Municipality
5,0533A,BEXHET XHELADINI,160,LIDHJA DEMOKRATIKE E KOSOVËS,95,Dragash
5,0533A,SHABAN SHABANI,177,PARTIA DEMOKRATIKE E KOSOVËS,101,Dragash
5,BM005,BEXHET XHELADINI,160,LIDHJA DEMOKRATIKE E KOSOVËS,470,Dragash
5,BM005,SHABAN SHABANI,177,PARTIA DEMOKRATIKE E KOSOVËS,173,Dragash
5,CB105,BEXHET XHELADINI,160,LIDHJA DEMOKRATIKE E KOSOVËS,121,Dragash
5,CB105,SHABAN SHABANI,177,PARTIA DEMOKRATIKE E KOSOVËS,91,Dragash
6,0601C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,1252,Istog
6,0601C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,1992,Istog
6,0602C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,857,Istog
6,0602C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,1212,Istog
6,0603C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,129,Istog
6,0603C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,183,Istog
6,0604C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,611,Istog
6,0604C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,1049,Istog
6,0605C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,307,Istog
6,0605C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,462,Istog
6,0606C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,929,Istog
6,0606C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,941,Istog
6,0607C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,252,Istog
6,0607C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,269,Istog
6,0608C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,340,Istog
6,0608C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,475,Istog
6,0609C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,172,Istog
6,0609C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,161,Istog
6,0610C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,125,Istog
6,0610C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,107,Istog
6,0612C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,191,Istog
6,0612C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,345,Istog
6,0613C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,128,Istog
6,0613C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,223,Istog
6,0614C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,101,Istog
6,0614C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,152,Istog
6,0615C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,189,Istog
6,0615C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,142,Istog
6,0617C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,251,Istog
6,0617C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,191,Istog
6,0618C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,52,Istog
6,0618C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,46,Istog
6,0619C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,486,Istog
6,0619C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,256,Istog
6,0620C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,386,Istog
6,0620C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,586,Istog
6,0621C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,241,Istog
6,0621C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,290,Istog
6,0622C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,248,Istog
6,0622C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,254,Istog
6,0623C,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,159,Istog
6,0623C,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,168,Istog
6,BM006,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,22,Istog
6,BM006,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,48,Istog
6,CB106,BEKE BERISHA,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,145,Istog
6,CB106,ILIR FERATI,160,LIDHJA DEMOKRATIKE E KOSOVËS,148,Istog
7,0701D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,532,Kaçanik
7,0701D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,1155,Kaçanik
7,0701X,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,701,Kaçanik
7,0701X,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,2002,Kaçanik
7,0702D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,372,Kaçanik
7,0702D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,245,Kaçanik
7,0703D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,810,Kaçanik
7,0703D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,257,Kaçanik
7,0704D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,274,Kaçanik
7,0704D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,173,Kaçanik
7,0705D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,422,Kaçanik
7,0705D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,170,Kaçanik
7,0706D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,890,Kaçanik
7,0706D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,359,Kaçanik
7,0707D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,646,Kaçanik
7,0707D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,223,Kaçanik
7,0708D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,270,Kaçanik
7,0708D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,106,Kaçanik
7,0709D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,163,Kaçanik
7,0709D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,201,Kaçanik
7,0710D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,130,Kaçanik
7,0710D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,48,Kaçanik
7,0711D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,119,Kaçanik
7,0711D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,69,Kaçanik
7,0712D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,354,Kaçanik
7,0712D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,236,Kaçanik
7,0713D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,448,Kaçanik
7,0713D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,320,Kaçanik
7,0714D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,67,Kaçanik
7,0714D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,29,Kaçanik
7,0715D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,61,Kaçanik
7,0715D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,44,Kaçanik
7,0716D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,162,Kaçanik
7,0716D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,70,Kaçanik
7,0717D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,49,Kaçanik
7,0717D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,24,Kaçanik
7,0718D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,16,Kaçanik
7,0718D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,1,Kaçanik
7,0719D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,341,Kaçanik
7,0719D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,182,Kaçanik
7,0720D,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,472,Kaçanik
7,0720D,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,292,Kaçanik
7,BM007,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,2,Kaçanik
7,BM007,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,19,Kaçanik
7,CB107,BESIM ILAZI,177,PARTIA DEMOKRATIKE E KOSOVËS,72,Kaçanik
7,CB107,JETON RAKA,144,LËVIZJA VETËVENDOSJE!,79,Kaçanik
8,0801C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,1598,Klinë
8,0801C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,2071,Klinë
8,0802C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,171,Klinë
8,0802C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,460,Klinë
8,0803C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,333,Klinë
8,0803C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,372,Klinë
8,0804C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,165,Klinë
8,0804C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,534,Klinë
8,0805C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,392,Klinë
8,0805C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,313,Klinë
8,0806C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,193,Klinë
8,0806C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,428,Klinë
8,0807C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,911,Klinë
8,0807C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,460,Klinë
8,0808C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,548,Klinë
8,0808C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,464,Klinë
8,0809C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,194,Klinë
8,0809C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,424,Klinë
8,0810C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,174,Klinë
8,0810C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,301,Klinë
8,0811C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,328,Klinë
8,0811C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,421,Klinë
8,0812C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,300,Klinë
8,0812C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,283,Klinë
8,0813C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,1,Klinë
8,0813C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,3,Klinë
8,0814C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,234,Klinë
8,0814C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,339,Klinë
8,0815C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,295,Klinë
8,0815C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,171,Klinë
8,0816C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,199,Klinë
8,0816C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,164,Klinë
8,0817C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,172,Klinë
8,0817C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,252,Klinë
8,0818C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,114,Klinë
8,0818C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,161,Klinë
8,0819C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,19,Klinë
8,0819C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,23,Klinë
8,0820C,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,65,Klinë
8,0820C,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,222,Klinë
8,BM008,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,3,Klinë
8,BM008,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,19,Klinë
8,CB108,ESAT RACI,177,PARTIA DEMOKRATIKE E KOSOVËS,74,Klinë
8,CB108,ZENUN ELEZAJ,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,89,Klinë
9,0901E,BURIM BERISHA,160,LIDHJA DEMOKRATIKE E KOSOVËS,2134,Fushë Kosovë
9,0901E,ENVER BAJCINCA,144,LËVIZJA VETËVENDOSJE!,1181,Fushë Kosovë
9,0901X,BURIM BERISHA,160,LIDHJA DEMOKRATIKE E KOSOVËS,1259,Fushë Kosovë
9,0901X,ENVER BAJCINCA,144,LËVIZJA VETËVENDOSJE!,931,Fushë Kosovë
9,0902E,BURIM BERISHA,160,LIDHJA DEMOKRATIKE E KOSOVËS,698,Fushë Kosovë
9,0902E,ENVER BAJCINCA,144,LËVIZJA VETËVENDOSJE!,641,Fushë Kosovë
9,0903E,BURIM BERISHA,160,LIDHJA DEMOKRATIKE E KOSOVËS,869,Fushë Kosovë
9,0903E,ENVER BAJCINCA,144,LËVIZJA VETËVENDOSJE!,237,Fushë Kosovë
9,0904E,BURIM BERISHA,160,LIDHJA DEMOKRATIKE E KOSOVËS,546,Fushë Kosovë
9,0904E,ENVER BAJCINCA,144,LËVIZJA VETËVENDOSJE!,164,Fushë Kosovë
9,0905E,BURIM BERISHA,160,LIDHJA DEMOKRATIKE E KOSOVËS,147,Fushë Kosovë
9,0905E,ENVER BAJCINCA,144,LËVIZJA VETËVENDOSJE!,5,Fushë Kosovë
9,0906E,BURIM BERISHA,160,LIDHJA DEMOKRATIKE E KOSOVËS,283,Fushë Kosovë
9,0906E,ENVER BAJCINCA,144,LËVIZJA VETËVENDOSJE!,85,Fushë Kosovë
9,0907E,BURIM BERISHA,160,LIDHJA DEMOKRATIKE E KOSOVËS,193,Fushë Kosovë
9,0907E,ENVER BAJCINCA,144,LËVIZJA VETËVENDOSJE!,52,Fushë Kosovë
9,0908E,BURIM BERISHA,160,LIDHJA DEMOKRATIKE E KOSOVËS,392,Fushë Kosovë
9,0908E,ENVER BAJCINCA,144,LËVIZJA VETËVENDOSJE!,215,Fushë Kosovë
9,0911E,BURIM BERISHA,160,LIDHJA DEMOKRATIKE E KOSOVËS,207,Fushë Kosovë
9,0911E,ENVER BAJCINCA,144,LËVIZJA VETËVENDOSJE!,95,Fushë Kosovë
9,0912E,BURIM BERISHA,160,LIDHJA DEMOKRATIKE E KOSOVËS,454,Fushë Kosovë
9,0912E,ENVER BAJCINCA,144,LËVIZJA VETËVENDOSJE!,156,Fushë Kosovë
9,0913E,BURIM BERISHA,160,LIDHJA DEMOKRATIKE E KOSOVËS,166,Fushë Kosovë
9,0913E,ENVER BAJCINCA,144,LËVIZJA VETËVENDOSJE!,73,Fushë Kosovë
9,0914E,BURIM BERISHA,160,LIDHJA DEMOKRATIKE E KOSOVËS,113,Fushë Kosovë
9,0914E,ENVER BAJCINCA,144,LËVIZJA VETËVENDOSJE!,95,Fushë Kosovë
9,0915E,BURIM BERISHA,160,LIDHJA DEMOKRATIKE E KOSOVËS,202,Fushë Kosovë
9,0915E,ENVER BAJCINCA,144,LËVIZJA VETËVENDOSJE!,71,Fushë Kosovë
9,0916E,BURIM BERISHA,160,LIDHJA DEMOKRATIKE E KOSOVËS,158,Fushë Kosovë
9,0916E,ENVER BAJCINCA,144,LËVIZJA VETËVENDOSJE!,85,Fushë Kosovë
9,BM009,BURIM BERISHA,160,LIDHJA DEMOKRATIKE E KOSOVËS,6,Fushë Kosovë
9,BM009,ENVER BAJCINCA,144,LËVIZJA VETËVENDOSJE!,34,Fushë Kosovë
9,CB109,BURIM BERISHA,160,LIDHJA DEMOKRATIKE E KOSOVËS,151,Fushë Kosovë
9,CB109,ENVER BAJCINCA,144,LËVIZJA VETËVENDOSJE!,92,Fushë Kosovë
10,1001D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,969,Kamenicë
10,1001D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,1186,Kamenicë
10,1001X,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,625,Kamenicë
10,1001X,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,974,Kamenicë
10,1002D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,461,Kamenicë
10,1002D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,436,Kamenicë
10,1003D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,94,Kamenicë
10,1003D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,112,Kamenicë
10,1004D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,74,Kamenicë
10,1004D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,106,Kamenicë
10,1005D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,145,Kamenicë
10,1005D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,665,Kamenicë
10,1006D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,29,Kamenicë
10,1006D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,41,Kamenicë
10,1007D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,50,Kamenicë
10,1007D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,51,Kamenicë
10,1008D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,369,Kamenicë
10,1008D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,277,Kamenicë
10,1009D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,738,Kamenicë
10,1009D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,539,Kamenicë
10,1010D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,37,Kamenicë
10,1010D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,123,Kamenicë
10,1011D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,3,Kamenicë
10,1011D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,20,Kamenicë
10,1012D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,93,Kamenicë
10,1012D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,84,Kamenicë
10,1013D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,21,Kamenicë
10,1013D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,35,Kamenicë
10,1015D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,153,Kamenicë
10,1015D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,193,Kamenicë
10,1016D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,73,Kamenicë
10,1016D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,68,Kamenicë
10,1017D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,37,Kamenicë
10,1017D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,104,Kamenicë
10,1022D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,451,Kamenicë
10,1022D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,65,Kamenicë
10,1023D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,368,Kamenicë
10,1023D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,72,Kamenicë
10,1024D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,747,Kamenicë
10,1024D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,723,Kamenicë
10,1025D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,418,Kamenicë
10,1025D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,45,Kamenicë
10,1026D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,454,Kamenicë
10,1026D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,389,Kamenicë
10,1027D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,34,Kamenicë
10,1027D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,49,Kamenicë
10,1028D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,61,Kamenicë
10,1028D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,59,Kamenicë
10,1029D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,439,Kamenicë
10,1029D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,82,Kamenicë
10,1030D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,332,Kamenicë
10,1030D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,337,Kamenicë
10,1031D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,347,Kamenicë
10,1031D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,47,Kamenicë
10,1032D,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,418,Kamenicë
10,1032D,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,216,Kamenicë
10,BM010,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,108,Kamenicë
10,BM010,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,37,Kamenicë
10,CB110,KADRI RAHIMAJ,144,LËVIZJA VETËVENDOSJE!,136,Kamenicë
10,CB110,QENDRON KASTRATI,127,PARTIA SOCIALDEMOKRATE,113,Kamenicë
15,1501E,HALIL THACI,144,LËVIZJA VETËVENDOSJE!,1228,Obiliq
15,1501E,XHAFER GASHI,109,INICIATIVA QYTETARE PËR OBILIQ,2292,Obiliq
15,1502E,HALIL THACI,144,LËVIZJA VETËVENDOSJE!,548,Obiliq
15,1502E,XHAFER GASHI,109,INICIATIVA QYTETARE PËR OBILIQ,721,Obiliq
15,1503E,HALIL THACI,144,LËVIZJA VETËVENDOSJE!,300,Obiliq
15,1503E,XHAFER GASHI,109,INICIATIVA QYTETARE PËR OBILIQ,470,Obiliq
15,1505E,HALIL THACI,144,LËVIZJA VETËVENDOSJE!,391,Obiliq
15,1505E,XHAFER GASHI,109,INICIATIVA QYTETARE PËR OBILIQ,187,Obiliq
15,1507E,HALIL THACI,144,LËVIZJA VETËVENDOSJE!,29,Obiliq
15,1507E,XHAFER GASHI,109,INICIATIVA QYTETARE PËR OBILIQ,196,Obiliq
15,1508E,HALIL THACI,144,LËVIZJA VETËVENDOSJE!,290,Obiliq
15,1508E,XHAFER GASHI,109,INICIATIVA QYTETARE PËR OBILIQ,301,Obiliq
15,1509E,HALIL THACI,144,LËVIZJA VETËVENDOSJE!,7,Obiliq
15,1509E,XHAFER GASHI,109,INICIATIVA QYTETARE PËR OBILIQ,66,Obiliq
15,1510E,HALIL THACI,144,LËVIZJA VETËVENDOSJE!,136,Obiliq
15,1510E,XHAFER GASHI,109,INICIATIVA QYTETARE PËR OBILIQ,358,Obiliq
15,1511E,HALIL THACI,144,LËVIZJA VETËVENDOSJE!,49,Obiliq
15,1511E,XHAFER GASHI,109,INICIATIVA QYTETARE PËR OBILIQ,27,Obiliq
15,1512E,HALIL THACI,144,LËVIZJA VETËVENDOSJE!,216,Obiliq
15,1512E,XHAFER GASHI,109,INICIATIVA QYTETARE PËR OBILIQ,392,Obiliq
15,1513E,HALIL THACI,144,LËVIZJA VETËVENDOSJE!,215,Obiliq
15,1513E,XHAFER GASHI,109,INICIATIVA QYTETARE PËR OBILIQ,234,Obiliq
15,1514E,HALIL THACI,144,LËVIZJA VETËVENDOSJE!,0,Obiliq
15,1514E,XHAFER GASHI,109,INICIATIVA QYTETARE PËR OBILIQ,10,Obiliq
15,1519E,HALIL THACI,144,LËVIZJA VETËVENDOSJE!,130,Obiliq
15,1519E,XHAFER GASHI,109,INICIATIVA QYTETARE PËR OBILIQ,546,Obiliq
15,1520E,HALIL THACI,144,LËVIZJA VETËVENDOSJE!,348,Obiliq
15,1520E,XHAFER GASHI,109,INICIATIVA QYTETARE PËR OBILIQ,430,Obiliq
15,1521E,HALIL THACI,144,LËVIZJA VETËVENDOSJE!,143,Obiliq
15,1521E,XHAFER GASHI,109,INICIATIVA QYTETARE PËR OBILIQ,184,Obiliq
15,CB115,HALIL THACI,144,LËVIZJA VETËVENDOSJE!,87,Obiliq
15,CB115,XHAFER GASHI,109,INICIATIVA QYTETARE PËR OBILIQ,108,Obiliq
16,1601A,SMAJL LATIFI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,519,Rahovec
16,1601A,VISAR KORENICA,144,LËVIZJA VETËVENDOSJE!,1302,Rahovec
16,1602A,SMAJL LATIFI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,220,Rahovec
16,1602A,VISAR KORENICA,144,LËVIZJA VETËVENDOSJE!,635,Rahovec
16,1602X,SMAJL LATIFI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,180,Rahovec
16,1602X,VISAR KORENICA,144,LËVIZJA VETËVENDOSJE!,485,Rahovec
16,1603A,SMAJL LATIFI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,161,Rahovec
16,1603A,VISAR KORENICA,144,LËVIZJA VETËVENDOSJE!,37,Rahovec
16,1604A,SMAJL LATIFI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,133,Rahovec
16,1604A,VISAR KORENICA,144,LËVIZJA VETËVENDOSJE!,31,Rahovec
16,1605A,SMAJL LATIFI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,64,Rahovec
16,1605A,VISAR KORENICA,144,LËVIZJA VETËVENDOSJE!,31,Rahovec
16,1606A,SMAJL LATIFI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,208,Rahovec
16,1606A,VISAR KORENICA,144,LËVIZJA VETËVENDOSJE!,73,Rahovec
16,1607A,SMAJL LATIFI,121,ALEANCA PËR ARDHMËRINË E KOSOVËS,265,Rahovec
